Date,Open,High,Low,Close,Volume
2069-12-08,88.1562,88.6562,88.1562,88.625,202401
2069-12-09,89.1875,89.2812,88.75,88.875,151502
2069-12-10,88.8438,89.0312,88.6875,88.8125,205041
2069-12-11,88.6562,88.75,88.2812,88.4375,215413
2069-12-12,87.9062,88.0938,87.625,87.8438,273212
2069-12-13,88.3438,88.4688,87.3438,87.5312,393272
2069-12-14,87.4688,87.4688,86.7812,86.8125,270317
2069-12-15,86.125,86.5,86.0625,86.3438,248928
2069-12-16,87.7188,88.0,87.4375,87.5625,187677
2069-12-17,87.4062,87.5938,86.7812,86.8438,382362
2069-12-18,85.7182,86.375,85.25,86.3125,382362
2069-12-19,85.7812,86.375,85.25,86.3125,417168
2069-12-20,86.375,86.6562,85.875,86.0625,278510
2069-12-21,85.625,85.6562,85.0312,85.125,402066
2069-12-22,85.3125,86.0312,84.4688,85.6562,547235
2069-12-23,86.0625,86.2188,85.5312,85.625,360738
2069-12-24,86.0625,86.6562,85.9688,86.4062,389998
2069-12-25,86.375,87.6875,86.1562,87.4688,604199
2069-12-26,87.6875,87.75,87.5,87.6875,153952
2069-12-27,87.4062,87.4375,86.7812,86.8438,409510
2069-12-28,86.8125,86.9375,86.5625,86.8438,258582
2069-12-29,86.7812,87.0312,86.3125,86.5,340403
2069-12-30,86.5312,86.75,86.5312,86.5938,136591
2069-12-31,86.5625,86.9375,86.3438,86.875,107046
2070-01-01,86.8125,87.5625,86.5625,87.25,270434
2070-01-02,87.4375,88.0312,87.2812,87.9688,401733
2070-01-03,88.0625,88.6562,87.9688,88.5312,321036
2070-01-04,88.5938,89.0,88.25,88.3125,357680
2070-01-05,88.3438,88.6875,88.0938,88.1562,257198
2070-01-06,88.2188,88.9375,88.1562,88.8125,323716
2070-01-07,88.8125,89.1875,88.75,89.0625,244649
2070-01-08,89.125,89.4688,88.9062,89.0625,303238
2070-01-09,89.0625,90.2812,89.0312,90.125,547877
2070-01-10,90.1875,90.2188,89.7188,89.7812,159452
2070-01-11,89.5938,89.8438,89.5,89.5312,259385
2070-01-12,89.625,89.9688,89.1562,89.2188,372137
2070-01-13,89.0312,89.1562,88.4062,88.5938,317168
2070-01-14,88.5625,89.1562,88.4062,89.0,2783
2070-01-15,89.125,89.375,88.9688,89.0625,183898
2070-01-16,88.9688,89.25,88.4062,88.8125,423899
