Date,Open,High,Low,Close,Volume
2070-03-07,4.965,4.965,4.895,4.94,15105
2070-03-08,4.94,4.975,4.86,4.955,20818
2070-03-09,4.945,4.98,4.81,4.92,22046
2070-03-10,4.92,4.93,4.84,4.902,11568
2070-03-11,4.905,4.92,4.84,4.857,9487
2070-03-12,4.86,4.895,4.81,4.872,8970
2070-03-13,4.88,4.9,4.815,4.857,11789
2070-03-14,4.845,4.97,4.79,4.942,24861
2070-03-15,4.95,4.97,4.905,4.96,8417
2070-03-16,4.955,4.96,4.8,4.838,27888
2070-03-17,4.85,5.22,4.81,5.135,51275
2070-03-18,5.13,5.185,5.105,5.142,22380
2070-03-19,5.14,5.275,5.13,5.252,30143
2070-03-20,5.22,5.255,5.19,5.215,13740
2070-03-21,5.22,5.24,5.155,5.19,15218
2070-03-22,5.19,5.26,5.14,5.23,20190
2070-03-23,5.23,5.27,5.185,5.19,17017
2070-03-24,5.19,5.225,5.185,5.2,17666
2070-03-25,5.195,5.23,5.16,5.227,18798
2070-03-26,5.225,5.34,5.15,5.197,37040
2070-03-27,5.245,5.395,5.235,5.295,29111
2070-03-28,5.29,5.38,5.25,5.36,18387
2070-03-29,5.345,5.435,5.31,5.34,19354
2070-03-30,5.335,5.35,5.25,5.265,14070
2070-03-31,5.26,5.28,5.17,5.24,21053
2070-04-01,5.245,5.3,5.185,5.227,17280
2070-04-02,5.23,5.24,5.165,5.185,15678
2070-04-03,5.18,5.3,5.11,5.275,11699
2070-04-04,5.275,5.305,5.235,5.285,11361
2070-04-05,5.28,5.305,5.21,5.228,10619
2070-04-06,5.225,5.34,5.225,5.313,23511
2070-04-07,5.31,5.345,5.27,5.283,10203
2070-04-08,5.28,5.29,5.23,5.238,11496
2070-04-09,5.23,5.245,5.115,5.203,31771
2070-04-10,5.2,5.28,5.19,5.24,15486
2070-04-11,5.25,5.275,5.185,5.22,16479
2070-04-12,5.22,5.23,5.145,5.165,17681
2070-04-13,5.17,5.21,5.12,5.197,12934
2070-04-14,5.19,5.2,5.1,5.12,17024
2070-04-15,5.12,5.19,5.1,5.165,14095
2070-04-16,5.17,5.18,5.12,5.147,10074
2070-04-17,5.16,5.17,5.03,5.075,22717
2070-04-18,5.075,5.085,4.965,5.005,26770
2070-04-19,5.01,5.035,4.86,4.87,22214
2070-04-20,4.87,4.89,4.655,4.73,48557
2070-04-21,4.74,4.78,4.71,4.742,17602
2070-04-22,4.7,4.805,4.7,4.79,9757
2070-04-23,4.79,4.825,4.75,4.78,12554
2070-04-24,4.79,4.805,4.76,4.775,6058
2070-04-25,4.765,4.8,4.76,4.782,3940
2070-04-26,4.795,4.8,4.68,4.72,15172
2070-04-27,4.71,4.745,4.7,4.723,5925
2070-04-28,4.72,4.725,4.66,4.708,12165
2070-04-29,4.715,4.795,4.705,4.77,13688
2070-04-30,4.775,4.83,4.67,4.695,33982
2070-05-01,4.705,4.755,4.67,4.713,10524
2070-05-02,4.72,4.755,4.72,4.735,11771
2070-05-03,4.745,4.77,4.705,4.715,9427
2070-05-04,4.71,4.74,4.675,4.725,9096
2070-05-05,4.73,4.73,4.675,4.693,17172
2070-05-06,4.69,4.735,4.685,4.72,10439
2070-05-07,4.705,4.73,4.57,4.61,20663
2070-05-08,4.67,4.695,4.645,4.67,18711
2070-05-09,4.68,4.76,4.67,4.693,16957
2070-05-10,4.7,4.8,4.67,4.768,16408
2070-05-11,4.77,4.775,4.72,4.728,8623
2070-05-12,4.73,4.79,4.72,4.768,5735
2070-05-13,4.765,4.79,4.72,4.733,10094
2070-05-14,4.73,4.78,4.73,4.758,3969
2070-05-15,4.76,4.88,4.76,4.86,19071
2070-05-16,4.855,4.925,4.84,4.88,15613
2070-05-17,4.885,4.93,4.83,4.835,11708
2070-05-18,4.84,4.905,4.82,4.878,10433
2070-05-19,4.885,4.895,4.83,4.838,6357
2070-05-20,4.84,4.87,4.835,4.858,5677
2070-05-21,4.855,4.865,4.665,4.693,28862
2070-05-22,4.72,4.72,4.625,4.713,13122
2070-05-23,4.71,4.735,4.68,4.713,7063
2070-05-24,4.715,4.72,4.67,4.695,5322
2070-05-25,4.7,4.705,4.66,4.678,4278
2070-05-26,4.685,4.785,4.64,4.738,11768
2070-05-27,4.73,4.76,4.725,4.748,5481
2070-05-28,4.73,4.77,4.65,4.73,13472
2070-05-29,4.735,4.845,4.71,4.838,25800
2070-05-30,4.825,4.85,4.67,4.675,20593
2070-05-31,4.675,4.73,4.675,4.698,10208
2070-06-01,4.705,4.745,4.69,4.728,8385
2070-06-02,4.74,4.74,4.69,4.7,12561
2070-06-03,4.7,4.82,4.685,4.77,18648
2070-06-04,4.78,4.93,4.77,4.783,29168
2070-06-05,4.78,4.82,4.695,4.74,12625
2070-06-06,4.745,4.785,4.725,4.745,9459
2070-06-07,4.75,4.77,4.72,4.745,4616
2070-06-08,4.75,4.75,4.705,4.708,7249
2070-06-09,4.7,4.74,4.65,4.675,18934
2070-06-10,4.68,4.7,4.675,4.687,5837
2070-06-11,4.71,4.805,4.68,4.762,22515
2070-06-12,4.765,4.78,4.675,4.695,16437
2070-06-13,4.695,4.78,4.62,4.745,25292
2070-06-14,4.75,4.755,4.69,4.712,11651
2070-06-15,4.685,4.82,4.675,4.812,25162
2070-06-16,4.81,4.83,4.73,4.75,16341
2070-06-17,4.75,4.785,4.745,4.755,14297
2070-06-18,4.76,4.775,4.68,4.74,25603
2070-06-19,4.79,4.795,4.72,4.725,17033
2070-06-20,4.715,4.745,4.63,4.648,28075
2070-06-21,4.655,4.71,4.65,4.678,12619
2070-06-22,4.675,4.7,4.64,4.645,9218
2070-06-23,4.64,4.68,4.56,4.57,15368
2070-06-24,4.57,4.575,4.25,4.285,36321
2070-06-25,4.3,4.38,4.175,4.335,23155
2070-06-26,4.335,4.345,4.25,4.32,16638
2070-06-27,4.32,4.395,4.305,4.383,10080
2070-06-28,4.37,4.395,4.325,4.36,7858
2070-06-29,4.36,4.375,4.26,4.275,11151
2070-06-30,4.275,4.345,4.235,4.297,12716
2070-07-01,4.295,4.335,4.18,4.185,13704
2070-07-02,4.19,4.285,4.145,4.245,16087
2070-07-03,4.22,4.34,4.22,4.27,233
2070-07-04,4.3,4.32,4.25,4.258,5155
2070-07-05,4.26,4.36,4.255,4.303,13083
2070-07-06,4.32,4.33,4.255,4.295,8488
2070-07-07,4.29,4.45,4.26,4.28,16850
2070-07-08,4.28,4.35,4.195,4.32,12850
2070-07-09,4.325,4.38,4.305,4.358,8212
2070-07-10,4.37,4.37,4.28,4.325,13191
2070-07-11,4.325,4.405,4.32,4.373,9327
2070-07-12,4.365,4.5,4.36,4.49,24067
2070-07-13,4.48,4.5,4.42,4.47,13638
2070-07-14,4.47,4.54,4.455,4.507,7718
2070-07-15,4.49,4.5,4.29,4.315,23732
2070-07-16,4.325,4.36,4.305,4.333,5570
2070-07-17,4.335,4.39,4.31,4.375,8571
2070-07-18,4.37,4.475,4.31,4.375,15753
2070-07-19,4.4,4.45,4.37,4.44,7615
2070-07-20,4.44,4.445,4.38,4.425,8274
2070-07-21,4.44,4.545,4.42,4.507,20543
2070-07-22,4.5,4.52,4.365,4.405,19604
2070-07-23,4.41,4.57,4.39,4.56,20118
2070-07-24,4.565,4.57,4.47,4.502,12421
2070-07-25,4.48,4.53,4.475,4.512,8088
2070-07-26,4.5,4.52,4.425,4.49,12873
2070-07-27,4.49,4.545,4.465,4.505,12310
2070-07-28,4.515,4.7,4.465,4.682,38059
2070-07-29,4.655,4.67,4.595,4.612,11661
2070-07-30,4.615,4.665,4.6,4.657,18005
2070-07-31,4.66,4.66,4.61,4.64,15558
2070-08-01,4.675,4.86,4.675,4.71,31715
2070-08-02,4.72,4.77,4.66,4.685,13940
2070-08-03,4.705,4.74,4.645,4.662,8560
2070-08-04,4.66,4.735,4.635,4.707,11009
2070-08-05,4.71,4.75,4.655,4.71,12160
2070-08-06,4.715,4.78,4.66,4.73,14315
2070-08-07,4.72,4.74,4.68,4.702,6093
2070-08-08,4.705,4.775,4.68,4.76,12406
2070-08-09,4.755,4.77,4.725,4.748,5687
2070-08-10,4.755,4.85,4.745,4.765,16397
2070-08-11,4.765,4.815,4.725,4.775,11484
2070-08-12,4.765,4.78,4.735,4.757,4580
2070-08-13,4.765,4.77,4.58,4.615,27822
2070-08-14,4.595,4.64,4.57,4.605,15123
2070-08-15,4.605,4.72,4.605,4.685,18054
2070-08-16,4.695,4.74,4.685,4.705,9906
2070-08-17,4.715,4.715,4.66,4.673,4567
2070-08-18,4.68,4.705,4.65,4.695,8129
2070-08-19,4.7,4.76,4.7,4.755,9068
2070-08-20,4.755,4.825,4.735,4.785,15510
2070-08-21,4.79,4.84,4.755,4.822,15860
2070-08-22,4.82,5.12,4.82,5.105,45279
2070-08-23,5.105,5.33,5.075,5.232,40399
2070-08-24,5.23,5.25,5.15,5.185,15728
2070-08-25,5.17,5.23,5.165,5.17,14949
2070-08-26,5.18,5.315,5.15,5.303,17159
2070-08-27,5.31,5.31,5.19,5.207,9767
2070-08-28,5.195,5.24,5.16,5.202,8192
2070-08-29,5.205,5.32,5.185,5.23,17641
2070-08-30,5.235,5.285,5.085,5.125,20232
2070-08-31,5.14,5.2,5.115,5.195,7270
2070-09-01,5.135,5.145,5.055,5.08,11618
2070-09-02,5.085,5.085,4.99,5.067,14474
2070-09-03,5.07,5.115,4.895,4.91,31062
2070-09-04,4.925,4.975,4.88,4.958,11182
2070-09-05,4.95,4.96,4.87,4.938,11637
2070-09-06,4.93,4.99,4.92,4.978,8678
2070-09-07,4.965,5.08,4.945,5.033,18410
2070-09-08,5.03,5.08,4.925,4.938,18874
2070-09-09,4.945,4.95,4.77,4.785,29993
2070-09-10,4.785,4.855,4.74,4.79,17339
2070-09-11,4.79,4.82,4.63,4.805,50203
2070-09-12,4.8,4.83,4.725,4.795,15736
2070-09-13,4.78,4.895,4.745,4.867,19892
2070-09-14,4.835,4.865,4.72,4.737,16524
2070-09-15,4.75,4.87,4.71,4.845,17559
2070-09-16,4.83,4.89,4.81,4.848,13409
2070-09-17,4.845,4.885,4.83,4.873,7715
2070-09-18,4.87,4.945,4.825,4.897,14398
2070-09-19,4.905,4.96,4.81,4.85,15330
2070-09-20,4.85,4.885,4.825,4.863,5611
2070-09-21,4.905,4.97,4.88,4.903,9174
2070-09-22,4.89,5.15,4.88,5.135,24802
2070-09-23,5.135,5.22,4.99,5.08,26812
2070-09-24,5.085,5.155,5.085,5.118,17044
2070-09-25,5.12,5.13,5.06,5.1,12727
2070-09-26,5.1,5.27,5.085,5.218,31107
2070-09-27,5.22,5.24,5.17,5.228,15455
2070-09-28,5.225,5.495,5.21,5.418,49879
2070-09-29,5.44,5.465,5.34,5.375,26404
2070-09-30,5.345,5.38,5.15,5.221,15786
2070-10-01,5.3,5.315,5.225,5.298,16982
2070-10-02,5.3,5.35,5.205,5.345,13316
2070-10-03,5.36,5.38,5.32,5.348,8772
2070-10-04,5.355,5.4,5.25,5.323,13697
2070-10-05,5.315,5.34,5.275,5.305,6998
2070-10-06,5.3,5.495,5.3,5.428,17868
2070-10-07,5.44,5.46,5.365,5.395,11556
2070-10-08,5.395,5.46,5.33,5.448,17262
2070-10-09,5.455,5.885,5.455,5.875,34458
2070-10-10,5.905,6.22,5.775,5.81,20674
2070-10-11,5.795,5.96,5.76,5.878,13060
2070-10-12,5.89,6.045,5.865,5.905,9479
2070-10-13,5.9,5.99,5.81,5.965,14061
2070-10-14,5.99,6.095,5.915,5.968,12521
2070-10-15,5.97,6.08,5.93,6.073,14853
2070-10-16,6.08,6.13,6.0,6.055,8892
2070-10-17,6.05,6.08,6.015,6.025,4887
2070-10-18,6.03,6.25,6.015,6.243,15996
2070-10-19,6.265,6.395,6.195,6.378,8595
2070-10-20,6.35,6.35,6.2,6.33,10051
2070-10-21,6.33,6.33,6.12,6.185,13072
2070-10-22,6.175,6.175,5.8,5.988,25420
2070-10-23,5.93,5.955,5.815,5.923,16019
2070-10-24,5.93,6.19,5.835,6.065,26676
2070-10-25,6.045,6.08,5.96,6.018,12366
2070-10-26,6.01,6.08,5.64,5.773,29649
2070-10-27,5.755,5.805,5.615,5.638,16067
2070-10-28,5.61,5.64,5.405,5.475,20215
2070-10-29,5.47,5.695,5.385,5.685,16437
2070-10-30,5.685,5.81,5.595,5.688,12158
2070-10-31,5.675,5.835,5.63,5.813,14772
2070-11-01,5.83,5.89,5.755,5.783,9368
2070-11-02,5.74,5.855,5.66,5.673,10463
2070-11-03,5.67,5.815,5.66,5.803,8301
2070-11-04,5.815,5.875,5.7,5.718,10041
2070-11-05,5.76,5.94,5.715,5.893,13850
2070-11-06,5.92,5.95,5.815,5.938,12747
2070-11-07,5.945,6.11,5.92,6.103,16165
2070-11-08,6.105,6.145,5.82,6.053,24591
2070-11-09,6.07,6.11,6.0,6.03,9970
2070-11-10,6.025,6.34,5.96,6.125,33641
2070-11-11,6.135,6.26,6.115,6.248,16293
2070-11-12,6.255,6.63,6.215,6.615,32931
2070-11-13,6.615,7.08,6.56,7.02,33922
2070-11-14,7.01,7.47,6.88,7.28,34222
2070-11-15,7.25,7.5,7.03,7.06,21672
2070-11-16,7.06,7.115,6.835,6.945,13777
2070-11-17,6.95,7.17,6.885,7.1,13209
2070-11-18,7.11,7.14,6.92,6.998,12668
2070-11-19,7.015,7.1,6.925,7.0,11016
2070-11-20,7.025,7.14,6.98,7.095,11429
2070-11-21,7.07,7.205,6.7,6.77,22982
2070-11-22,6.78,6.795,6.52,6.565,23184
2070-11-23,6.595,6.84,6.48,6.82,23184
2070-11-24,6.765,6.82,6.48,6.523,20619
2070-11-25,6.52,6.53,6.36,6.473,23166
2070-11-26,6.475,6.52,6.29,6.335,23222
2070-11-27,6.35,6.385,5.99,6.007,24172
2070-11-28,6.06,6.245,6.02,6.203,25042
2070-11-29,6.21,6.5,6.205,6.48,16129
2070-11-30,6.485,6.6,6.45,6.568,11993
2070-12-01,6.57,6.57,6.3,6.383,14196
2070-12-02,6.39,6.405,6.3,6.348,9479
2070-12-03,6.345,6.415,6.26,6.363,9731
2070-12-04,6.355,6.4,6.05,6.07,18624
2070-12-05,6.07,6.12,5.905,6.093,11957
2070-12-06,6.1,6.32,6.05,6.305,14673
2070-12-07,6.315,6.335,6.11,6.125,11766
2070-12-08,6.11,6.21,6.04,6.185,14075
2070-12-09,6.195,6.23,6.035,6.135,12201
2070-12-10,6.15,6.155,6.055,6.095,6864
2070-12-11,6.1,6.125,5.8,5.835,35497
2070-12-12,5.835,5.95,5.71,5.928,11819
2070-12-13,5.92,5.99,5.57,5.89,40472
2070-12-14,5.87,6.16,5.755,6.135,14849
2070-12-15,6.135,6.395,6.12,6.38,14378
2070-12-16,6.375,6.51,6.29,6.335,20201
2070-12-17,6.32,6.36,6.16,6.19,13008
2070-12-18,6.19,6.385,6.14,6.363,12009
2070-12-19,6.365,6.43,6.305,6.32,10221
2070-12-20,6.35,6.375,6.27,6.295,7858
2070-12-21,6.29,6.49,6.23,6.467,12980
2070-12-22,6.45,6.47,6.28,6.33,12607
2070-12-23,6.33,6.57,6.3,6.533,17144
2070-12-24,6.53,6.745,6.51,6.575,15869
2070-12-25,6.57,6.63,6.26,6.37,15864
2070-12-26,6.38,6.48,6.315,6.377,10514
2070-12-27,6.415,6.485,6.33,6.393,6466
2070-12-28,6.4,6.45,6.2,6.4,15572
2070-12-29,6.38,6.4,6.31,6.353,4500
2070-12-30,6.355,6.365,6.18,6.265,8962
2070-12-31,6.23,6.32,6.19,6.3,12901
2071-01-01,6.29,6.29,6.205,6.237,6781
2071-01-02,6.25,6.28,6.18,6.215,9778
2071-01-03,6.22,6.375,6.155,6.293,14351
2071-01-04,6.295,6.34,6.23,6.263,9562
2071-01-05,6.27,6.305,6.23,6.285,8602
2071-01-06,6.285,6.29,6.18,6.225,11217
2071-01-07,6.225,6.245,6.12,6.148,18372
2071-01-08,6.135,6.18,6.075,6.115,10684
2071-01-09,6.17,6.27,6.08,6.24,14302
2071-01-10,6.25,6.34,6.17,6.23,17737
2071-01-11,6.23,6.26,6.14,6.153,10195
2071-01-12,6.17,6.27,6.125,6.247,8971
2071-01-13,6.26,6.33,6.08,6.108,16689
2071-01-14,6.11,6.17,5.88,5.918,19447
2071-01-15,6.995,6.995,5.85,5.975,11100
2071-01-16,5.975,6.04,5.955,5.962,8396
2071-01-17,5.96,5.98,5.725,5.732,17335
2071-01-18,5.75,5.79,5.5,5.565,23635
2071-01-19,5.57,5.595,5.425,5.533,19381
2071-01-20,5.53,5.62,5.52,5.56,9751
2071-01-21,5.57,5.69,5.55,5.572,9941
2071-01-22,5.575,5.575,5.28,5.287,21527
2071-01-23,5.295,5.295,5.165,5.172,20230
2071-01-24,5.18,5.335,5.09,5.235,11942
2071-01-25,5.24,5.35,5.215,5.28,8289
2071-01-26,5.28,5.33,5.25,5.255,5315
2071-01-27,5.26,5.285,5.07,5.105,14140
2071-01-28,5.1,5.205,4.995,5.168,13056
2071-01-29,5.135,5.22,5.04,5.05,11872
2071-01-30,5.04,5.1,4.92,5.085,20123
2071-01-31,5.1,5.155,4.98,5.055,10957
2071-02-01,5.05,5.2,4.985,5.168,12647
2071-02-02,5.17,5.21,5.1,5.178,7532
2071-02-03,5.18,5.23,5.12,5.22,4672
2071-02-04,5.22,5.29,5.055,5.273,19061
2071-02-05,5.27,5.425,5.125,5.418,17581
2071-02-06,5.42,5.48,5.29,5.32,23373
2071-02-07,5.32,5.38,5.295,5.318,7693
2071-02-08,5.325,5.33,5.13,5.155,12793
2071-02-09,5.14,5.205,5.065,5.103,11175
2071-02-10,5.12,5.12,5.05,5.078,6156
2071-02-11,5.07,5.22,5.04,5.183,9032
2071-02-12,5.185,5.375,5.175,5.365,16600
2071-02-13,5.365,5.4,5.21,5.26,11787
2071-02-14,5.245,5.455,5.245,5.352,16834
2071-02-15,5.31,5.34,5.26,5.325,12747
2071-02-16,5.31,5.36,5.31,5.34,9212
2071-02-17,5.335,5.34,5.24,5.262,11499
2071-02-18,5.26,5.35,5.25,5.335,14246
2071-02-19,5.335,5.385,5.215,5.293,17056
2071-02-20,5.33,5.37,5.26,5.34,11984
2071-02-21,5.325,5.585,5.325,5.535,27607
2071-02-22,5.53,5.595,5.45,5.475,12423
2071-02-23,5.47,5.515,5.28,5.332,15523
2071-02-24,5.355,5.375,5.325,5.34,4449
2071-02-25,5.345,5.445,5.34,5.408,7910
2071-02-26,5.4,5.445,5.26,5.365,9695
2071-02-27,5.35,5.385,5.285,5.355,6303
2071-02-28,5.36,5.36,5.26,5.305,6809
2071-03-01,5.31,5.405,5.235,5.333,10824
2071-03-02,5.335,5.385,5.285,5.325,7223
2071-03-03,5.34,5.36,5.29,5.343,4955
2071-03-04,5.35,5.42,5.295,5.34,8662
2071-03-05,5.335,5.395,5.285,5.373,6893
2071-03-06,5.375,5.475,5.375,5.47,8119
2071-03-07,5.47,5.575,5.405,5.54,18888
2071-03-08,5.54,5.71,5.525,5.66,15583
2071-03-09,5.67,5.85,5.645,5.802,23455
2071-03-10,5.84,5.885,5.635,5.707,22755
2071-03-11,5.71,5.72,5.61,5.65,9393
2071-03-12,5.655,5.705,5.615,5.67,8528
2071-03-13,5.68,5.75,5.58,5.593,13601
2071-03-14,5.59,5.6,5.48,5.515,10412
2071-03-15,5.52,5.54,5.425,5.458,10214
2071-03-16,5.46,5.485,5.355,5.36,11378
2071-03-17,5.365,5.48,5.35,5.453,12475
2071-03-18,5.45,5.5,5.385,5.405,9150
2071-03-19,5.41,5.48,5.395,5.43,6419
2071-03-20,5.43,5.45,5.265,5.273,16149
2071-03-21,5.275,5.325,5.265,5.31,5390
2071-03-22,5.32,5.335,5.14,5.178,12812
2071-03-23,5.17,5.25,5.12,5.14,13162
2071-03-24,5.15,5.2,5.04,5.188,20229
2071-03-25,5.18,5.2,5.1,5.15,20229
2071-03-26,5.165,5.165,5.03,5.11,5667
2071-03-27,5.12,5.12,5.04,5.07,11154
2071-03-28,5.07,5.12,5.04,5.068,6307
2071-03-29,5.065,5.18,5.025,5.145,9953
2071-03-30,5.145,5.175,5.12,5.165,6813
2071-03-31,5.175,5.175,5.12,5.125,5542
2071-04-01,5.125,5.13,4.99,5.01,20933
2071-04-02,5.01,5.085,4.895,4.965,20114
2071-04-03,4.96,4.985,4.84,4.855,15459
2071-04-04,4.9,4.935,4.675,4.675,33727
2071-04-05,4.705,4.78,4.67,4.678,10631
2071-04-06,4.68,4.885,4.605,4.79,15127
2071-04-07,4.79,4.885,4.79,4.84,9012
2071-04-08,4.84,5.0,4.75,4.95,18312
2071-04-09,4.96,5.06,4.93,5.03,9186
2071-04-10,5.04,5.055,4.86,4.913,11001
2071-04-11,4.91,4.985,4.855,4.95,11015
2071-04-12,4.95,5.11,4.94,5.05,14024
2071-04-13,5.05,5.15,4.935,5.025,17677
2071-04-14,5.005,5.03,4.94,4.96,6089
2071-04-15,4.96,5.02,4.905,4.955,8088
2071-04-16,4.94,5.005,4.91,4.92,8060
2071-04-17,4.92,5.02,4.905,4.985,6376
2071-04-18,5.0,5.01,4.94,4.975,6464
2071-04-19,4.985,5.055,4.84,4.855,11687
2071-04-20,4.87,4.925,4.865,4.89,6461
2071-04-21,4.89,5.07,4.88,5.043,16103
2071-04-22,5.05,5.175,5.025,5.153,18110
2071-04-23,5.16,5.25,5.145,5.168,16059
2071-04-24,5.21,5.3,5.12,5.29,14592
2071-04-25,5.29,5.4,5.28,5.36,25093
2071-04-26,5.36,5.4,5.24,5.36,14947
2071-04-27,5.36,5.475,5.28,5.295,20108
2071-04-28,5.295,5.345,5.195,5.207,16135
2071-04-29,5.2,5.23,5.055,5.065,16503
2071-04-30,5.07,5.12,5.05,5.09,6437
2071-05-01,5.1,5.165,5.03,5.137,10806
2071-05-02,5.15,5.23,4.95,4.997,21170
2071-05-03,5.0,5.035,4.765,4.8,25146
2071-05-04,4.84,4.88,4.82,4.84,7870
2071-05-05,4.835,4.865,4.79,4.83,7467
2071-05-06,4.845,4.935,4.765,4.895,12319
2071-05-07,4.915,4.99,4.83,4.95,17031
2071-05-08,4.935,4.95,4.88,4.885,5051
2071-05-09,4.89,4.92,4.84,4.885,7370
2071-05-10,4.88,4.94,4.865,4.885,4684
2071-05-11,4.89,4.895,4.835,4.883,5045
2071-05-12,4.885,4.91,4.855,4.875,3702
2071-05-13,4.87,5.0,4.82,4.983,11793
2071-05-14,4.98,5.03,4.915,4.945,13147
2071-05-15,4.98,5.11,4.945,5.048,14940
2071-05-16,5.05,5.13,5.02,5.075,15367
2071-05-17,5.05,5.09,5.02,5.043,7200
2071-05-18,5.05,5.07,4.995,5.03,6475
2071-05-19,5.03,5.03,4.86,4.92,16526
2071-05-20,4.965,4.965,4.895,4.942,6906
2071-05-21,4.93,5.055,4.93,5.045,9718
2071-05-22,5.045,5.085,4.99,5.01,8991
2071-05-23,5.0,5.05,4.975,5.035,5105
2071-05-24,5.04,5.045,4.975,4.993,5429
2071-05-25,5.0,5.15,4.98,5.133,25134
2071-05-26,5.135,5.15,5.005,5.025,16426
2071-05-27,5.01,5.05,4.895,4.927,18965
2071-05-28,4.935,4.96,4.905,4.927,8203
