Date,Open,High,Low,Close,Volume
2069-12-08,86.6,86.83,86.55,86.69,4187
2069-12-09,86.72,86.72,86.55,86.6,695
2069-12-10,86.65,86.77,86.57,86.63,1764
2069-12-11,86.52,86.53,86.34,86.45,1334
2069-12-12,86.52,86.94,86.49,86.68,1484
2069-12-13,86.68,86.68,85.94,86.1,4793
2069-12-14,86.15,86.19,86.02,86.14,306
2069-12-15,85.95,86.22,85.95,86.13,761
2069-12-16,86.27,86.28,86.08,86.17,303
2069-12-17,86.18,86.41,86.14,86.18,1324
2069-12-18,86.22,86.5,86.16,86.34,1324
2069-12-19,86.69,86.75,86.4,86.52,3563
2069-12-20,86.52,86.58,86.22,86.37,1772
2069-12-21,86.38,86.62,86.38,86.54,888
2069-12-22,86.53,86.91,86.43,86.84,3177
2069-12-23,87.0,87.59,87.0,87.57,3334
2069-12-24,87.28,87.58,87.28,87.44,3013
2069-12-25,87.55,87.6,87.26,87.47,1941
2069-12-26,87.43,87.48,87.18,87.3,1035
2069-12-27,87.3,87.47,87.27,87.35,571
2069-12-28,87.39,87.45,86.89,87.1,1926
2069-12-29,87.2,87.39,87.12,87.31,594
2069-12-30,87.31,87.4,87.23,87.3,264
2069-12-31,87.37,87.37,87.1,87.22,370
2070-01-01,87.19,87.26,86.59,86.62,2342
2070-01-02,86.85,87.35,86.85,87.32,2192
2070-01-03,87.37,87.78,87.37,87.63,4982
2070-01-04,87.59,87.74,87.52,87.6,630
2070-01-05,87.85,87.86,87.63,87.72,1017
2070-01-06,87.54,87.75,87.52,87.74,424
2070-01-07,87.7,87.99,87.61,87.94,1937
2070-01-08,87.99,87.99,87.72,87.87,978
2070-01-09,87.83,87.98,87.68,87.93,572
2070-01-10,87.75,87.82,87.68,87.73,421
2070-01-11,87.6,87.72,87.54,87.66,576
2070-01-12,87.69,87.85,87.69,87.75,455
2070-01-13,87.69,87.88,87.62,87.66,1014
2070-01-14,87.79,87.87,87.7,87.78,484
2070-01-15,87.82,88.21,87.82,88.12,1265
2070-01-16,88.24,88.27,88.04,88.14,228
2070-01-17,88.14,88.4,88.09,88.27,1006
2070-01-18,88.26,88.28,88.16,88.23,399
2070-01-19,88.26,88.27,87.91,87.94,1290
2070-01-20,87.75,87.97,87.34,87.45,5035
2070-01-21,86.47,86.56,86.16,86.34,779
2070-01-22,86.4,86.5,86.29,86.45,138
2070-01-23,86.34,86.34,85.95,86.08,1582
2070-01-24,86.03,86.3,86.03,86.08,106
2070-01-25,86.18,86.6,86.14,86.48,1566
2070-01-26,86.81,87.23,86.67,87.22,4239
2070-01-27,87.16,87.5,87.11,87.3,3142
2070-01-28,87.24,87.52,87.13,87.42,2973
2070-01-29,87.87,88.7,87.82,88.66,4248
2070-01-30,88.7,89.1,88.46,88.7,3098
2070-01-31,88.74,89.07,88.62,88.78,1327
2070-02-01,88.9,89.05,88.4,88.5,1728
2070-02-02,87.93,88.5,87.7,88.4,2421
2070-02-03,88.5,88.8,88.5,88.75,2771
2070-02-04,88.78,88.78,88.54,88.64,1304
2070-02-05,88.05,88.05,87.6,87.8,3019
2070-02-06,88.05,88.19,87.9,87.98,2573
2070-02-07,88.04,88.47,87.69,88.41,1581
2070-02-08,88.38,88.5,88.04,88.21,370
2070-02-09,88.11,88.28,87.98,88.25,224
2070-02-10,88.14,88.43,88.14,88.3,634
2070-02-11,88.5,88.85,88.4,88.58,1165
2070-02-12,88.59,88.65,88.28,88.44,449
2070-02-13,88.42,88.51,88.35,88.4,449
2070-02-14,88.5,88.59,88.49,88.57,43
2070-02-15,88.46,88.82,88.46,88.49,1095
2070-02-16,88.61,88.77,88.6,88.66,389
2070-02-17,88.66,88.66,87.71,87.86,3553
2070-02-18,88.28,89.32,88.28,89.11,4192
2070-02-19,89.26,89.26,88.95,88.95,1059
2070-02-20,88.85,88.93,88.63,88.86,1022
2070-02-21,88.92,89.47,88.92,89.3,767
2070-02-22,89.43,89.55,89.13,89.38,377
2070-02-23,89.37,89.73,89.13,89.58,1439
2070-02-24,89.59,90.0,89.47,89.8,1303
2070-02-25,89.82,90.29,89.72,90.13,514
2070-02-26,90.16,90.32,89.7,89.72,2984
2070-02-27,89.72,90.15,89.72,89.91,903
2070-02-28,90.23,90.82,90.23,90.7,937
2070-03-01,91.34,91.53,91.17,91.5,3876
2070-03-02,91.72,92.38,91.72,92.34,4242
2070-03-03,92.29,92.65,92.17,92.41,2148
2070-03-04,92.35,92.35,91.76,92.05,1483
2070-03-05,92.26,92.87,92.25,92.63,1571
2070-03-06,93.15,93.37,92.85,93.04,2031
2070-03-07,93.29,93.45,92.58,92.93,4558
2070-03-08,92.78,92.97,92.52,92.71,2768
2070-03-09,92.99,93.1,92.65,92.92,1365
2070-03-10,93.08,93.3,92.92,93.01,1518
