run_dir,p_lookback,p_entry_z,p_exit_z,true_pd_ratio,open_pnl_pd_ratio,activity_pct,final_value,bankrupt
run_20260314_IS_001,20,1.5,0.0,-0.03795443641049458,1.7307245238247932,28.857142857142858,995120.5477162496,0
run_20260314_IS_002,20,1.5,0.25,-0.25940270063675464,1.6195324863227383,24.428571428571427,965605.6373655546,0
run_20260314_IS_003,20,1.5,0.5,-0.277518917416177,1.887491824294273,23.142857142857142,964332.2441441413,0
run_20260314_IS_004,20,1.5,0.75,-0.3464342536062256,1.3342184746438226,21.285714285714285,956454.6313798313,0
run_20260314_IS_005,20,1.5,1.0,-0.3238196268873082,1.661749918222459,17.142857142857142,966345.8523720042,0
run_20260314_IS_006,20,1.75,0.0,1.0725683245124018,3.2295303168199374,20.285714285714285,1109492.0790826955,0
run_20260314_IS_007,20,1.75,0.25,0.3522832196150083,1.967575424154747,16.571428571428573,1035962.4848693237,0
run_20260314_IS_008,20,1.75,0.5,0.4750735357959129,2.4788762711775423,16.428571428571427,1045124.5523387236,0
run_20260314_IS_009,20,1.75,0.75,0.25271045790416496,2.0199262341096413,14.714285714285714,1024377.8760211791,0
run_20260314_IS_010,20,1.75,1.0,-0.02583775875646314,1.5720639094520823,12.714285714285714,997779.8585940629,0
run_20260314_IS_011,20,2.0,0.0,0.793335493686565,3.5624906921714956,11.428571428571429,1052943.1137160375,0
run_20260314_IS_012,20,2.0,0.25,0.6238147189934369,3.208652557377592,9.285714285714286,1042118.494854712,0
run_20260314_IS_013,20,2.0,0.5,0.6057409225718449,3.151581089801929,9.0,1040898.1948547116,0
run_20260314_IS_014,20,2.0,0.75,0.5933352544177335,3.2133109475224932,7.857142857142857,1038330.4201831613,0
run_20260314_IS_015,20,2.0,1.0,0.05274528357664847,2.018252922049389,6.857142857142857,1003338.2709073477,0
run_20260314_IS_016,20,2.25,0.0,0.20888337217980255,2.168858849367468,6.857142857142857,1013840.3786762635,0
run_20260314_IS_017,20,2.25,0.25,0.43717125720332883,2.6780773625732417,5.428571428571429,1028966.4786762635,0
run_20260314_IS_018,20,2.25,0.5,0.4189133276043453,2.6225717828401933,5.142857142857143,1027756.7286762636,0
run_20260314_IS_019,20,2.25,0.75,0.33460613972842596,2.4413135266992456,4.857142857142857,1022170.6286762635,0
run_20260314_IS_020,20,2.25,1.0,-0.18940161333307254,1.3229961121680867,3.857142857142857,987705.5294004497,0
run_20260314_IS_021,20,2.5,0.0,-0.11209186808713918,0.9141280299530767,3.2857142857142856,992572.9181568346,0
run_20260314_IS_022,20,2.5,0.25,-0.11209186808713918,0.9141280299530767,3.2857142857142856,992572.9181568346,0
run_20260314_IS_023,20,2.5,0.5,-0.11209186808713918,0.9141280299530767,3.2857142857142856,992572.9181568346,0
run_20260314_IS_024,20,2.5,0.75,-0.19347718353456894,0.7393207070093117,3.142857142857143,987180.4181568346,0
run_20260314_IS_025,20,2.5,1.0,-0.5431419426350599,-0.00477293407229713,2.5714285714285716,964743.4753717415,0
run_20260314_IS_026,30,1.5,0.0,0.47518434610626864,2.208779741472313,29.714285714285715,1053005.0147086058,0
run_20260314_IS_027,30,1.5,0.25,0.5609760177620488,2.5928804942817423,27.896995708154506,1063204.7802048833,0
run_20260314_IS_028,30,1.5,0.5,0.27157685843440366,1.9998562366344996,25.751072961373392,1035075.507303651,0
run_20260314_IS_029,30,1.5,0.75,-0.011547151140294056,2.2367350098958156,23.319027181688124,998568.8618983112,0
run_20260314_IS_030,30,1.5,1.0,0.23570951257086806,2.8375420579078927,21.745350500715308,1026912.3407693862,0
run_20260314_IS_031,30,1.75,0.0,-0.07294605448118982,1.1802290030573706,18.142857142857142,992063.5772440407,0
run_20260314_IS_032,30,1.75,0.25,0.01901855461795745,1.31775837937642,18.16881258941345,1002215.579058629,0
run_20260314_IS_033,30,1.75,0.5,-0.11770023857198444,1.0555804028027695,16.59513590844063,984027.0740954829,0
run_20260314_IS_034,30,1.75,0.75,-0.06837989209108723,1.3533881976551685,16.02288984263233,991185.4828885833,0
run_20260314_IS_035,30,1.75,1.0,0.2777811016637071,2.0329168208342434,14.449213161659513,1028360.872689964,0
run_20260314_IS_036,30,2.0,0.0,-0.46238389722916684,0.2827578973864161,13.714285714285714,957849.0079414776,0
run_20260314_IS_037,30,2.0,0.25,-0.2745715986842278,0.5700591517388933,13.285714285714286,974970.0079414776,0
run_20260314_IS_038,30,2.0,0.5,-0.43244228104723764,0.2528548055543902,12.0,956350.5151730697,0
run_20260314_IS_039,30,2.0,0.75,-0.4575188872371269,0.17548768720896085,11.714285714285714,951290.5904318597,0
run_20260314_IS_040,30,2.0,1.0,-0.5006666631945157,0.1317503742781778,10.285714285714286,948124.1493186152,0
run_20260314_IS_041,30,2.25,0.0,-0.5528202324733454,-0.4334028462084928,5.857142857142857,963574.211147941,0
run_20260314_IS_042,30,2.25,0.25,-0.5528202324733454,-0.4334028462084928,5.857142857142857,963574.211147941,0
run_20260314_IS_043,30,2.25,0.5,-0.5528202324733454,-0.4334028462084928,5.857142857142857,963574.211147941,0
run_20260314_IS_044,30,2.25,0.75,-0.5409870244950623,-0.41559227261269105,5.714285714285714,964353.9111479409,0
run_20260314_IS_045,30,2.25,1.0,-0.635706565310331,-0.5405550335724271,5.142857142857143,958112.761147941,0
run_20260314_IS_046,30,2.5,0.0,-0.5646874490306985,-0.4737602067705814,3.0,977360.4869627384,0
run_20260314_IS_047,30,2.5,0.25,-0.5646874490306985,-0.4737602067705814,3.0,977360.4869627384,0
run_20260314_IS_048,30,2.5,0.5,-0.5646874490306985,-0.4737602067705814,3.0,977360.4869627384,0
run_20260314_IS_049,30,2.5,0.75,-0.5450327104723282,-0.4453148125419642,2.857142857142857,978148.4869627384,0
run_20260314_IS_050,30,2.5,1.0,-0.5794285029494761,-0.5022056009991986,2.4285714285714284,976769.4869627384,0
run_20260314_IS_051,40,1.5,0.0,-0.06690953701100463,1.448044023180865,27.857142857142858,990992.0390672387,0
run_20260314_IS_052,40,1.5,0.25,-0.10272690656071387,1.584315868177374,25.142857142857142,986057.3647348345,0
run_20260314_IS_053,40,1.5,0.5,0.008257357156051743,2.1885326285329803,24.892703862660944,1001094.95365057,0
run_20260314_IS_054,40,1.5,0.75,-0.13286811310774094,1.551170913297541,24.177396280400572,980171.7514706778,0
run_20260314_IS_055,40,1.5,1.0,-0.23078917636260768,2.1303096245780573,21.602288984263232,971921.1014907002,0
run_20260314_IS_056,40,1.75,0.0,-0.04365689897990094,1.9070147952881793,23.285714285714285,995582.3857524673,0
run_20260314_IS_057,40,1.75,0.25,-0.11885954401149494,1.5910036205335978,21.285714285714285,987735.9499355182,0
run_20260314_IS_058,40,1.75,0.5,-0.011950369588516165,2.095981854230421,21.17310443490701,998766.9485682324,0
run_20260314_IS_059,40,1.75,0.75,-0.16716614824633863,1.4144079822616409,21.030042918454935,979922.7259224292,0
run_20260314_IS_060,40,1.75,1.0,-0.3773676828467217,2.346959780635936,18.311874105865524,961304.5898850365,0
run_20260314_IS_061,40,2.0,0.0,-0.3857188361779395,0.49389901657901564,14.142857142857142,961724.6928295755,0
run_20260314_IS_062,40,2.0,0.25,-0.5318777894841993,0.021057582476651213,13.0,936865.7727881996,0
run_20260314_IS_063,40,2.0,0.5,-0.5318777894841993,0.021057582476651213,13.0,936865.7727881996,0
run_20260314_IS_064,40,2.0,0.75,-0.5318777894841993,0.021057582476651213,13.0,936865.7727881996,0
run_20260314_IS_065,40,2.0,1.0,-0.31666098381340435,0.7128223286556464,12.0,973696.0519280789,0
run_20260314_IS_066,40,2.25,0.0,-0.23134742225957036,0.06422372227579556,5.428571428571429,984948.8186361166,0
run_20260314_IS_067,40,2.25,0.25,-0.23134742225957036,0.06422372227579556,5.428571428571429,984948.8186361166,0
run_20260314_IS_068,40,2.25,0.5,-0.23134742225957036,0.06422372227579556,5.428571428571429,984948.8186361166,0
run_20260314_IS_069,40,2.25,0.75,-0.23134742225957036,0.06422372227579556,5.428571428571429,984948.8186361166,0
run_20260314_IS_070,40,2.25,1.0,-0.3264183699523241,-0.05189084938361698,5.142857142857143,978763.6186361165,0
run_20260314_IS_071,40,2.5,0.0,0.9951103283284773,1.5596364708720947,3.0,1023682.2163699007,0
run_20260314_IS_072,40,2.5,0.25,0.9951103283284773,1.5596364708720947,3.0,1023682.2163699007,0
run_20260314_IS_073,40,2.5,0.5,0.9951103283284773,1.5596364708720947,3.0,1023682.2163699007,0
run_20260314_IS_074,40,2.5,0.75,0.9951103283284773,1.5596364708720947,3.0,1023682.2163699007,0
run_20260314_IS_075,40,2.5,1.0,0.7252119133708601,1.2495911637757702,2.7142857142857144,1017259.0163699007,0
run_20260314_IS_076,50,1.5,0.0,0.1727619063654846,2.3450194076011375,24.428571428571427,1020009.1673480492,0
run_20260314_IS_077,50,1.5,0.25,0.04886961815964348,2.0735983975756067,22.857142857142858,1006195.7373613407,0
run_20260314_IS_078,50,1.5,0.5,0.2060660583931646,2.680516636569317,22.031473533619458,1023938.555344725,0
run_20260314_IS_079,50,1.5,0.75,0.24129238220285912,2.758012121966914,21.316165951359086,1027322.797750273,0
run_20260314_IS_080,50,1.5,1.0,-0.16525670561598596,1.5471487124037133,20.314735336194563,978149.6697046356,0
run_20260314_IS_081,50,1.75,0.0,-0.06592671741294545,1.2587174940898345,22.142857142857142,990688.592056994,0
run_20260314_IS_082,50,1.75,0.25,-0.07400260870620283,1.2616648002986188,21.428571428571427,989547.9631695602,0
run_20260314_IS_083,50,1.75,0.5,0.09927986736334936,2.2245342750471497,20.74391988555079,1012512.2624152901,0
run_20260314_IS_084,50,1.75,0.75,0.09927986736334936,2.2245342750471497,20.74391988555079,1012512.2624152901,0
run_20260314_IS_085,50,1.75,1.0,-0.2418251727873988,1.0114918728646858,19.88555078683834,965256.7522464253,0
run_20260314_IS_086,50,2.0,0.0,-0.027777302757941626,1.0749849712468762,14.428571428571429,996503.3743614127,0
run_20260314_IS_087,50,2.0,0.25,-0.0632725206900319,1.0042496398770477,13.714285714285714,991772.7399339153,0
run_20260314_IS_088,50,2.0,0.5,-0.22996115673683565,0.6908160140343979,13.285714285714286,970098.3899339153,0
run_20260314_IS_089,50,2.0,0.75,-0.26295985962291507,0.6012559878711345,13.142857142857142,964484.5490819743,0
run_20260314_IS_090,50,2.0,1.0,-0.3857834706030787,0.3535518898420752,12.714285714285714,947895.9490819743,0
run_20260314_IS_091,50,2.25,0.0,-0.5152192924242521,-0.1419909144129854,8.0,930749.348234855,0
run_20260314_IS_092,50,2.25,0.25,-0.5152192924242521,-0.1419909144129854,8.0,930749.348234855,0
run_20260314_IS_093,50,2.25,0.5,-0.5489980161162351,-0.19363943497983707,7.857142857142857,926209.148234855,0
run_20260314_IS_094,50,2.25,0.75,-0.5489980161162351,-0.19363943497983707,7.857142857142857,926209.148234855,0
run_20260314_IS_095,50,2.25,1.0,-0.6675590894193287,-0.39908882485879404,7.428571428571429,910273.3482348551,0
run_20260314_IS_096,50,2.5,0.0,-0.39459892287594056,0.04408597632079337,3.857142857142857,967768.8079954641,0
run_20260314_IS_097,50,2.5,0.25,-0.39459892287594056,0.04408597632079337,3.857142857142857,967768.8079954641,0
run_20260314_IS_098,50,2.5,0.5,-0.39459892287594056,0.04408597632079337,3.857142857142857,967768.8079954641,0
run_20260314_IS_099,50,2.5,0.75,-0.39459892287594056,0.04408597632079337,3.857142857142857,967768.8079954641,0
run_20260314_IS_100,50,2.5,1.0,-0.478116620009088,-0.08522518358213658,3.5714285714285716,960947.0079954639,0
run_20260314_IS_101,60,1.5,0.0,0.8818968801917731,4.151187724704674,25.428571428571427,1076722.8706778588,0
run_20260314_IS_102,60,1.5,0.25,0.19190852865372615,2.6684964047252184,22.142857142857142,1019042.2587288113,0
run_20260314_IS_103,60,1.5,0.5,0.13989478798669983,2.5529853620955314,22.0,1013881.158728811,0
run_20260314_IS_104,60,1.5,0.75,1.2386908143995385,4.749460708782743,22.889842632331902,1099349.5539119944,0
run_20260314_IS_105,60,1.5,1.0,0.863037769884569,4.004449152542373,19.742489270386265,1069220.1931672501,0
run_20260314_IS_106,60,1.75,0.0,1.1626485926050867,4.445321099708002,18.857142857142858,1094366.8209685667,0
run_20260314_IS_107,60,1.75,0.25,0.544684460464017,3.1416424432975423,16.571428571428573,1044209.5240917108,0
run_20260314_IS_108,60,1.75,0.5,0.402034474153285,2.84994034789372,16.285714285714285,1032631.2829920583,0
run_20260314_IS_109,60,1.75,0.75,1.058182698551959,4.742611137376255,16.452074391988557,1080585.9407450284,0
run_20260314_IS_110,60,1.75,1.0,0.6302684529549684,3.5510085720659,15.879828326180258,1052858.3053943813,0
run_20260314_IS_111,60,2.0,0.0,0.12793182207445222,1.984561450368936,14.714285714285714,1010347.8760140818,0
run_20260314_IS_112,60,2.0,0.25,0.149398722590214,2.0366532002270374,14.142857142857142,1012084.2448185099,0
run_20260314_IS_113,60,2.0,0.5,0.002656807845069948,1.7344662949484158,13.857142857142858,1000214.8981991207,0
run_20260314_IS_114,60,2.0,0.75,0.23026355343120272,2.1416647190411005,13.428571428571429,1018625.0665614791,0
run_20260314_IS_115,60,2.0,1.0,-0.0994238126135294,1.4820807318620413,12.857142857142858,991817.8711675231,0
run_20260314_IS_116,60,2.25,0.0,-0.41232406719715453,0.030136012453167837,7.857142857142857,955639.8452694174,0
