run_dir,p_sigma_q_low,p_sigma_q_high,p_mult_mid,p_mult_high,true_pd_ratio,open_pnl_pd_ratio,activity_pct,final_value,bankrupt
run_20260314_IS_001,0.2,0.75,0.5,0.2,-0.666184412482394,-0.24645533910373518,4.285714285714286,989630.361258,0
run_20260314_IS_002,0.2,0.75,0.5,0.3,-0.666184412482394,-0.24645533910373518,4.285714285714286,989630.361258,0
run_20260314_IS_003,0.2,0.75,0.5,0.4,-0.666184412482394,-0.24645533910373518,4.285714285714286,989630.361258,0
run_20260314_IS_004,0.2,0.75,0.5,0.5,-0.666184412482394,-0.24645533910373518,4.285714285714286,989630.361258,0
run_20260314_IS_005,0.2,0.75,0.6,0.2,-0.5463960414338914,-0.14337104790820168,4.285714285714286,991056.0897493999,0
run_20260314_IS_006,0.2,0.75,0.6,0.3,-0.5463960414338914,-0.14337104790820168,4.285714285714286,991056.0897493999,0
run_20260314_IS_007,0.2,0.75,0.6,0.4,-0.5463960414338914,-0.14337104790820168,4.285714285714286,991056.0897493999,0
run_20260314_IS_008,0.2,0.75,0.6,0.5,-0.5463960414338914,-0.14337104790820168,4.285714285714286,991056.0897493999,0
run_20260314_IS_009,0.2,0.75,0.7,0.2,-0.43814906970287876,-0.04574752774103632,4.285714285714286,992475.8308256,0
run_20260314_IS_010,0.2,0.75,0.7,0.3,-0.43814906970287876,-0.04574752774103632,4.285714285714286,992475.8308256,0
run_20260314_IS_011,0.2,0.75,0.7,0.4,-0.43814906970287876,-0.04574752774103632,4.285714285714286,992475.8308256,0
run_20260314_IS_012,0.2,0.75,0.7,0.5,-0.43814906970287876,-0.04574752774103632,4.285714285714286,992475.8308256,0
run_20260314_IS_013,0.2,0.75,0.8,0.2,-0.33965705161594917,0.04698137149665862,4.285714285714286,993892.8467746,0
run_20260314_IS_014,0.2,0.75,0.8,0.3,-0.33965705161594917,0.04698137149665862,4.285714285714286,993892.8467746,0
run_20260314_IS_015,0.2,0.75,0.8,0.4,-0.33965705161594917,0.04698137149665862,4.285714285714286,993892.8467746,0
run_20260314_IS_016,0.2,0.75,0.8,0.5,-0.33965705161594917,0.04698137149665862,4.285714285714286,993892.8467746,0
run_20260314_IS_017,0.2,0.8,0.5,0.2,-0.3036270283264604,0.29983047238678895,9.0,990932.1763136002,0
run_20260314_IS_018,0.2,0.8,0.5,0.3,-0.3036270283264604,0.29983047238678895,9.0,990932.1763136002,0
run_20260314_IS_019,0.2,0.8,0.5,0.4,-0.3036270283264604,0.29983047238678895,9.0,990932.1763136002,0
run_20260314_IS_020,0.2,0.8,0.5,0.5,-0.3036270283264604,0.29983047238678895,9.0,990932.1763136002,0
run_20260314_IS_021,0.2,0.8,0.6,0.2,-0.2722222475299406,0.26656671383232095,9.0,991385.7237446,0
run_20260314_IS_022,0.2,0.8,0.6,0.3,-0.2722222475299406,0.26656671383232095,9.0,991385.7237446,0
run_20260314_IS_023,0.2,0.8,0.6,0.4,-0.2722222475299406,0.26656671383232095,9.0,991385.7237446,0
run_20260314_IS_024,0.2,0.8,0.6,0.5,-0.2722222475299406,0.26656671383232095,9.0,991385.7237446,0
run_20260314_IS_025,0.2,0.8,0.7,0.2,-0.23921415904648627,0.23787191755001555,9.0,991827.6146605999,0
run_20260314_IS_026,0.2,0.8,0.7,0.3,-0.23921415904648627,0.23787191755001555,9.0,991827.6146605999,0
run_20260314_IS_027,0.2,0.8,0.7,0.4,-0.23921415904648627,0.23787191755001555,9.0,991827.6146605999,0
run_20260314_IS_028,0.2,0.8,0.7,0.5,-0.23921415904648627,0.23787191755001555,9.0,991827.6146605999,0
run_20260314_IS_029,0.2,0.8,0.8,0.2,-0.21083692427032172,0.21346317548630617,9.0,992263.8181189998,0
run_20260314_IS_030,0.2,0.8,0.8,0.3,-0.21083692427032172,0.21346317548630617,9.0,992263.8181189998,0
run_20260314_IS_031,0.2,0.8,0.8,0.4,-0.21083692427032172,0.21346317548630617,9.0,992263.8181189998,0
run_20260314_IS_032,0.2,0.8,0.8,0.5,-0.21083692427032172,0.21346317548630617,9.0,992263.8181189998,0
run_20260314_IS_033,0.2,0.85,0.5,0.2,-0.22329040340399264,0.42357719698139934,9.285714285714286,994020.4947112001,0
run_20260314_IS_034,0.2,0.85,0.5,0.3,-0.22329040340399264,0.42357719698139934,9.285714285714286,994020.4947112001,0
run_20260314_IS_035,0.2,0.85,0.5,0.4,-0.22329040340399264,0.42357719698139934,9.285714285714286,994020.4947112001,0
run_20260314_IS_036,0.2,0.85,0.5,0.5,-0.22329040340399264,0.42357719698139934,9.285714285714286,994020.4947112001,0
run_20260314_IS_037,0.2,0.85,0.6,0.2,-0.17541912135854054,0.39969991834713053,9.285714285714286,995099.9057143999,0
run_20260314_IS_038,0.2,0.85,0.6,0.3,-0.17541912135854054,0.39969991834713053,9.285714285714286,995099.9057143999,0
run_20260314_IS_039,0.2,0.85,0.6,0.4,-0.17541912135854054,0.39969991834713053,9.285714285714286,995099.9057143999,0
run_20260314_IS_040,0.2,0.85,0.6,0.5,-0.17541912135854054,0.39969991834713053,9.285714285714286,995099.9057143999,0
run_20260314_IS_041,0.2,0.85,0.7,0.2,-0.12837727372047839,0.3781159933662686,9.285714285714286,996171.1731477998,0
run_20260314_IS_042,0.2,0.85,0.7,0.3,-0.12837727372047839,0.3781159933662686,9.285714285714286,996171.1731477998,0
run_20260314_IS_043,0.2,0.85,0.7,0.4,-0.12837727372047839,0.3781159933662686,9.285714285714286,996171.1731477998,0
run_20260314_IS_044,0.2,0.85,0.7,0.5,-0.12837727372047839,0.3781159933662686,9.285714285714286,996171.1731477998,0
run_20260314_IS_045,0.2,0.85,0.8,0.2,-0.08700090198240394,0.3594873856530833,9.285714285714286,997240.0972445998,0
run_20260314_IS_046,0.2,0.85,0.8,0.3,-0.08700090198240394,0.3594873856530833,9.285714285714286,997240.0972445998,0
run_20260314_IS_047,0.2,0.85,0.8,0.4,-0.08700090198240394,0.3594873856530833,9.285714285714286,997240.0972445998,0
run_20260314_IS_048,0.2,0.85,0.8,0.5,-0.08700090198240394,0.3594873856530833,9.285714285714286,997240.0972445998,0
run_20260314_IS_049,0.2,0.9,0.5,0.2,-0.3989215440376552,-0.001224312567811823,10.285714285714286,986199.9763136001,0
run_20260314_IS_050,0.2,0.9,0.5,0.3,-0.3989215440376552,-0.001224312567811823,10.285714285714286,986199.9763136001,0
run_20260314_IS_051,0.2,0.9,0.5,0.4,-0.3989215440376552,-0.001224312567811823,10.285714285714286,986199.9763136001,0
run_20260314_IS_052,0.2,0.9,0.5,0.5,-0.3989215440376552,-0.001224312567811823,10.285714285714286,986199.9763136001,0
run_20260314_IS_053,0.2,0.9,0.6,0.2,-0.3832327477619192,-0.04598649677926082,10.285714285714286,985693.4987446,0
run_20260314_IS_054,0.2,0.9,0.6,0.3,-0.3832327477619192,-0.04598649677926082,10.285714285714286,985693.4987446,0
run_20260314_IS_055,0.2,0.9,0.6,0.4,-0.3832327477619192,-0.04598649677926082,10.285714285714286,985693.4987446,0
run_20260314_IS_056,0.2,0.9,0.6,0.5,-0.3832327477619192,-0.04598649677926082,10.285714285714286,985693.4987446,0
run_20260314_IS_057,0.2,0.9,0.7,0.2,-0.3633538934149628,-0.08198850219780945,10.285714285714286,985170.2146605998,0
run_20260314_IS_058,0.2,0.9,0.7,0.3,-0.3633538934149628,-0.08198850219780945,10.285714285714286,985170.2146605998,0
run_20260314_IS_059,0.2,0.9,0.7,0.4,-0.3633538934149628,-0.08198850219780945,10.285714285714286,985170.2146605998,0
run_20260314_IS_060,0.2,0.9,0.7,0.5,-0.3633538934149628,-0.08198850219780945,10.285714285714286,985170.2146605998,0
run_20260314_IS_061,0.2,0.9,0.8,0.2,-0.34670775888529104,-0.11149455050323892,10.285714285714286,984637.6181189999,0
run_20260314_IS_062,0.2,0.9,0.8,0.3,-0.34670775888529104,-0.11149455050323892,10.285714285714286,984637.6181189999,0
run_20260314_IS_063,0.2,0.9,0.8,0.4,-0.34670775888529104,-0.11149455050323892,10.285714285714286,984637.6181189999,0
run_20260314_IS_064,0.2,0.9,0.8,0.5,-0.34670775888529104,-0.11149455050323892,10.285714285714286,984637.6181189999,0
run_20260314_IS_065,0.25,0.75,0.5,0.2,-0.666184412482394,-0.24645533910373518,4.285714285714286,989630.361258,0
run_20260314_IS_066,0.25,0.75,0.5,0.3,-0.666184412482394,-0.24645533910373518,4.285714285714286,989630.361258,0
run_20260314_IS_067,0.25,0.75,0.5,0.4,-0.666184412482394,-0.24645533910373518,4.285714285714286,989630.361258,0
run_20260314_IS_068,0.25,0.75,0.5,0.5,-0.666184412482394,-0.24645533910373518,4.285714285714286,989630.361258,0
run_20260314_IS_069,0.25,0.75,0.6,0.2,-0.5463960414338914,-0.14337104790820168,4.285714285714286,991056.0897493999,0
run_20260314_IS_070,0.25,0.75,0.6,0.3,-0.5463960414338914,-0.14337104790820168,4.285714285714286,991056.0897493999,0
run_20260314_IS_071,0.25,0.75,0.6,0.4,-0.5463960414338914,-0.14337104790820168,4.285714285714286,991056.0897493999,0
run_20260314_IS_072,0.25,0.75,0.6,0.5,-0.5463960414338914,-0.14337104790820168,4.285714285714286,991056.0897493999,0
run_20260314_IS_073,0.25,0.75,0.7,0.2,-0.43814906970287876,-0.04574752774103632,4.285714285714286,992475.8308256,0
run_20260314_IS_074,0.25,0.75,0.7,0.3,-0.43814906970287876,-0.04574752774103632,4.285714285714286,992475.8308256,0
run_20260314_IS_075,0.25,0.75,0.7,0.4,-0.43814906970287876,-0.04574752774103632,4.285714285714286,992475.8308256,0
run_20260314_IS_076,0.25,0.75,0.7,0.5,-0.43814906970287876,-0.04574752774103632,4.285714285714286,992475.8308256,0
run_20260314_IS_077,0.25,0.75,0.8,0.2,-0.33965705161594917,0.04698137149665862,4.285714285714286,993892.8467746,0
run_20260314_IS_078,0.25,0.75,0.8,0.3,-0.33965705161594917,0.04698137149665862,4.285714285714286,993892.8467746,0
run_20260314_IS_079,0.25,0.75,0.8,0.4,-0.33965705161594917,0.04698137149665862,4.285714285714286,993892.8467746,0
