version,final_value_gbp,total_return_pct,annualized_return_pct,annualized_vol_pct,downside_vol_pct,sharpe_ratio,sortino_ratio,max_drawdown_pct,days_to_recovery,calmar_ratio,true_pd_ratio,open_pnl_pd_ratio,activity_pct,avg_gross_exposure_pct,effective_leg_count,top_leg_share_pct
V2,1130900.6669999976,13.090066699999747,3.352813139829691,5.4857979464294075,3.703117578936249,0.6285860900392353,0.9311873599438556,9.92732140630226,401,0.337735931235307,1.3151762935104394,3.249928172271957,90.3,46.8321069111774,1.3652045967024935,84.70529335965614
V3,1210964.7031100001,21.096470310999994,5.674271123234176,3.5762615231641535,2.535455545893725,1.5612949567971122,2.2022074452642726,2.48930872714084,100,2.279456566141359,8.288420999261717,9.092636959308761,53.3,16.7248332347209,1.017592754773282,99.12796552568244
