version,trade_count,win_rate_pct,profit_factor,avg_trade_pnl_gbp,median_trade_pnl_gbp,payoff_ratio,multi_order_days,duplicate_same_series_days,days_gross_over_95pct,meaningful_legs_over_10pct,top_leg_share_pct
V2,165,49.09090909090909,1.7609249981808477,1337.2463636363639,0.0,1.760924998180848,170,148,62,2,84.70529335965614
V3,47,61.702127659574465,3.4102892195970895,5038.241914893617,2915.41,2.116731239749918,11,0,0,1,99.12796552568244
