run_dir,p_lookback,p_entry_z,p_exit_z,true_pd_ratio,open_pnl_pd_ratio,activity_pct,final_value,bankrupt
run_20260314_IS_001,20,1.5,0.0,-0.8520478935384902,-0.6653347475028237,28.857142857142858,934277.3271497072,0
run_20260314_IS_002,20,1.5,0.25,-0.916534601270697,-0.7291033024351139,24.714285714285715,937155.8094171796,0
run_20260314_IS_003,20,1.5,0.5,-0.8690843150252437,-0.6205480647813968,23.142857142857142,943717.0589674173,0
run_20260314_IS_004,20,1.5,0.75,-0.8537949182041035,-0.34183125558980376,19.571428571428573,950184.1368237223,0
run_20260314_IS_005,20,1.5,1.0,-0.795755155895725,-0.024070146359647784,17.0,959668.1342435388,0
run_20260314_IS_006,20,1.75,0.0,-0.5706169183625913,-0.09666560697241126,15.571428571428571,976816.3470487224,0
run_20260314_IS_007,20,1.75,0.25,-0.6964408223618834,-0.02789773408791314,14.0,976265.1724115462,0
run_20260314_IS_008,20,1.75,0.5,-0.551738513769977,0.19136517784751106,12.428571428571429,981442.989333135,0
run_20260314_IS_009,20,1.75,0.75,-0.5371116149728387,0.2285347242854181,11.142857142857142,980415.6846314122,0
run_20260314_IS_010,20,1.75,1.0,-0.35048555684540084,0.6138776459904818,9.142857142857142,989007.8948258574,0
run_20260314_IS_011,20,2.0,0.0,-0.6508656729689414,-0.281611877714032,9.714285714285714,977435.1855287887,0
run_20260314_IS_012,20,2.0,0.25,-0.8336482594393367,-0.32595983202715606,8.285714285714286,975008.0293147077,0
run_20260314_IS_013,20,2.0,0.5,-0.6779308423547351,-0.07387150990956672,7.714285714285714,979676.2872747077,0
run_20260314_IS_014,20,2.0,0.75,-0.6508083680762562,-0.010715142955178133,6.428571428571429,978650.8351659692,0
run_20260314_IS_015,20,2.0,1.0,-0.5602941081792799,0.21366300997487953,5.714285714285714,983305.9086368041,0
run_20260314_IS_016,20,2.25,0.0,-0.19598026467311166,0.05858766502945607,4.0,996526.3438400001,0
run_20260314_IS_017,20,2.25,0.25,-0.11854085602911087,0.2490749777753158,3.2857142857142856,997982.3056200001,0
run_20260314_IS_018,20,2.25,0.5,-0.11854085602911087,0.2490749777753158,3.2857142857142856,997982.3056200001,0
run_20260314_IS_019,20,2.25,0.75,-0.11854085602911087,0.2490749777753158,3.2857142857142856,997982.3056200001,0
run_20260314_IS_020,20,2.25,1.0,-0.05549642041615941,0.6224667893780131,2.5714285714285716,999146.2759000001,0
run_20260314_IS_021,20,2.5,0.0,-0.5970744464102519,-0.38230956888846457,1.7142857142857142,992043.6437199999,0
run_20260314_IS_022,20,2.5,0.25,-0.24774840475258444,0.04799852581023361,1.2857142857142858,996862.29108,0
run_20260314_IS_023,20,2.5,0.5,-0.24774840475258444,0.04799852581023361,1.2857142857142858,996862.29108,0
run_20260314_IS_024,20,2.5,0.75,-0.24774840475258444,0.04799852581023361,1.2857142857142858,996862.29108,0
run_20260314_IS_025,20,2.5,1.0,-0.24774840475258444,0.04799852581023361,1.2857142857142858,996862.29108,0
run_20260314_IS_026,30,1.5,0.0,-0.8937942292250538,-0.6937030105878581,23.714285714285715,928442.0187661176,0
run_20260314_IS_027,30,1.5,0.25,-0.8948079060975154,-0.6800284859867327,23.0,927687.7434335554,0
run_20260314_IS_028,30,1.5,0.5,-0.8938557584049684,-0.7016402083136589,21.571428571428573,928396.630086758,0
run_20260314_IS_029,30,1.5,0.75,-0.8882092509810365,-0.6240999506118436,20.142857142857142,932358.2481979156,0
run_20260314_IS_030,30,1.5,1.0,-0.8776293067336022,-0.5578965057831614,18.0,938424.3846370198,0
run_20260314_IS_031,30,1.75,0.0,-0.779959365508439,-0.442911471976125,18.0,954308.372541609,0
run_20260314_IS_032,30,1.75,0.25,-0.807134610923762,-0.47200560694098476,17.0,951007.4731493227,0
run_20260314_IS_033,30,1.75,0.5,-0.8053481766290871,-0.4891861355692096,15.571428571428571,951556.4897735476,0
run_20260314_IS_034,30,1.75,0.75,-0.7852016784750245,-0.3812946372588165,14.428571428571429,955342.3824202702,0
run_20260314_IS_035,30,1.75,1.0,-0.7655581713565198,-0.37627327817170947,13.0,956413.3727761507,0
run_20260314_IS_036,30,2.0,0.0,-0.5597294568974802,-0.011897147551154159,11.857142857142858,982181.5996671794,0
run_20260314_IS_037,30,2.0,0.25,-0.5931955246431702,0.06685436307922595,11.142857142857142,981383.6796611197,0
run_20260314_IS_038,30,2.0,0.5,-0.5899800103729793,0.097194094446401,10.285714285714286,981888.0569591154,0
run_20260314_IS_039,30,2.0,0.75,-0.46175777282640806,0.31934763422274953,9.142857142857142,985794.6163522175,0
run_20260314_IS_040,30,2.0,1.0,-0.4379218478852616,0.3188082892287511,8.714285714285714,986518.8100940209,0
run_20260314_IS_041,30,2.25,0.0,-0.46583230679288073,0.03807136854844797,3.4285714285714284,991551.1135491406,0
run_20260314_IS_042,30,2.25,0.25,-0.46583230679288073,0.03807136854844797,3.4285714285714284,991551.1135491406,0
run_20260314_IS_043,30,2.25,0.5,-0.6536659241917221,-0.20266533614831098,3.142857142857143,988184.5924929591,0
run_20260314_IS_044,30,2.25,0.75,-0.6614842259517574,-0.21056573009800364,2.5714285714285716,988044.9661677169,0
run_20260314_IS_045,30,2.25,1.0,-0.6614842259517574,-0.21056573009800364,2.5714285714285716,988044.9661677169,0
run_20260314_IS_046,30,2.5,0.0,0.0,0.0,0.0,1000000.0,0
run_20260314_IS_047,30,2.5,0.25,0.0,0.0,0.0,1000000.0,0
run_20260314_IS_048,30,2.5,0.5,0.0,0.0,0.0,1000000.0,0
run_20260314_IS_049,30,2.5,0.75,0.0,0.0,0.0,1000000.0,0
run_20260314_IS_050,30,2.5,1.0,0.0,0.0,0.0,1000000.0,0
run_20260314_IS_051,40,1.5,0.0,-0.6152625988009605,-0.16684840776208432,24.857142857142858,952539.0444511117,0
run_20260314_IS_052,40,1.5,0.25,-0.6520186802162234,-0.19729865081195405,24.0,948965.6005517252,0
run_20260314_IS_053,40,1.5,0.5,-0.7945478642859263,-0.4405307301350235,22.142857142857142,938814.2590995976,0
run_20260314_IS_054,40,1.5,0.75,-0.8310292046593276,-0.46744156132766135,20.285714285714285,942956.4492362419,0
run_20260314_IS_055,40,1.5,1.0,-0.794452127848234,-0.2938322148665018,18.714285714285715,947760.8600093938,0
run_20260314_IS_056,40,1.75,0.0,-0.8975415760134234,-0.6583861320760843,15.285714285714286,943690.9999285823,0
run_20260314_IS_057,40,1.75,0.25,-0.8996875337998097,-0.6504104827082946,14.714285714285714,942381.8120632749,0
run_20260314_IS_058,40,1.75,0.5,-0.8990457650062087,-0.63831841383473,14.571428571428571,942779.0340536353,0
run_20260314_IS_059,40,1.75,0.75,-0.9531303009284112,-0.7078802162103554,13.714285714285714,942617.8068695243,0
run_20260314_IS_060,40,1.75,1.0,-0.9514501764923285,-0.6033142742948504,13.285714285714286,944592.7452432923,0
run_20260314_IS_061,40,2.0,0.0,-0.6156352805754762,-0.33114115566122604,9.571428571428571,974341.6952568905,0
run_20260314_IS_062,40,2.0,0.25,-0.6480677846802253,-0.3095674364389931,9.0,972989.9808568907,0
run_20260314_IS_063,40,2.0,0.5,-0.6480677846802253,-0.3095674364389931,9.0,972989.9808568907,0
run_20260314_IS_064,40,2.0,0.75,-0.7381196452227493,-0.4152235646144698,8.714285714285714,969351.8431918151,0
