scan_tag,strategy,asset,asset_tag,data_name,selection_mode,metric_key,grid_config,best_params_path,robust_ranking_path,grid_search_dir,best_runs_dir,is_run_dir,is_true_pd_ratio,is_open_pnl_pd_ratio,is_activity_pct,is_final_value,is_return_pct,is_bankrupt,oos_run_dir,oos_true_pd_ratio,oos_open_pnl_pd_ratio,oos_activity_pct,oos_final_value,oos_return_pct,oos_bankrupt,full_run_dir,full_true_pd_ratio,full_open_pnl_pd_ratio,full_activity_pct,full_final_value,full_return_pct,full_bankrupt,is_oos_gap,part2_data_dir,part2_run_dir,part2_true_pd_ratio,part2_open_pnl_pd_ratio,part2_activity_pct,part2_final_value,part2_return_pct,part2_bankrupt
cross_asset_scan_v1,tf,01,asset01,series_1,robust,true_pd_ratio,configs\grids\single_strat\tf\refined\refined_v1.json,output\cross_asset_scan_v1\tf\asset01\grid_search\best_params.json,output\cross_asset_scan_v1\tf\asset01\grid_search\robust_selection\robust_ranking.csv,output\cross_asset_scan_v1\tf\asset01\grid_search,output\cross_asset_scan_v1\tf\asset01\best_runs,output\cross_asset_scan_v1\tf\asset01\best_runs\run_20260313_70-30,4.528069068085392,4.852513837638374,77.39628040057225,5181953.611395658,418.19536113956576,False,output\cross_asset_scan_v1\tf\asset01\best_runs\run_20260313_30-oos,0.7037229609654372,1.354838709677417,5.666666666666667,1009346.572298254,0.9346572298253975,False,output\cross_asset_scan_v1\tf\asset01\best_runs\run_20260313_100-full,2.7616578348846286,2.9370073198198097,83.88388388388388,5119713.547395656,411.9713547395656,False,3.824346107119955,DATA\PART2,output\cross_asset_scan_v1\tf\asset01\part2_validation\run_20260314_100-full,0.8958936977560925,0.9913073790966249,49.549549549549546,2667396.067482047,166.73960674820466,False
cross_asset_scan_v1,tf,02,asset02,series_2,robust,true_pd_ratio,configs\grids\single_strat\tf\refined\refined_v1.json,output\cross_asset_scan_v1\tf\asset02\grid_search\best_params.json,output\cross_asset_scan_v1\tf\asset02\grid_search\robust_selection\robust_ranking.csv,output\cross_asset_scan_v1\tf\asset02\grid_search,output\cross_asset_scan_v1\tf\asset02\best_runs,output\cross_asset_scan_v1\tf\asset02\best_runs\run_20260313_70-30,2.8199962464633015,3.1094890510948905,58.22603719599428,1130971.9056707416,13.097190567074168,False,output\cross_asset_scan_v1\tf\asset02\best_runs\run_20260313_30-oos,-0.7351170245666467,-0.6857142857142857,8.695652173913043,948232.5294177015,-5.1767470582298465,False,output\cross_asset_scan_v1\tf\asset02\best_runs\run_20260313_100-full,1.1908648975193814,1.3574144486692015,70.47047047047047,1105086.2056707414,10.508620567074134,False,3.5551132710299482,DATA\PART2,output\cross_asset_scan_v1\tf\asset02\part2_validation\run_20260314_100-full,-0.6399663391494014,-0.5078512396694215,70.15558698727015,-3503.3485229033977,-100.35033485229035,True
cross_asset_scan_v1,tf,03,asset03,series_3,robust,true_pd_ratio,configs\grids\single_strat\tf\refined\refined_v1.json,output\cross_asset_scan_v1\tf\asset03\grid_search\best_params.json,output\cross_asset_scan_v1\tf\asset03\grid_search\robust_selection\robust_ranking.csv,output\cross_asset_scan_v1\tf\asset03\grid_search,output\cross_asset_scan_v1\tf\asset03\best_runs,output\cross_asset_scan_v1\tf\asset03\best_runs\run_20260313_70-30,1.868821974174349,2.2066814304814506,62.285714285714285,1090089.2289527385,9.008922895273841,False,output\cross_asset_scan_v1\tf\asset03\best_runs\run_20260313_30-oos,-0.16431722179647656,0.43437484799674186,22.073578595317727,996138.5453365034,-0.3861454663496633,False,output\cross_asset_scan_v1\tf\asset03\best_runs\run_20260313_100-full,1.5731226831606184,2.372228577051851,67.56756756756756,1245012.8964096792,24.501289640967915,False,2.0331391959708256,DATA\PART2,output\cross_asset_scan_v1\tf\asset03\part2_validation\run_20260314_100-full,-0.41586868994399073,0.7444199813306497,21.72172172172172,983360.3947988627,-1.6639605201137275,False
cross_asset_scan_v1,tf,04,asset04,series_4,robust,true_pd_ratio,configs\grids\single_strat\tf\refined\refined_v1.json,output\cross_asset_scan_v1\tf\asset04\grid_search\best_params.json,output\cross_asset_scan_v1\tf\asset04\grid_search\robust_selection\robust_ranking.csv,output\cross_asset_scan_v1\tf\asset04\grid_search,output\cross_asset_scan_v1\tf\asset04\best_runs,output\cross_asset_scan_v1\tf\asset04\best_runs\run_20260313_70-30,1.7403565307968072,3.54141352900616,6.0,1038067.9844369941,3.8067984436993996,False,output\cross_asset_scan_v1\tf\asset04\best_runs\run_20260313_30-oos,-0.1722018272877921,0.06217616580310905,20.066889632107024,969811.890032463,-3.018810996753696,False,output\cross_asset_scan_v1\tf\asset04\best_runs\run_20260313_100-full,0.03697727338778082,0.44775219819662654,10.21021021021021,1006729.4022802042,0.6729402280204244,False,1.9125583580845993,DATA\PART2,output\cross_asset_scan_v1\tf\asset04\part2_validation\run_20260314_100-full,-0.8180665706264395,-0.7474328038413317,24.96513249651325,95334.03142738063,-90.46659685726193,True
cross_asset_scan_v1,tf,05,asset05,series_5,robust,true_pd_ratio,configs\grids\single_strat\tf\refined\refined_v1.json,output\cross_asset_scan_v1\tf\asset05\grid_search\best_params.json,output\cross_asset_scan_v1\tf\asset05\grid_search\robust_selection\robust_ranking.csv,output\cross_asset_scan_v1\tf\asset05\grid_search,output\cross_asset_scan_v1\tf\asset05\best_runs,output\cross_asset_scan_v1\tf\asset05\best_runs\run_20260313_70-30,2.9517306325932546,5.75703862518282,10.285714285714286,1046919.2448196441,4.691924481964405,False,output\cross_asset_scan_v1\tf\asset05\best_runs\run_20260313_30-oos,-1.0,-1.0,1.6666666666666667,988958.6755657633,-1.1041324434236777,False,output\cross_asset_scan_v1\tf\asset05\best_runs\run_20260313_100-full,1.9006043845441918,5.887850286568465,9.3,1041321.6118839931,4.132161188399319,False,3.9517306325932546,DATA\PART2,output\cross_asset_scan_v1\tf\asset05\part2_validation\run_20260314_100-full,1.370318306202769,1.6134876387080117,57.35735735735736,1092404.9264807398,9.240492648073984,False
cross_asset_scan_v1,tf,06,asset06,series_6,robust,true_pd_ratio,configs\grids\single_strat\tf\refined\refined_v1.json,output\cross_asset_scan_v1\tf\asset06\grid_search\best_params.json,output\cross_asset_scan_v1\tf\asset06\grid_search\robust_selection\robust_ranking.csv,output\cross_asset_scan_v1\tf\asset06\grid_search,output\cross_asset_scan_v1\tf\asset06\best_runs,output\cross_asset_scan_v1\tf\asset06\best_runs\run_20260313_70-30,0.698498291732632,1.0284746072780329,42.20314735336195,1044390.4381654768,4.439043816547672,False,output\cross_asset_scan_v1\tf\asset06\best_runs\run_20260313_30-oos,0.2158497465304697,0.5280110617478622,18.729096989966557,1005876.544316951,0.587654431695106,False,output\cross_asset_scan_v1\tf\asset06\best_runs\run_20260313_100-full,1.9492297999849189,2.8969417455082076,58.55855855855856,1130527.7779525656,13.052777795256553,False,0.48264854520216227,DATA\PART2,output\cross_asset_scan_v1\tf\asset06\part2_validation\run_20260314_100-full,-0.5368186670854903,0.00729166666666543,67.62917933130699,433499.4486691952,-56.65005513308048,True
cross_asset_scan_v1,tf,07,asset07,series_7,robust,true_pd_ratio,configs\grids\single_strat\tf\refined\refined_v1.json,output\cross_asset_scan_v1\tf\asset07\grid_search\best_params.json,output\cross_asset_scan_v1\tf\asset07\grid_search\robust_selection\robust_ranking.csv,output\cross_asset_scan_v1\tf\asset07\grid_search,output\cross_asset_scan_v1\tf\asset07\best_runs,output\cross_asset_scan_v1\tf\asset07\best_runs\run_20260313_70-30,0.9981954806760153,3.1454335196438667,9.142857142857142,1004748.0778615125,0.4748077861512545,False,output\cross_asset_scan_v1\tf\asset07\best_runs\run_20260313_30-oos,-0.015222858725333438,1.6430578300859175,16.333333333333332,999914.9921817188,-0.008500781828113535,False,output\cross_asset_scan_v1\tf\asset07\best_runs\run_20260313_100-full,0.7492985514063094,3.9006287470185703,11.3,1004659.9771067274,0.46599771067274975,False,1.0134183394013487,DATA\PART2,output\cross_asset_scan_v1\tf\asset07\part2_validation\run_20260314_100-full,1.47768372398933,1.6809203974732945,72.67267267267268,1560302.8592401743,56.03028592401742,False
cross_asset_scan_v1,tf,08,asset08,series_8,robust,true_pd_ratio,configs\grids\single_strat\tf\refined\refined_v1.json,output\cross_asset_scan_v1\tf\asset08\grid_search\best_params.json,output\cross_asset_scan_v1\tf\asset08\grid_search\robust_selection\robust_ranking.csv,output\cross_asset_scan_v1\tf\asset08\grid_search,output\cross_asset_scan_v1\tf\asset08\best_runs,output\cross_asset_scan_v1\tf\asset08\best_runs\run_20260313_70-30,1.1939088977686663,1.690974534643291,50.92989985693848,1528907.6721972954,52.89076721972954,False,output\cross_asset_scan_v1\tf\asset08\best_runs\run_20260313_30-oos,-0.1985054000470041,0.9351571367140048,9.0,998350.7969312991,-0.16492030687008663,False,output\cross_asset_scan_v1\tf\asset08\best_runs\run_20260313_100-full,0.2727003919937412,0.5575479956260302,65.46546546546547,1275116.4138177503,27.51164138177502,False,1.3924142978156704,DATA\PART2,output\cross_asset_scan_v1\tf\asset08\part2_validation\run_20260314_100-full,0.10256276992335617,0.29424812951493434,71.07107107107107,1154384.4965820983,15.43844965820984,False
cross_asset_scan_v1,tf,09,asset09,series_9,robust,true_pd_ratio,configs\grids\single_strat\tf\refined\refined_v1.json,output\cross_asset_scan_v1\tf\asset09\grid_search\best_params.json,output\cross_asset_scan_v1\tf\asset09\grid_search\robust_selection\robust_ranking.csv,output\cross_asset_scan_v1\tf\asset09\grid_search,output\cross_asset_scan_v1\tf\asset09\best_runs,output\cross_asset_scan_v1\tf\asset09\best_runs\run_20260313_70-30,1.7669241600559316,2.291877783751315,48.21173104434907,1991647.495241752,99.16474952417519,False,output\cross_asset_scan_v1\tf\asset09\best_runs\run_20260313_30-oos,-0.20167070241367357,0.0818600443243785,6.354515050167224,996649.6267812668,-0.3350373218733216,False,output\cross_asset_scan_v1\tf\asset09\best_runs\run_20260313_100-full,0.5405314774207425,0.6632177752176676,63.46346346346346,1687096.6200417504,68.70966200417503,False,1.968594862469605,DATA\PART2,output\cross_asset_scan_v1\tf\asset09\part2_validation\run_20260314_100-full,-0.2306823174724261,-0.06835483996852082,77.97797797797797,813524.9164351467,-18.647508356485332,False
cross_asset_scan_v1,tf,10,asset10,series_10,robust,true_pd_ratio,configs\grids\single_strat\tf\refined\refined_v1.json,output\cross_asset_scan_v1\tf\asset10\grid_search\best_params.json,output\cross_asset_scan_v1\tf\asset10\grid_search\robust_selection\robust_ranking.csv,output\cross_asset_scan_v1\tf\asset10\grid_search,output\cross_asset_scan_v1\tf\asset10\best_runs,output\cross_asset_scan_v1\tf\asset10\best_runs\run_20260314_70-30,1.9800958172254648,2.3299319727891157,76.5379113018598,1020171.7311140301,2.0171731114030145,False,output\cross_asset_scan_v1\tf\asset10\best_runs\run_20260314_30-oos,-0.5419665682844658,0.05731995127645536,32.10702341137124,976494.211739239,-2.3505788260760996,False,output\cross_asset_scan_v1\tf\asset10\best_runs\run_20260314_100-full,1.8223103500974236,2.2210884353741496,83.08308308308308,1018564.33111403,1.8564331114029997,False,2.5220623855099307,DATA\PART2,output\cross_asset_scan_v1\tf\asset10\part2_validation\run_20260314_100-full,-0.8865634876984427,-0.8468209984622646,57.90816326530612,-197108.29884079844,-119.71082988407984,True
