run_dir,p_ema_short,p_ema_long,p_hurst_min_soft,true_pd_ratio,open_pnl_pd_ratio,activity_pct,final_value,bankrupt
run_20260313_IS_001,8,40,0.4,-0.44293250836839293,-0.269031018140509,59.94277539341917,770566.0490506976,0
run_20260313_IS_002,8,40,0.45,-0.4441727555723208,-0.26999893116485923,59.94277539341917,785216.643550531,0
run_20260313_IS_003,8,40,0.5,-0.44594312377646,-0.27137389735216855,59.94277539341917,802788.6033186226,0
run_20260313_IS_004,8,40,0.55,-0.44867192404700795,-0.2734936817237884,59.94277539341917,824221.2640988359,0
run_20260313_IS_005,8,40,0.6,-0.4533598863296013,-0.2771207196977039,59.94277539341917,850990.34348873,0
run_20260313_IS_006,8,50,0.4,-0.07885050013392407,0.21639499683763985,60.22889842632332,987581.1786977472,0
run_20260313_IS_007,8,50,0.45,-0.0831186536159509,0.21594902502814123,60.22889842632332,987898.5125135852,0
run_20260313_IS_008,8,50,0.5,-0.0892856762631407,0.21530146302959233,60.22889842632332,988277.9371347328,0
run_20260313_IS_009,8,50,0.55,-0.09898277254921665,0.21427203369485429,60.22889842632332,988738.6032691267,0
run_20260313_IS_010,8,50,0.6,-0.11641998948190249,0.21240365266841799,60.22889842632332,989310.2001457822,0
run_20260313_IS_011,8,60,0.4,0.0158644158061362,0.1256599788806767,74.96423462088698,1004740.3448720587,0
run_20260313_IS_012,8,60,0.45,0.01586441580613687,0.12565997888067645,74.96423462088698,1004581.2952195295,0
run_20260313_IS_013,8,60,0.5,0.015864415806138052,0.12565997888067584,74.96423462088698,1004390.1937358824,0
run_20260313_IS_014,8,60,0.55,0.015864415806136928,0.1256599788806755,74.96423462088698,1004156.7596450975,0
run_20260313_IS_015,8,60,0.6,0.015864415806135942,0.12565997888067518,74.96423462088698,1003864.9670316166,0
run_20260313_IS_016,8,70,0.4,-0.11560815614285551,0.04890406137722867,68.6695278969957,972980.8571304061,0
run_20260313_IS_017,8,70,0.45,-0.11761397916449703,0.04793118689139233,68.6695278969957,974175.7197091322,0
run_20260313_IS_018,8,70,0.5,-0.12040005613511355,0.04657986966597322,68.6695278969957,975612.1980694735,0
run_20260313_IS_019,8,70,0.55,-0.12452511109505122,0.04457911452461931,68.6695278969957,977367.0853725501,0
run_20260313_IS_020,8,70,0.6,-0.13126101677046198,0.04131203128751322,68.6695278969957,979564.0641817185,0
run_20260313_IS_021,8,80,0.4,-0.12443710482841762,0.03136952365140476,68.6695278969957,970917.4159867835,0
run_20260313_IS_022,8,80,0.45,-0.12644292785005787,0.030396649165568813,68.6695278969957,972237.1640446672,0
run_20260313_IS_023,8,80,0.5,-0.12922900482067645,0.029045331940149695,68.6695278969957,973823.8380079411,0
run_20260313_IS_024,8,80,0.55,-0.13335405978061343,0.027044576798795832,68.6695278969957,975762.3902223652,0
run_20260313_IS_025,8,80,0.6,-0.14008996545602478,0.02377749356168967,68.6695278969957,978189.4913411273,0
run_20260313_IS_026,10,40,0.4,-0.6473073511839185,-0.5382569336419869,59.94277539341917,485904.95263924776,0
