run_dir,p_ema_short,p_ema_long,p_hurst_min_soft,true_pd_ratio,open_pnl_pd_ratio,activity_pct,final_value,bankrupt
run_20260313_IS_001,8,40,0.4,0.7151698307465297,1.0489196440640567,42.20314735336195,1049760.7043904157,0
run_20260313_IS_002,8,40,0.45,0.7080452524481429,1.040182131103584,42.20314735336195,1047320.0916403385,0
run_20260313_IS_003,8,40,0.5,0.698498291732632,1.0284746072780329,42.20314735336195,1044390.4381654768,0
run_20260313_IS_004,8,40,0.55,0.6851189564005072,1.0120680516503928,42.20314735336195,1040809.9053759857,0
run_20260313_IS_005,8,40,0.6,0.6651650210226489,0.9875992163863374,42.20314735336195,1036333.5909732892,0
run_20260313_IS_006,8,50,0.4,0.5675874683903561,0.8850715654400979,43.63376251788269,1042967.340342476,0
run_20260313_IS_007,8,50,0.45,0.5607830213237187,0.8767217429244919,43.63376251788269,1040784.6073866426,0
run_20260313_IS_008,8,50,0.5,0.5516159849323145,0.8654794703839518,43.63376251788269,1038159.3570986232,0
run_20260313_IS_009,8,50,0.55,0.5386432139042387,0.8495839751299397,43.63376251788269,1034938.8001252764,0
run_20260313_IS_010,8,50,0.6,0.5191887473904475,0.82576584173385,43.63376251788269,1030898.3397424859,0
run_20260313_IS_011,8,60,0.4,-0.7239955032378491,-0.320395965838417,12.875536480686696,944091.4053300561,0
run_20260313_IS_012,8,60,0.45,-0.7248886227364647,-0.3228331237405679,12.875536480686696,946345.9525662859,0
run_20260313_IS_013,8,60,0.5,-0.7260790009896906,-0.32613170493410065,12.875536480686696,949056.7590715236,0
run_20260313_IS_014,8,60,0.55,-0.7277394476511494,-0.3308136305424243,12.875536480686696,952377.6333238506,0
run_20260313_IS_015,8,60,0.6,-0.7302160121251109,-0.33793100882469557,12.875536480686696,956540.3583227894,0
run_20260313_IS_016,8,70,0.4,-0.3148166643824324,0.05218407194986878,15.736766809728183,961337.1690015949,0
run_20260313_IS_017,8,70,0.45,-0.31702452705462364,0.05017246867465773,15.736766809728183,962851.4717111338,0
run_20260313_IS_018,8,70,0.5,-0.32004349179940256,0.04742347545332747,15.736766809728183,964669.9636811151,0
run_20260313_IS_019,8,70,0.55,-0.3243843061644895,0.043473873655169484,15.736766809728183,966895.9120267059,0
run_20260313_IS_020,8,70,0.6,-0.3297526714668164,0.03733831957978844,15.736766809728183,969681.3731638339,0
