closed_trades,cum_open_open_pnl,current_peak_date,date,drawdown_abs,drawdown_pct,equity,filled_orders,ga_bull,ga_cooldown,ga_mult,ga_pos_pct,ga_pos_size,ga_sigma_ann,ga_stop,ga_target_pct,mr09_active_weight,mr09_atr_pct,mr09_atr_q,mr09_cooldown,mr09_freeze,mr09_loss_streak,mr09_perf_ema,mr09_pos_pct,mr09_pos_size,mr09_signal_strength,mr09_stop,mr09_z_score,mr_pos_pct,mr_pos_size,mr_stop,mr_target_pct,mr_z_score,portfolio_cum_open_open_pnl,running_peak_equity,submitted_orders,tf_active_weight,tf_cooldown,tf_freeze,tf_hot_score,tf_loss_streak,tf_perf_ema,tf_pos_pct,tf_pos_size,tf_score,tf_signal_strength,tf_stop,tf_target_pct,tf_trend_up,version,window_role
,-3912.3000000000075,2075-08-06,2075-10-20,97489.69000000169,0.09723729853423106,905105.9339999984,SELL series_1 fill_size=7717.0000 fill_px=22.5700,False,0,0.6,0.0,0.0,0.009845703842704561,,0.6,,,,,,,,,,,,,0.0,0.0,,0.23178738722341816,1.5983132525385058,-52198.279999999715,1002595.6240000001,,,,,,,,0.20935825617954723,8505.0,,,21.20535548871686,0.2073406403264608,True,V2,context
,765.4499999999988,2075-08-06,2075-10-21,98595.34000000171,0.09834008611232649,904000.2839999984,,False,0,0.6,0.0,0.0,0.00952446569889205,,0.6,,,,,,,,,,,,,0.0,0.0,,0.22771620926348046,1.984277614559395,-51432.82999999972,1002595.6240000001,,,,,,,,0.20839125090363395,8505.0,,,21.20535548871686,0.2156340766557126,True,V2,context
,3657.1499999999974,2075-08-06,2075-10-22,94342.84000000171,0.09409859542734421,908252.7839999984,,False,0,0.6,0.0,0.0,0.009570145484860902,,0.6,,,,,,,,,,,,,0.0,0.0,,0.22979917169931885,2.392133784279379,-47775.679999999724,1002595.6240000001,,,,,,,,0.2120976157668462,8505.0,,,21.31183528014247,0.2159152849783344,True,V2,context
,-3231.8999999999915,2075-08-06,2075-10-23,97574.74000000174,0.09732212834793076,905020.8839999983,,False,0,0.6,0.0,0.0,0.0092683095701288,,0.6,,,,,,,,,,,,,0.0,0.0,,0.21487309101104596,1.597918860408815,-51007.57999999972,1002595.6240000001,,,,,,,,0.2092839550429649,8505.0,,,21.31183528014247,0.21019659645756075,True,V2,context
,85.0500000000133,2075-08-06,2075-10-24,97999.99000000174,0.097746277416429,904595.6339999983,,False,0,0.6,0.0,0.0,0.009092315877325322,,0.6,,,,,,,,,,,,,0.0,0.0,,0.20516528508583845,0.9065304264063343,-50922.52999999971,1002595.6240000001,,,,,,,,0.2089122397864683,8505.0,,,21.31183528014247,0.2136946096611501,True,V2,context
,-1871.1000000000206,2075-08-06,2075-10-25,99530.89000000176,0.09927321406302264,903064.7339999983,,False,0,0.6,0.0,0.0,0.008771189437054242,,0.6,,,,,,,,,,,,,0.0,0.0,,0.208868600657639,0.7997893558143031,-52793.62999999973,1002595.6240000001,,,,,,,,0.20757116621055025,8505.0,,,21.31183528014247,0.21784560176472081,True,V2,trough
,1105.6500000000217,2075-08-06,2075-10-26,97574.74000000174,0.09732212834793076,905020.8839999983,,False,0,0.6,0.0,0.0,0.008575523381711225,,0.6,,,,,,,,,,,,,0.0,0.0,,0.21080815621277638,1.1907441326949957,-51687.979999999705,1002595.6240000001,,,,,,,,0.2092839550429649,8505.0,,,21.31183528014247,0.21152132105859206,True,V2,context
,6889.049999999989,2075-08-06,2075-10-27,95023.24000000174,0.09477723393694139,907572.3839999983,,False,0,0.6,0.0,0.0,0.008289528950252933,,0.6,,,,,,,,,,,,,0.0,0.0,,0.21503643397911842,1.7507464175586296,-44798.92999999972,1002595.6240000001,,,,,,,,0.21150693144052338,8505.0,,,21.31183528014247,0.216303916665424,True,V2,context
,6123.59999999999,2075-08-06,2075-10-28,85327.54000000167,0.08510663517518172,917268.0839999984,,False,0,0.6,0.0,0.0,0.008016068729008204,,0.6,,,,,,,,,,,,,0.0,0.0,,0.20577939111427687,3.126764323717815,-38675.329999999725,1002595.6240000001,,,,,,,,0.21984145476929118,8505.0,,,22.254389078119715,0.2077834751797575,True,V2,context
,-1956.1500000000037,2075-08-06,2075-10-29,87198.64000000176,0.08697289107657401,915396.9839999983,,False,0,0.6,0.0,0.0,0.008125351379816579,,0.6,,,,,,,,,,,,,0.0,0.0,,0.2084728254402885,3.0141880770792233,-40631.47999999973,1002595.6240000001,,,,,,,,0.21824678635821282,8505.0,,,22.254389078119715,0.20795366081339176,True,V2,context
,-1615.9499999999807,2075-08-06,2075-10-30,90175.39000000176,0.08994193455606161,912420.2339999983,,False,0,0.6,0.0,0.0,0.008222464016647401,,0.6,,,,,,,,,,,,,0.0,0.0,,0.2024798372673258,2.301884794847566,-42247.42999999971,1002595.6240000001,,,,,,,,0.2156963345028146,8505.0,,,22.254389078119715,0.20785271155068513,True,V2,context
,0.0,2076-02-03,2076-03-22,20743.630000000005,0.020287359385493767,1001746.7595,,,,,,,,,,0.5823750000000001,0.005511837968648239,0.007557879792365469,0,0,0,0.0,0.0,0.0,0.06438789967399715,,-0.21730916139974038,,,,,,4988.0825,1022490.3895,,0.4176249999999999,0,0,0.0,0,0.0,0.0,0.0,-0.44611894416780057,0.0,,,,V3,context
