run_dir,p_sigma_q_low,p_sigma_q_high,p_mult_mid,p_mult_high,true_pd_ratio,open_pnl_pd_ratio,activity_pct,final_value,bankrupt
run_20260314_IS_001,0.2,0.75,0.5,0.2,0.5328583490513815,0.7430273559510275,5.857142857142857,1035976.3459999997,0
run_20260314_IS_002,0.2,0.75,0.5,0.3,0.5328583490513815,0.7430273559510275,5.857142857142857,1035976.3459999997,0
run_20260314_IS_003,0.2,0.75,0.5,0.4,0.5328583490513815,0.7430273559510275,5.857142857142857,1035976.3459999997,0
run_20260314_IS_004,0.2,0.75,0.5,0.5,0.5328583490513815,0.7430273559510275,5.857142857142857,1035976.3459999997,0
run_20260314_IS_005,0.2,0.75,0.6,0.2,0.5948509792774224,0.80685891301632,5.857142857142857,1042229.744,0
run_20260314_IS_006,0.2,0.75,0.6,0.3,0.5948509792774224,0.80685891301632,5.857142857142857,1042229.744,0
run_20260314_IS_007,0.2,0.75,0.6,0.4,0.5948509792774224,0.80685891301632,5.857142857142857,1042229.744,0
run_20260314_IS_008,0.2,0.75,0.6,0.5,0.5948509792774224,0.80685891301632,5.857142857142857,1042229.744,0
run_20260314_IS_009,0.2,0.75,0.7,0.2,0.6062191570966299,0.8202266412089274,5.857142857142857,1044971.0259999997,0
run_20260314_IS_010,0.2,0.75,0.7,0.3,0.6062191570966299,0.8202266412089274,5.857142857142857,1044971.0259999997,0
run_20260314_IS_011,0.2,0.75,0.7,0.4,0.6062191570966299,0.8202266412089274,5.857142857142857,1044971.0259999997,0
run_20260314_IS_012,0.2,0.75,0.7,0.5,0.6062191570966299,0.8202266412089274,5.857142857142857,1044971.0259999997,0
run_20260314_IS_013,0.2,0.75,0.8,0.2,0.6834837525613707,0.8945116679323237,5.857142857142857,1053047.5839999996,0
run_20260314_IS_014,0.2,0.75,0.8,0.3,0.6834837525613707,0.8945116679323237,5.857142857142857,1053047.5839999996,0
run_20260314_IS_015,0.2,0.75,0.8,0.4,0.6834837525613707,0.8945116679323237,5.857142857142857,1053047.5839999996,0
run_20260314_IS_016,0.2,0.75,0.8,0.5,0.6834837525613707,0.8945116679323237,5.857142857142857,1053047.5839999996,0
run_20260314_IS_017,0.2,0.8,0.5,0.2,0.5328583490513815,0.7430273559510275,5.857142857142857,1035976.3459999997,0
run_20260314_IS_018,0.2,0.8,0.5,0.3,0.5328583490513815,0.7430273559510275,5.857142857142857,1035976.3459999997,0
run_20260314_IS_019,0.2,0.8,0.5,0.4,0.5328583490513815,0.7430273559510275,5.857142857142857,1035976.3459999997,0
run_20260314_IS_020,0.2,0.8,0.5,0.5,0.5328583490513815,0.7430273559510275,5.857142857142857,1035976.3459999997,0
run_20260314_IS_021,0.2,0.8,0.6,0.2,0.5948509792774224,0.80685891301632,5.857142857142857,1042229.744,0
run_20260314_IS_022,0.2,0.8,0.6,0.3,0.5948509792774224,0.80685891301632,5.857142857142857,1042229.744,0
