"Index","Open","High","Low","Close","Volume"
2075-05-31,332,341.5,329.75,339.75,24965
2075-06-01,340,349.5,338.5,344.5,31983
2075-06-02,343,349.5,342.5,348.5,18239
2075-06-03,351.5,354,342.25,352.25,30045
2075-06-04,351.25,352,335,338.5,33296
2075-06-05,338,338.75,331,333.25,22632
2075-06-06,334,334,325.25,327,25255
2075-06-07,327.5,332.75,326,330.5,15238
2075-06-08,331,331,323.5,325.75,21591
2075-06-09,326.5,333.5,325.25,328.5,18903
2075-06-10,326.25,331,325.25,330.5,15249
2075-06-11,331,336.5,331,333,13872
2075-06-12,332.5,334.5,327.5,327.75,24609
2075-06-13,328,334.5,326,330.5,19769
2075-06-14,331,335.5,331,332,22739
2075-06-15,332.5,333.5,325.5,326,23741
2075-06-16,326,328.75,323.75,325,18016
2075-06-17,325,326.5,317,320,38177
2075-06-18,321.75,325.5,321.5,322.25,25554
2075-06-19,322,322.5,318.5,319.5,28444
2075-06-20,319.5,324.5,317.5,323.5,27795
2075-06-21,323.5,328.25,322,326.25,24012
2075-06-22,327.5,332,319.25,321.25,21837
2075-06-23,320,320.5,315,315.75,14540
2075-06-24,315.25,321.5,310,310.25,13439
2075-06-25,325.75,329.5,324.75,329.25,19976
2075-06-26,329.25,336,329.25,335.5,25154
2075-06-27,336,342.75,333.75,339.25,26737
2075-06-28,338.5,341.5,334.25,336.75,16251
2075-06-29,337,338.5,330.75,331.5,18792
2075-06-30,331.25,332.5,325.75,328.5,22428
2075-07-01,327.5,332,325.25,331,26313
2075-07-02,330.5,331.5,326.5,327.5,18480
2075-07-03,327.5,331,325.5,326.25,19535
2075-07-04,326,328.25,322.5,323.25,30432
2075-07-05,323.25,324,316.5,317.5,37840
2075-07-06,318.5,323.5,317.5,322.5,25393
2075-07-07,322.5,324,318.5,320,16093
2075-07-08,320.5,325.5,319.25,321,21560
2075-07-09,321,322,317.5,318.75,14608
2075-07-10,318.5,325,317.5,323.5,21096
2075-07-11,324,327.5,323.75,325.75,17038
2075-07-12,325.75,329,318,326.5,28207
2075-07-13,324.25,330.5,323.5,329.5,27256
2075-07-14,329,332,322.5,327.25,27757
2075-07-15,327.25,327.5,320.5,322.75,19157
2075-07-16,322.5,329,321.25,324.25,251
2075-07-17,324.25,326.25,320,320.25,15659
2075-07-18,320.5,323,318.25,321.25,13960
2075-07-19,321.25,325.5,320,325.25,13766
2075-07-20,325.75,334.5,323.75,332.25,41755
2075-07-21,332.5,335.5,330.75,333.5,24278
2075-07-22,333,334,327.5,329.25,18728
2075-07-23,329,330.75,325.75,327,20796
2075-07-24,326.5,331.75,326.5,328.75,17981
2075-07-25,329.25,335.5,329,333.5,19291
2075-07-26,333.75,353,332,346.25,73057
2075-07-27,346.25,352,345.5,348.75,32730
2075-07-28,348,348.5,342.5,347.25,25835
2075-07-29,347.5,347.75,342.75,345,17251
2075-07-30,345.75,346.5,340.5,345.25,20337
2075-07-31,345,345.25,336.75,338,18318
2075-08-01,339.75,344.5,339,342.75,16756
2075-08-02,342.75,350,341.5,347.5,22784
2075-08-03,347,347.25,342,343.5,16870
2075-08-04,343.25,344.25,335.75,339,33713
2075-08-05,339,339.25,334.5,336.25,17354
2075-08-06,336.5,338,328.5,328.75,29057
