"Index","Open","High","Low","Close","Volume"
2075-05-31,111.875,111.875,111.640625,111.78125,495326
2075-06-01,111.78125,112.03125,111.53125,111.625,677832
2075-06-02,111.640625,111.875,111.4375,111.75,452456
2075-06-03,111.71875,111.8125,111.4375,111.46875,370822
2075-06-04,111.5,111.859375,111.34375,111.796875,609109
2075-06-05,111.78125,112.03125,111.28125,111.90625,820704
2075-06-06,111.875,111.984375,111.015625,111.0625,1206792
2075-06-07,111.09375,111.5625,111,111.484375,544902
2075-06-08,111.4375,111.53125,111.21875,111.234375,389618
2075-06-09,111.234375,111.40625,111.234375,111.375,381991
2075-06-10,111.390625,111.484375,111.09375,111.171875,537504
2075-06-11,111.203125,111.6875,111.078125,111.65625,552906
2075-06-12,111.65625,111.6875,110.875,111,760111
2075-06-13,111.03125,111.046875,110.5,110.6875,692925
2075-06-14,110.6875,110.84375,110.484375,110.59375,584271
2075-06-15,110.578125,110.90625,110.5625,110.828125,504455
2075-06-16,110.828125,110.9375,110.59375,110.671875,344748
2075-06-17,110.671875,110.78125,110.0625,110.109375,897221
2075-06-18,110.09375,110.203125,109.859375,109.953125,481467
2075-06-19,109.921875,110.234375,109.84375,110.1875,519010
2075-06-20,110.203125,110.40625,110.03125,110.1875,545471
2075-06-21,110.171875,110.6875,110.0625,110.625,648102
2075-06-22,110.65625,111.203125,110.578125,111.171875,596940
2075-06-23,111.140625,111.171875,110.8125,110.953125,429991
2075-06-24,110.84375,111.5,110.828125,111.328125,913117
2075-06-25,111.4375,111.46875,110.90625,110.953125,715418
2075-06-26,110.984375,111.65625,110.984375,111.578125,824871
2075-06-27,111.609375,111.65625,111.3125,111.578125,391470
2075-06-28,111.578125,111.71875,111.1875,111.59375,582506
2075-06-29,111.546875,111.84375,111.40625,111.71875,623250
2075-06-30,111.734375,111.984375,111.5625,111.75,752462
2075-07-01,111.765625,111.9375,111.65625,111.859375,691055
2075-07-02,111.84375,111.96875,111.5,111.578125,739840
2075-07-03,111.859375,112.015625,111.671875,111.734375,628583
2075-07-04,111.734375,112.484375,111.640625,112.453125,1227901
2075-07-05,112.34375,113.0625,112.265625,112.921875,482232
2075-07-06,112.09375,112.484375,111.875,112.28125,1206109
2075-07-07,112.109375,112.625,112.015625,112.203125,707410
2075-07-08,112.0625,112.1875,111.78125,111.859375,561937
2075-07-09,111.828125,111.875,111.296875,111.515625,800556
2075-07-10,111.5,111.78125,111.4375,111.515625,563947
2075-07-11,111.484375,111.78125,111.46875,111.578125,377808
2075-07-12,111.5625,111.640625,111.015625,111.21875,726213
2075-07-13,111.1875,111.65625,111.03125,111.515625,692046
2075-07-14,111.5,111.734375,111.234375,111.28125,643106
2075-07-15,111.28125,111.5625,110.796875,110.953125,1059476
2075-07-16,110.9375,111.015625,110.484375,110.609375,736109
2075-07-17,110.515625,110.875,110.5,110.765625,501912
2075-07-18,110.765625,110.8125,110.25,110.71875,695762
2075-07-19,110.671875,111.265625,110.640625,111.109375,777213
2075-07-20,111.28125,111.5625,111.109375,111.234375,712587
2075-07-21,111.203125,111.21875,110.625,110.671875,627749
2075-07-22,110.515625,110.546875,110.203125,110.359375,649391
2075-07-23,110.359375,110.5625,110.09375,110.265625,906351
2075-07-24,110.40625,110.5625,110,110.4375,713808
2075-07-25,110.4375,110.59375,110.125,110.25,673590
2075-07-26,110.203125,110.359375,109.84375,109.921875,654821
2075-07-27,109.890625,110.078125,109.46875,109.5625,620042
2075-07-28,109.59375,109.796875,109.390625,109.609375,493331
2075-07-29,109.65625,109.921875,109.59375,109.671875,622371
2075-07-30,109.78125,109.90625,109.484375,109.671875,547165
2075-07-31,109.546875,109.8125,109.140625,109.734375,842434
2075-08-01,109.71875,109.828125,109.421875,109.625,559010
2075-08-02,109.5625,109.59375,109.125,109.234375,704995
2075-08-03,109.21875,109.234375,108.796875,109,778240
2075-08-04,109.046875,109.359375,108.703125,108.921875,937149
2075-08-05,108.921875,109.109375,108.8125,108.890625,480550
2075-08-06,108.828125,109.0625,108.734375,108.984375,607899
2075-08-07,109.03125,109.328125,109,109.109375,639662
2075-08-08,109.09375,109.28125,108.8125,109.125,704854
2075-08-09,109.296875,109.71875,109.15625,109.5625,718957
2075-08-10,109.546875,109.5625,109.046875,109.171875,709026
2075-08-11,109.15625,109.28125,108.53125,108.734375,984849
2075-08-12,108.5625,108.625,108.125,108.234375,1134857
2075-08-13,108.234375,108.59375,108.234375,108.46875,796620
2075-08-14,108.5,108.6875,108.171875,108.421875,725334
2075-08-15,108.3125,108.65625,108.1875,108.453125,550864
2075-08-16,108.484375,108.6875,108.28125,108.359375,756333
2075-08-17,108.40625,108.46875,108.03125,108.125,788838
2075-08-18,108.125,108.328125,107.703125,107.75,963640
2075-08-19,107.734375,108.078125,107.484375,107.703125,1124431
2075-08-20,107.65625,107.96875,107.625,107.84375,509467
2075-08-21,107.890625,108.4375,107.890625,108.3125,822559
2075-08-22,108.375,108.4375,107.78125,107.890625,848867
2075-08-23,107.8125,108.390625,107.8125,108.34375,825162
2075-08-24,108.34375,108.34375,108.34375,108.34375,1188139
2075-08-25,108.34375,108.484375,107.859375,108.015625,682495
2075-08-26,107.96875,108.453125,107.890625,108.34375,1078464
2075-08-27,108.328125,108.984375,108.25,108.828125,1100246
2075-08-28,108.921875,109.1875,108.609375,109.03125,965420
2075-08-29,108.96875,109.09375,108.6875,108.734375,696542
2075-08-30,108.765625,109.125,108.703125,109.015625,502782
2075-08-31,109,109.328125,108.875,109.28125,1960098
2075-09-01,109.28125,109.34375,108.890625,108.953125,603496
2075-09-02,109.328125,109.53125,109,109.40625,917751
2075-09-03,109.40625,109.53125,108.84375,108.890625,1360166
2075-09-04,108.90625,109.078125,108.65625,108.734375,495130
2075-09-05,108.609375,108.8125,108.1875,108.34375,1050999
2075-09-06,108.359375,108.46875,108.171875,108.34375,831544
2075-09-07,108.359375,108.390625,107.921875,108.046875,596806
2075-09-08,108.03125,108.71875,108.015625,108.578125,841784
2075-09-09,108.59375,108.609375,108.34375,108.453125,531262
2075-09-10,108.46875,108.96875,108.40625,108.90625,632364
2075-09-11,108.90625,108.984375,108.328125,108.34375,628666
2075-09-12,108.390625,108.53125,108.125,108.25,378597
2075-09-13,108.234375,108.59375,108.21875,108.390625,527485
2075-09-14,108.453125,109.15625,108.453125,108.953125,833423
2075-09-15,108.890625,109.125,108.546875,108.890625,765629
2075-09-16,108.90625,109.21875,108.890625,109.0625,466854
2075-09-17,109.078125,109.234375,108.859375,109.0625,350113
2075-09-18,109.09375,109.125,108.796875,108.9375,369135
2075-09-19,108.9375,109,108.671875,108.78125,366381
2075-09-20,108.765625,109.203125,108.71875,109.15625,394005
2075-09-21,109.203125,109.65625,109.015625,109.59375,338948
2075-09-22,109.59375,109.875,109.390625,109.828125,221075
2075-09-23,109.796875,109.84375,109.5625,109.578125,271406
2075-09-24,109.59375,109.671875,109.4375,109.578125,239646
2075-09-25,109.625,109.875,109.390625,109.40625,245224
2075-09-26,109.390625,109.796875,109.171875,109.65625,685872
2075-09-27,109.703125,109.890625,109.46875,109.78125,703263
2075-09-28,109.8125,109.90625,109.59375,109.78125,611547
