"Index","Open","High","Low","Close","Volume"
2075-05-31,235.5,247,233.5,244.75,41929
2075-06-01,243.75,254.5,242.5,250.5,43573
2075-06-02,249.5,258.5,248.5,257.75,60552
2075-06-03,260,263.25,251.75,260,46115
2075-06-04,258.5,260,245,248.5,46988
2075-06-05,248,249,238,241.5,36933
2075-06-06,242.5,243,232.75,234,32651
2075-06-07,234.25,238,232,233.5,35428
2075-06-08,233.75,234.25,227.75,230.5,33095
2075-06-09,231.5,238.75,230.75,234.25,26631
2075-06-10,232.75,237,232.25,236.5,18277
2075-06-11,236.5,241.5,236.5,241,20598
2075-06-12,241,243,236,236.5,37633
2075-06-13,238,239.5,231.25,231.75,49951
2075-06-14,233.75,235.5,229.75,232.5,40416
2075-06-15,232.5,233.25,225,227,42340
2075-06-16,227,227,224,224.5,34238
2075-06-17,224.5,226.25,220,220.5,46950
2075-06-18,225.75,227,221,222,41429
2075-06-19,222.5,223,217.5,218.75,51697
2075-06-20,219,223.5,218.75,223,52113
2075-06-21,223,226,223,225,52545
2075-06-22,224.25,225,217.5,217.75,41397
2075-06-23,217.25,217.5,210,210.5,45999
2075-06-24,210.5,212.75,209.25,209.5,30222
2075-06-25,222.5,226.75,221.25,226.5,80471
2075-06-26,226.5,228,224.5,224.75,54390
2075-06-27,224.75,226,222,223.5,67300
2075-06-28,223.75,226.75,223.5,226,38829
2075-06-29,227,229.25,223.5,224,50072
2075-06-30,224,224.5,221.75,222.25,52785
2075-07-01,222,223.5,218.75,219.75,80755
2075-07-02,219.75,220.25,217,217.75,81462
2075-07-03,218,222.5,217.75,219.5,85432
2075-07-04,218.5,221.75,218,218.5,96256
2075-07-05,218.5,220.5,215,216.5,116315
2075-07-06,216.5,222.5,216.5,222.25,78954
2075-07-07,221.75,222.75,216.75,217.25,63682
2075-07-08,217,222.25,217,221.25,66671
2075-07-09,220.75,221,216.5,217.5,62353
2075-07-10,217.5,218.25,215.75,216.25,55304
2075-07-11,216.25,217.25,215.75,216,42077
2075-07-12,215.75,216,206.5,211.5,113038
2075-07-13,211,211.5,208.5,210,57592
2075-07-14,209.75,210,207,207.75,52926
2075-07-15,207.5,208,205.75,206.5,49144
2075-07-16,206,208,205.5,206.25,729
2075-07-17,205.75,207.5,205.5,206.25,37502
2075-07-18,206.25,207.5,205.75,206.75,33513
2075-07-19,206.75,207.5,205,206.5,45855
2075-07-20,206.5,210,205.5,208.25,58936
2075-07-21,208,209.75,206.75,207.25,36899
2075-07-22,206.5,207,204.25,204.5,45459
2075-07-23,204.5,204.5,203,203.25,47255
2075-07-24,203,205.25,202.75,203.25,43388
2075-07-25,203.5,204.75,202.5,203.5,39038
2075-07-26,203.25,207,203,205.5,53277
2075-07-27,205.25,209.5,205,208.75,66749
2075-07-28,207.75,208.25,204.75,205.75,51989
2075-07-29,205.75,207.75,204.5,204.75,36426
2075-07-30,204.75,206.75,203.75,204.25,34820
2075-07-31,204.25,205,202.25,202.5,33787
2075-08-01,202,204.5,201.75,202.5,38968
2075-08-02,202.5,207.5,201.75,205.75,68755
2075-08-03,205,205.5,202.75,203.5,45199
2075-08-04,203,203.75,201.25,203.5,68275
2075-08-05,203,204.5,201.25,203.75,48461
2075-08-06,203.25,204.25,201.75,202,43069
2075-08-07,202,202.25,201.25,201.75,35406
2075-08-08,201.75,203,201,202.75,35941
2075-08-09,202.25,202.5,201,201.5,40217
2075-08-10,201.25,201.5,199.25,199.5,67795
2075-08-11,199.5,200.5,198.75,199.5,49804
2075-08-12,199,199.5,198,198.25,40174
2075-08-13,198.25,198.5,197.5,197.75,34395
2075-08-14,197.5,198.25,196.75,197,35474
2075-08-15,197,197.25,196,196.25,66624
2075-08-16,196.25,198.5,196,196.75,67929
2075-08-17,196.25,196.75,195.5,196,46854
2075-08-18,196,197.5,196,196.25,48090
2075-08-19,196.25,197,195.25,195.5,59462
2075-08-20,195.25,195.5,194.25,194.75,78096
2075-08-21,194.5,195.75,194.25,195.25,63061
2075-08-22,195,196.25,194.5,195.25,69504
2075-08-23,195,195.5,193.5,193.75,84823
2075-08-24,193.75,196,193.25,195.5,81176
2075-08-25,195.75,199.5,195.75,196.75,96499
2075-08-26,196.5,198.5,195.5,195.75,54861
2075-08-27,195.75,196.5,192.25,192.75,94388
2075-08-28,206.75,206.75,205.5,206.5,45407
2075-08-29,206,206.5,205,205.25,34045
