"Index","Open","High","Low","Close","Volume"
2075-05-31,88.3,89.37,88.26,89.17,2312
2075-06-01,89.22,89.37,88.99,89.27,1341
2075-06-02,89.3,89.72,89,89.62,739
2075-06-03,89.63,89.67,89.22,89.52,584
2075-06-04,89.5,90.28,89.5,89.74,2106
2075-06-05,89.88,90.2,89.05,89.2,3709
2075-06-06,89.2,89.35,88.3,88.84,4445
2075-06-07,88.85,89.58,88.82,89.52,3183
2075-06-08,89.6,89.74,89.39,89.5,1380
2075-06-09,89.5,90.16,89.5,89.92,1029
2075-06-10,90.03,90.37,89.55,89.61,2792
2075-06-11,89.7,89.9,89.12,89.23,3400
2075-06-12,89.23,89.5,89.01,89.23,1989
2075-06-13,89.26,89.35,88.44,88.7,5100
2075-06-14,88.76,88.79,88.28,88.64,3615
2075-06-15,88.65,88.9,87.82,87.85,6162
2075-06-16,87.9,88.15,87.5,87.7,9517
2075-06-17,87.71,88.24,87.59,87.95,2500
2075-06-18,88.13,88.13,87.65,87.82,946
2075-06-19,87.87,88.07,87.54,87.8,1418
2075-06-20,87.68,87.85,87.33,87.57,10606
2075-06-21,87.56,87.56,86.95,86.98,4567
2075-06-22,86.85,87.28,86.69,86.83,3852
2075-06-23,86.81,87.45,86.81,87.22,4857
2075-06-24,87.3,87.63,87.25,87.35,2185
2075-06-25,87.39,87.95,87.27,87.93,1376
2075-06-26,87.87,88.65,87.82,88.54,2433
2075-06-27,88.51,88.82,88.37,88.49,5750
2075-06-28,88.5,88.62,87.98,88.06,2935
2075-06-29,88.06,88.27,87.95,88.01,1576
2075-06-30,88.1,88.5,87.73,87.82,3516
2075-07-01,87.79,87.95,87.45,87.56,1671
2075-07-02,87.63,87.86,87.37,87.83,4420
2075-07-03,87.71,88.25,87.41,88.18,4334
2075-07-04,88.17,88.67,88.09,88.32,5303
2075-07-05,88.3,88.53,87.37,87.54,4960
2075-07-06,87.56,87.63,86.38,86.48,11587
2075-07-07,86.53,86.61,86.02,86.25,772
2075-07-08,86.57,86.79,86.33,86.54,4868
2075-07-09,86.66,87.01,86.26,86.92,4696
2075-07-10,86.97,87.15,86.68,87,5155
2075-07-11,87.05,87.2,86.56,86.89,6041
2075-07-12,86.8,87.72,86.78,87.7,8612
2075-07-13,87.68,87.88,87.53,87.76,4207
2075-07-14,87.5,87.54,87.1,87.46,3181
2075-07-15,87.49,88,87.37,87.89,2745
2075-07-16,87.86,88.12,87.51,87.81,4130
2075-07-17,88.3,88.57,88.08,88.22,6342
2075-07-18,88.3,88.42,88,88.38,2601
2075-07-19,88.44,88.51,87.65,87.89,4335
2075-07-20,87.78,88.42,87.51,88.36,5094
2075-07-21,88.38,89.04,88.26,88.98,4674
2075-07-22,89.21,89.25,88.86,88.9,2975
2075-07-23,88.93,89.6,88.9,89.39,7485
2075-07-24,89.42,89.57,89.13,89.28,2086
2075-07-25,89.03,89.44,89.01,89.22,3344
2075-07-26,89.34,89.48,88.75,89.35,1504
2075-07-27,89.27,90.05,89.27,89.93,5816
2075-07-28,90.01,90.01,89.75,89.9,2378
2075-07-29,89.99,89.99,89.55,89.76,1111
2075-07-30,89.52,89.53,88.35,88.47,13293
2075-07-31,88.61,89.1,88.56,88.95,4902
2075-08-01,89.32,89.83,89.31,89.79,5227
2075-08-02,89.76,89.94,89.3,89.45,2310
2075-08-03,89.52,90.28,89.5,89.61,12538
2075-08-04,89.67,89.88,89.05,89.18,6078
2075-08-05,89.36,89.75,88.96,89.63,3923
2075-08-06,89.79,90.44,89.78,90.1,2552
2075-08-07,90.15,90.55,89.72,89.8,11706
2075-08-08,89.91,90.02,89.7,89.76,2832
2075-08-09,89.65,90.25,89.2,90.18,7583
2075-08-10,90.15,90.22,89.64,89.95,1405
2075-08-11,89.95,90.16,88.95,89.04,6034
2075-08-12,89.03,89.54,89.03,89.31,2230
