"Index","Open","High","Low","Close","Volume"
2075-05-31,60.55,61.3,59.8,60.01,113298
2075-06-01,59.99,60.14,57.25,57.8,131775
2075-06-02,57.87,58.9,57.33,58.09,107137
2075-06-03,59.04,59.98,57.8,58.42,89843
2075-06-04,58.32,58.85,57.92,58.69,115904
2075-06-05,58.69,59.65,57.45,58.02,145901
2075-06-06,58.15,58.17,56.5,57.13,106235
2075-06-07,57.27,58.7,57.13,58.65,83067
2075-06-08,58.75,59.15,57.65,59,78479
2075-06-09,59.1,59.88,58.5,59.2,86851
2075-06-10,59.15,59.7,58.6,59.11,93281
2075-06-11,59.21,60.15,58.8,59.94,83720
2075-06-12,59.93,61.05,59.81,60.57,100656
2075-06-13,60.51,62.3,60.51,61.57,104282
2075-06-14,61.59,61.95,60.87,61.89,84877
2075-06-15,61.94,62.5,60.7,60.86,107880
2075-06-16,60.78,62.1,60.6,61.38,83416
2075-06-17,61.42,62.45,61.42,62.31,103856
2075-06-18,62.31,64,62.21,63.94,117473
2075-06-19,63.91,64.27,63,63.07,113868
2075-06-20,63.12,65,62.91,64.9,138316
2075-06-21,64.95,66,64.42,65.8,124631
2075-06-22,65.82,67.1,65.6,66.86,121665
2075-06-23,66.85,67,65.35,66.27,84415
2075-06-24,66.26,66.85,65.5,66.08,108865
2075-06-25,66.14,66.6,63.15,63.25,121220
2075-06-26,64.4,64.41,62.75,63.77,113251
2075-06-27,63.86,66,63.86,65.79,127357
2075-06-28,65.77,66.6,65.4,65.65,99788
2075-06-29,65.56,66.2,64.65,65.71,83182
2075-06-30,65.79,67.4,65.3,67.32,98722
2075-07-01,67.41,68,66.4,67.49,78799
2075-07-02,67.49,67.95,65.9,66.13,92781
2075-07-03,68.6,70.8,66.3,67.2,151039
2075-07-04,67.4,70.85,67.26,69.81,178298
2075-07-05,69.95,70.65,67.8,68.94,143723
2075-07-06,68.75,69.6,68.25,69.47,102649
2075-07-07,69.4,69.66,66.9,67.57,5
2075-07-08,66.6,67.56,65.65,65.96,112845
2075-07-09,65.83,66.5,63.9,64.37,116133
2075-07-10,64.44,65.15,63.1,64.49,123332
2075-07-11,64.67,65.35,63.55,64.08,104978
2075-07-12,64.15,64.41,62.55,63.34,109142
2075-07-13,63.31,63.85,62.65,63.11,110403
2075-07-14,63.09,65.2,63.05,65.09,116776
2075-07-15,65.05,65.66,63.9,64.75,111656
2075-07-16,65.12,65.2,63.25,63.34,105760
2075-07-17,63.37,67.64,63.37,67.51,152018
