run_dir,p_ema_short,p_ema_long,p_hurst_min_soft,true_pd_ratio,open_pnl_pd_ratio,activity_pct,final_value,bankrupt
run_20260313_IS_001,8,40,0.4,0.5645267853415279,1.043003756005974,57.79685264663805,1025473.9353522747,0
run_20260313_IS_002,8,40,0.45,0.5650080093673568,1.0456460318828573,57.79685264663805,1024219.0837635957,0
run_20260313_IS_003,8,40,0.5,0.5656470405230252,1.049143992722516,57.79685264663805,1022718.4199990612,0
run_20260313_IS_004,8,40,0.55,0.5665702625030452,1.0541980647460523,57.79685264663805,1020879.0855264501,0
run_20260313_IS_005,8,40,0.6,0.567983933307892,1.061905631911732,57.79685264663805,1018583.79671686,0
run_20260313_IS_006,8,50,0.4,-0.35921470684142154,0.08227113017601649,15.879828326180258,994326.4462838441,0
run_20260313_IS_007,8,50,0.45,-0.36052792194147437,0.0815740982323448,15.879828326180258,994552.8289556408,0
run_20260313_IS_008,8,50,0.5,-0.36224390797570133,0.08068919618557348,15.879828326180258,994825.572505201,0
run_20260313_IS_009,8,50,0.55,-0.36466366070035067,0.07940900490480815,15.879828326180258,995157.7598861437,0
run_20260313_IS_010,8,50,0.6,-0.3682571217843191,0.07751452164659826,15.879828326180258,995572.9949547588,0
run_20260313_IS_011,8,60,0.4,-0.055371120460271574,0.7683024134788743,30.042918454935624,999029.0592502337,0
run_20260313_IS_012,8,60,0.45,-0.05288717645418123,0.7730709263615325,30.042918454935624,999110.1048877831,0
run_20260313_IS_013,8,60,0.5,-0.0496372183435565,0.7793611152909716,30.042918454935624,999206.9466880569,0
run_20260313_IS_014,8,60,0.55,-0.045139963209911455,0.7880231331574797,30.042918454935624,999325.7308804807,0
run_20260313_IS_015,8,60,0.6,-0.03860291997386871,0.8005937313768299,30.042918454935624,999473.4706758345,0
run_20260313_IS_016,8,70,0.4,-0.6598301411871853,-0.36160717557350136,19.313304721030043,984791.0250529717,0
run_20260313_IS_017,8,70,0.45,-0.66163512407809,-0.36290362566661366,19.313304721030043,985379.5223712595,0
run_20260313_IS_018,8,70,0.5,-0.6640370696253067,-0.3646448690826605,19.313304721030043,986084.8481988041,0
run_20260313_IS_019,8,70,0.55,-0.667352685056793,-0.36703614350542646,19.313304721030043,986947.794268317,0
run_20260313_IS_020,8,70,0.6,-0.6722042514537511,-0.37051588807767427,19.313304721030043,988025.8098348323,0
run_20260313_IS_021,8,80,0.4,-0.5799888348321014,-0.26804528015305396,17.024320457796854,986660.2906607324,0
run_20260313_IS_022,8,80,0.45,-0.5818802806393177,-0.2697734687787677,17.024320457796854,987174.2273690496,0
run_20260313_IS_023,8,80,0.5,-0.5844052136602389,-0.2720921316063067,17.024320457796854,987790.7310941506,0
run_20260313_IS_024,8,80,0.55,-0.5878801121888816,-0.27526928176966864,17.024320457796854,988544.5507911909,0
run_20260313_IS_025,8,80,0.6,-0.593021757989566,-0.28002030920035004,17.024320457796854,989485.0960996868,0
run_20260313_IS_026,10,40,0.4,0.8368694282608753,1.1334093616696825,57.22460658082976,1038463.6203489262,0
run_20260313_IS_027,10,40,0.45,0.8373553102116835,1.1348930042940166,57.22460658082976,1036564.6472035144,0
run_20260313_IS_028,10,40,0.5,0.8380092956247571,1.1368958196400645,57.22460658082976,1034281.046050801,0
run_20260313_IS_029,10,40,0.55,0.838945564999417,1.1397472392119767,57.22460658082976,1031494.8818500107,0
run_20260313_IS_030,10,40,0.6,0.8383013555130016,1.1441284767859414,57.22460658082976,1028010.6999110985,0
run_20260313_IS_031,10,50,0.4,-0.25295363801790643,0.3258939766973079,15.30758226037196,996787.030586387,0
run_20260313_IS_032,10,50,0.45,-0.25324097241240534,0.3279314944140327,15.30758226037196,996930.3731065043,0
run_20260313_IS_033,10,50,0.5,-0.2535768196914776,0.3307247819015614,15.30758226037196,997102.898502524,0
run_20260313_IS_034,10,50,0.55,-0.25414604497943616,0.3344733851925885,15.30758226037196,997312.8657311883,0
run_20260313_IS_035,10,50,0.6,-0.2549596411842879,0.3401164350520664,15.30758226037196,997575.2472090519,0
run_20260313_IS_036,10,60,0.4,0.08460802021763723,1.0420975646058326,30.901287553648068,1001425.9680942544,0
run_20260313_IS_037,10,60,0.45,0.08698749029377999,1.04585574650424,30.901287553648068,1001407.0487886383,0
run_20260313_IS_038,10,60,0.5,0.09015647742935343,1.050877350657456,30.901287553648068,1001384.9817249621,0
run_20260313_IS_039,10,60,0.55,0.09441375434424752,1.0576329788404886,30.901287553648068,1001356.5502786641,0
run_20260313_IS_040,10,60,0.6,0.10072199129666293,1.0675751990371625,30.901287553648068,1001322.0701655161,0
run_20260313_IS_041,10,70,0.4,-0.5673414297887576,-0.1799995488025373,15.736766809728183,988011.3148738039,0
run_20260313_IS_042,10,70,0.45,-0.5684693771018393,-0.1807899620982435,15.736766809728183,988496.1372360983,0
run_20260313_IS_043,10,70,0.5,-0.5698975496630101,-0.18175131046159293,15.736766809728183,989078.2539909966,0
run_20260313_IS_044,10,70,0.55,-0.5719164682503936,-0.1831204372780526,15.736766809728183,989789.8514563988,0
run_20260313_IS_045,10,70,0.6,-0.5748542454604381,-0.18505343427890825,15.736766809728183,990679.0754774536,0
run_20260313_IS_046,10,80,0.4,-0.41657644697733087,0.04470108884737238,12.571428571428571,993399.3829129925,0
run_20260313_IS_047,10,80,0.45,-0.41962681467680946,0.04116681254426696,12.571428571428571,993623.480660314,0
run_20260313_IS_048,10,80,0.5,-0.4237349520725697,0.03637407947843132,12.571428571428571,993890.8261934554,0
run_20260313_IS_049,10,80,0.55,-0.4293518365108115,0.029869931796020648,12.571428571428571,994218.5026945382,0
run_20260313_IS_050,10,80,0.6,-0.43758698263399304,0.020295733813516095,12.571428571428571,994628.0086154912,0
run_20260313_IS_051,12,40,0.4,0.8144758473114875,1.1474660230030416,56.93848354792561,1036407.1505879755,0
run_20260313_IS_052,12,40,0.45,0.8152638182428282,1.1493020403753746,56.93848354792561,1034618.8385302937,0
run_20260313_IS_053,12,40,0.5,0.8163144603969364,1.1517562413502185,56.93848354792561,1032474.6591615421,0
run_20260313_IS_054,12,40,0.55,0.8178256906550986,1.1552728689544274,56.93848354792561,1029853.3723776415,0
run_20260313_IS_055,12,40,0.6,0.8177424040704425,1.160621599342157,56.93848354792561,1026581.6969216177,0
run_20260313_IS_056,12,50,0.4,-0.16284579961367945,0.7142009285534398,14.163090128755364,998193.9513917926,0
run_20260313_IS_057,12,50,0.45,-0.16269445382975667,0.7188365883789672,14.163090128755364,998279.9195110612,0
run_20260313_IS_058,12,50,0.5,-0.16248887557445787,0.725056942504607,14.163090128755364,998382.9579834712,0
run_20260313_IS_059,12,50,0.55,-0.16225422251098104,0.733697496427068,14.163090128755364,998508.3654259832,0
run_20260313_IS_060,12,50,0.6,-0.16192074787857938,0.7466894658875247,14.163090128755364,998664.9383927591,0
run_20260313_IS_061,12,60,0.4,-0.15378519357487153,0.43706521986569397,10.714285714285714,998429.9454058561,0
run_20260313_IS_062,12,60,0.45,-0.15601197536639552,0.43512329938316424,10.714285714285714,998475.0214463853,0
run_20260313_IS_063,12,60,0.5,-0.15894732306098866,0.43257720079731315,10.714285714285714,998529.2701672411,0
run_20260313_IS_064,12,60,0.55,-0.16306428433528872,0.4289822325259429,10.714285714285714,998595.0436396335,0
run_20260313_IS_065,12,60,0.6,-0.16921247218442811,0.42358814453073834,10.714285714285714,998676.8320210514,0
run_20260313_IS_066,12,70,0.4,0.16130061974961835,0.6526517258799074,28.04005722460658,1002793.8760409891,0
run_20260313_IS_067,12,70,0.45,0.16170451704509584,0.6525392268007078,28.04005722460658,1002691.8790410445,0
run_20260313_IS_068,12,70,0.5,0.16222449178588422,0.652392778271933,28.04005722460658,1002569.1703137816,0
run_20260313_IS_069,12,70,0.55,0.16295537545089178,0.6522031337856943,28.04005722460658,1002419.8731337357,0
run_20260313_IS_070,12,70,0.6,0.16400060205266997,0.6519077017307271,28.04005722460658,1002232.8225350743,0
run_20260313_IS_071,12,80,0.4,-0.6977499181449937,-0.5541705258180628,9.571428571428571,989425.1760922872,0
run_20260313_IS_072,12,80,0.45,-0.6961882917442196,-0.5511762951013088,9.571428571428571,989853.0702707203,0
run_20260313_IS_073,12,80,0.5,-0.6941401864875741,-0.5472411812626286,9.571428571428571,990368.0339014308,0
run_20260313_IS_074,12,80,0.55,-0.6913274218681444,-0.5418018057776834,9.571428571428571,990997.1214241411,0
run_20260313_IS_075,12,80,0.6,-0.6872498565033073,-0.5338628550551506,9.571428571428571,991783.360534712,0
run_20260313_IS_076,15,40,0.4,0.5581663596027896,0.8014586675967829,56.93848354792561,1025658.0502499221,0
run_20260313_IS_077,15,40,0.45,0.5587181300441727,0.8029896704417864,56.93848354792561,1024397.4464150802,0
run_20260313_IS_078,15,40,0.5,0.5594564004948758,0.8050338838277856,56.93848354792561,1022890.0823651413,0
run_20260313_IS_079,15,40,0.55,0.5605051300680103,0.8079505117128372,56.93848354792561,1021041.9407221363,0
run_20260313_IS_080,15,40,0.6,0.5604256852795674,0.812405074151153,56.93848354792561,1018735.3936716407,0
run_20260313_IS_081,15,50,0.4,0.6951736076619973,2.894962250194021,9.714285714285714,1003946.0780685346,0
run_20260313_IS_082,15,50,0.45,0.7000774529102074,2.9164465656442786,9.714285714285714,1003783.0146410532,0
run_20260313_IS_083,15,50,0.5,0.7065833272437338,2.945233475737726,9.714285714285714,1003586.9275702753,0
run_20260313_IS_084,15,50,0.55,0.7156854424159869,2.9856356948278924,9.714285714285714,1003347.0887845688,0
run_20260313_IS_085,15,50,0.6,0.7296113921281092,3.0472949028555623,9.714285714285714,1003047.8822820998,0
run_20260313_IS_086,15,60,0.4,-0.21086425344594192,0.3643834188947969,7.571428571428571,997964.6412340937,0
run_20260313_IS_087,15,60,0.45,-0.21405673453376933,0.359397078619502,7.571428571428571,998021.4463916802,0
run_20260313_IS_088,15,60,0.5,-0.2183007578438064,0.35278797818089985,7.571428571428571,998089.5096518557,0
run_20260313_IS_089,15,60,0.55,-0.22428080223824978,0.34353447124627917,7.571428571428571,998171.753787815,0
run_20260313_IS_090,15,60,0.6,-0.23301261738973952,0.33011534849022106,7.571428571428571,998275.2991884998,0
run_20260313_IS_091,15,70,0.4,-0.48286444633908576,-0.24490346844838087,5.857142857142857,995112.6713307374,0
run_20260313_IS_092,15,70,0.45,-0.48082030371953804,-0.2425963722549092,5.857142857142857,995314.8528355728,0
run_20260313_IS_093,15,70,0.5,-0.4780851946794238,-0.2394663341762399,5.857142857142857,995558.459799209,0
run_20260313_IS_094,15,70,0.55,-0.4743558991981207,-0.23522799320659515,5.857142857142857,995855.8523269333,0
run_20260313_IS_095,15,70,0.6,-0.4690371186553111,-0.22923417818772665,5.857142857142857,996227.2365126995,0
run_20260313_IS_096,15,80,0.4,-0.5759437931907235,-0.323151128975597,5.142857142857143,993778.480663485,0
run_20260313_IS_097,15,80,0.45,-0.5723077563072727,-0.31643189847730746,5.142857142857143,994074.6951157026,0
run_20260313_IS_098,15,80,0.5,-0.5675514216950891,-0.30760198530151694,5.142857142857143,994429.9265914492,0
run_20260313_IS_099,15,80,0.55,-0.5609229639334259,-0.2952546965986372,5.142857142857143,994864.7906358566,0
run_20260313_IS_100,15,80,0.6,-0.5511849455134161,-0.27700201257152984,5.142857142857143,995407.9456220422,0
run_20260313_IS_101,18,40,0.4,0.6575366145153952,0.9145081310048928,56.509298998569385,1029657.1073485576,0
run_20260313_IS_102,18,40,0.45,0.6579437523226319,0.9159257765787748,56.509298998569385,1028193.5437360043,0
run_20260313_IS_103,18,40,0.5,0.6585040867956952,0.9178665965040335,56.509298998569385,1026434.0314410082,0
run_20260313_IS_104,18,40,0.55,0.6592949382892744,0.9206085614279664,56.509298998569385,1024286.896649369,0
run_20260313_IS_105,18,40,0.6,0.6581807289428893,0.9248125264402762,56.509298998569385,1021601.7943774611,0
run_20260313_IS_106,18,50,0.4,0.9981954806760153,3.1454335196438667,9.142857142857142,1004748.0778615125,0
run_20260313_IS_107,18,50,0.45,1.005498561141353,3.1708066529028067,9.142857142857142,1004550.0461465515,0
run_20260313_IS_108,18,50,0.5,1.0154594578251468,3.204929768955801,9.142857142857142,1004313.635473117,0
run_20260313_IS_109,18,50,0.55,1.0293474599383639,3.2529321079171702,9.142857142857142,1004023.9498572208,0
run_20260313_IS_110,18,50,0.6,1.0504239689121015,3.2579936921700186,9.142857142857142,1003661.5343580839,0
run_20260313_IS_111,18,60,0.4,0.47911948560899414,1.4599192532329792,27.03862660944206,1007089.6372980403,0
run_20260313_IS_112,18,60,0.45,0.47758841835563764,1.457239018699794,27.03862660944206,1006797.03448782,0
run_20260313_IS_113,18,60,0.5,0.47560354095327695,1.4537537929398139,27.03862660944206,1006446.3172963578,0
run_20260313_IS_114,18,60,0.55,0.4728214086831653,1.448911359790072,27.03862660944206,1006017.1047661114,0
run_20260313_IS_115,18,60,0.6,0.46880639285761516,1.441900564498554,27.03862660944206,1005480.99819993,0
run_20260313_IS_116,18,70,0.4,0.1613243285080857,1.3951803842702017,3.142857142857143,1000636.3354511989,0
run_20260313_IS_117,18,70,0.45,0.16642219947770684,1.3996632384021324,3.142857142857143,1000631.7829844601,0
run_20260313_IS_118,18,70,0.5,0.173007369900916,1.4053962863086964,3.142857142857143,1000625.9707493564,0
run_20260313_IS_119,18,70,0.55,0.1820650029671668,1.4131775062663665,3.142857142857143,1000619.1284647217,0
run_20260313_IS_120,18,70,0.6,0.19517805558193715,1.42423368123563,3.142857142857143,1000610.6262463734,0
run_20260313_IS_121,18,80,0.4,-0.5764252724802776,-0.12973979710732916,4.428571428571429,993697.0324256185,0
run_20260313_IS_122,18,80,0.45,-0.572896076973772,-0.12010035911814644,4.428571428571429,993994.3039949572,0
run_20260313_IS_123,18,80,0.5,-0.5682813732904077,-0.10742545006088396,4.428571428571429,994350.8566531677,0
run_20260313_IS_124,18,80,0.55,-0.5618304263701058,-0.08954886017963784,4.428571428571429,994787.0422697754,0
run_20260313_IS_125,18,80,0.6,-0.5523716614765192,-0.06297201146512091,4.428571428571429,995332.7417990024,0
