run_dir,p_lookback,p_entry_z,p_exit_z,true_pd_ratio,open_pnl_pd_ratio,activity_pct,final_value,bankrupt
run_20260314_IS_001,20,1.5,0.0,0.131599421223603,1.5058772756081422,31.759656652360515,1011096.745682952,0
run_20260314_IS_002,20,1.5,0.25,0.020924172287582164,1.5061889093733623,28.326180257510728,1001651.1396537335,0
run_20260314_IS_003,20,1.5,0.5,-0.07840618505288849,1.9296956624875672,25.321888412017167,995262.4432158283,0
run_20260314_IS_004,20,1.5,0.75,0.12702802458159004,2.044847015395163,23.175965665236053,1006786.0891054667,0
run_20260314_IS_005,20,1.5,1.0,-0.3935742503454414,1.2172479408263834,19.742489270386265,968620.8309563675,0
run_20260314_IS_006,20,1.75,0.0,-0.06374367127611036,0.8593443437432042,23.032904148783977,994793.5125627511,0
run_20260314_IS_007,20,1.75,0.25,-0.12883558130209077,0.8863969272415784,21.030042918454935,989743.9327665459,0
run_20260314_IS_008,20,1.75,0.5,0.10690177331991482,1.7012136872914718,19.59942775393419,1006643.8434352984,0
run_20260314_IS_009,20,1.75,0.75,0.047146597162368895,1.4855678011310522,18.025751072961373,1002959.8322211695,0
run_20260314_IS_010,20,1.75,1.0,-0.11145229427646929,1.0014184881113417,15.879828326180258,991973.5682971814,0
run_20260314_IS_011,20,2.0,0.0,0.1770495299663254,0.9056546424967459,14.449213161659513,1013609.7369954307,0
run_20260314_IS_012,20,2.0,0.25,0.11749848176065729,0.8571020625054147,13.876967095851215,1008990.9905720253,0
run_20260314_IS_013,20,2.0,0.5,0.3160340672869275,1.4378226406112864,12.160228898426324,1020370.8893506501,0
run_20260314_IS_014,20,2.0,0.75,0.07791468680757693,1.1624773661779193,11.301859799713878,1004825.4977939202,0
run_20260314_IS_015,20,2.0,1.0,0.12696685922305473,1.1608109645209805,9.585121602288984,1008104.0448938705,0
run_20260314_IS_016,20,2.25,0.0,-0.4128699335395439,0.26126596329522844,6.285714285714286,981415.1268256131,0
run_20260314_IS_017,20,2.25,0.25,-0.1644366345544479,0.6761900477086156,6.0,992514.3827863098,0
run_20260314_IS_018,20,2.25,0.5,-0.36193451820342754,0.36066102084710866,5.857142857142857,983670.8081451724,0
run_20260314_IS_019,20,2.25,0.75,-0.2299889029385398,0.6705365980923984,5.571428571428571,989901.8979190646,0
run_20260314_IS_020,20,2.25,1.0,-0.271453213376149,0.5901524103921054,5.285714285714286,988103.0125719244,0
run_20260314_IS_021,20,2.5,0.0,0.159092903657961,1.1335496593561414,3.857142857142857,1004362.7538164798,0
run_20260314_IS_022,20,2.5,0.25,0.5668743586993573,1.748214072267751,3.5714285714285716,1015721.1379535996,0
run_20260314_IS_023,20,2.5,0.5,0.24267120117177568,1.2807467535174215,3.4285714285714284,1006669.9784929232,0
run_20260314_IS_024,20,2.5,0.75,0.6814429189699536,2.790815530016447,3.2857142857142856,1014080.4665688154,0
run_20260314_IS_025,20,2.5,1.0,0.5844345465169479,2.616470239830447,3.0,1012237.4436276609,0
run_20260314_IS_026,30,1.5,0.0,0.09914409472374389,1.4934469796051064,30.042918454935624,1009657.267809019,0
run_20260314_IS_027,30,1.5,0.25,0.035885294858904765,1.5049915771187412,27.467811158798284,1003399.9692278155,0
run_20260314_IS_028,30,1.5,0.5,0.14288605150358347,1.6933058460593102,27.03862660944206,1013676.2749572538,0
run_20260314_IS_029,30,1.5,0.75,-0.04945271992654809,1.3312968519597586,26.03719599427754,995154.2934919213,0
run_20260314_IS_030,30,1.5,1.0,-0.2358699930065731,0.8668698783252177,23.319027181688124,977160.2803352512,0
run_20260314_IS_031,30,1.75,0.0,1.3166059210904673,3.5878439666483524,22.603719599427755,1060071.0277090864,0
run_20260314_IS_032,30,1.75,0.25,1.2061531983773848,3.5843886350385015,20.74391988555079,1060486.8806636815,0
run_20260314_IS_033,30,1.75,0.5,1.3620123058971194,3.82142168855731,20.600858369098713,1068844.2540377926,0
run_20260314_IS_034,30,1.75,0.75,0.9229275835747108,3.3294190553250393,19.59942775393419,1049315.250815395,0
run_20260314_IS_035,30,1.75,1.0,0.7128837458267406,2.910586247281242,17.8826895565093,1035584.5564603969,0
run_20260314_IS_036,30,2.0,0.0,0.7132093998381676,2.3374979807662797,15.30758226037196,1036888.5902652468,0
run_20260314_IS_037,30,2.0,0.25,0.8277323577285807,2.510416682443314,14.02002861230329,1042687.6665205369,0
run_20260314_IS_038,30,2.0,0.5,0.9794175489290581,2.7292191303286697,13.876967095851215,1050907.6052500496,0
run_20260314_IS_039,30,2.0,0.75,0.6007946567617907,2.2495898440538005,13.01859799713877,1032461.1984988563,0
run_20260314_IS_040,30,2.0,1.0,0.508561175932627,2.254703680180245,11.444921316165951,1024696.1111106626,0
run_20260314_IS_041,30,2.25,0.0,0.06642695155271124,0.8044805820621994,10.586552217453505,1005021.6994189015,0
run_20260314_IS_042,30,2.25,0.25,0.13409319563652708,0.9128472898198591,10.300429184549357,1010189.2647343572,0
run_20260314_IS_043,30,2.25,0.5,0.13409319563652708,0.9128472898198591,10.300429184549357,1010189.2647343572,0
run_20260314_IS_044,30,2.25,0.75,0.0886206547817243,0.880870870335815,9.871244635193133,1006710.8258592566,0
run_20260314_IS_045,30,2.25,1.0,0.21543410499667603,1.2866586315377635,8.869814020028612,1014401.0020920474,0
run_20260314_IS_046,30,2.5,0.0,0.4468405075464454,1.1540917376092104,4.434907010014306,1017235.80628832,0
run_20260314_IS_047,30,2.5,0.25,0.5794861707884921,1.3390810176617278,4.148783977110157,1022467.1723568802,0
run_20260314_IS_048,30,2.5,0.5,0.5794861707884921,1.3390810176617278,4.148783977110157,1022467.1723568802,0
run_20260314_IS_049,30,2.5,0.75,0.8733182436518325,1.9408218887624007,3.8626609442060085,1034249.3320111398,0
run_20260314_IS_050,30,2.5,1.0,1.1051032129815272,2.9078639648218796,3.57653791130186,1033833.810587125,0
run_20260314_IS_051,40,1.5,0.0,0.4819882008446646,2.5948849132238645,28.469241773962803,1033786.6243386518,0
run_20260314_IS_052,40,1.5,0.25,0.7192013251119829,2.9796183894108617,26.03719599427754,1051267.3121102205,0
run_20260314_IS_053,40,1.5,0.5,0.8130190367594582,3.4963864289935858,25.321888412017167,1053199.471331045,0
run_20260314_IS_054,40,1.5,0.75,0.9397937918391691,3.6873362962768903,23.891273247496425,1062009.8239051597,0
run_20260314_IS_055,40,1.5,1.0,0.561024456471683,2.8743071344612945,21.602288984263232,1038124.3470267134,0
run_20260314_IS_056,40,1.75,0.0,1.001923878618565,3.1541984353118164,21.602288984263232,1067551.5322137736,0
run_20260314_IS_057,40,1.75,0.25,1.04913770647023,3.234225777745893,20.028612303290416,1070959.6638251126,0
run_20260314_IS_058,40,1.75,0.5,1.1236476583332564,3.6668923464803282,19.45636623748212,1069075.9959981274,0
run_20260314_IS_059,40,1.75,0.75,1.2676665017909226,3.9047202389671605,19.027181688125893,1078624.5622967496,0
run_20260314_IS_060,40,1.75,1.0,0.6904999057871466,2.7881375299525013,17.453505007153076,1043835.2927232301,0
run_20260314_IS_061,40,2.0,0.0,3.7013160290837237,5.7766235847147955,17.453505007153076,1114917.0077436834,0
run_20260314_IS_062,40,2.0,0.25,4.190623934367907,7.210822942363023,16.30901287553648,1124782.0571004183,0
run_20260314_IS_063,40,2.0,0.5,4.287439804718026,7.3657479245595106,15.879828326180258,1127262.7685149612,0
run_20260314_IS_064,40,2.0,0.75,4.585564051921722,7.733386865243969,15.450643776824034,1137328.7298564855,0
run_20260314_IS_065,40,2.0,1.0,3.461823646180538,6.383582116763796,13.876967095851215,1100645.7751169303,0
run_20260314_IS_066,40,2.25,0.0,1.9180715756741125,3.4290089396834524,10.300429184549357,1061223.9279510994,0
run_20260314_IS_067,40,2.25,0.25,1.8572820010245064,3.3500135251783547,9.72818311874106,1059167.2502425388,0
run_20260314_IS_068,40,2.25,0.5,2.0351704235442094,3.5812057739589362,9.44206008583691,1064834.2242425387,0
run_20260314_IS_069,40,2.25,0.75,2.3926953482325835,4.065285792212183,9.155937052932762,1077103.4794825916,0
run_20260314_IS_070,40,2.25,1.0,1.9105838857643056,3.4300738016127323,8.726752503576538,1060827.9332086144,0
run_20260314_IS_071,40,2.5,0.0,4.155534306319863,4.976445432888136,5.714285714285714,1084213.1660000002,0
run_20260314_IS_072,40,2.5,0.25,4.059725873736339,4.874668151469866,5.142857142857143,1082112.0479999997,0
run_20260314_IS_073,40,2.5,0.5,4.059725873736339,4.874668151469866,5.142857142857143,1082112.0479999997,0
run_20260314_IS_074,40,2.5,0.75,4.622913685542305,5.4979766452059025,4.857142857142857,1094581.5039999988,0
run_20260314_IS_075,40,2.5,1.0,4.028273418452986,4.881930405298516,4.571428571428571,1081423.974,0
run_20260314_IS_076,50,1.5,0.0,0.45040850411999594,1.884070993429895,28.898426323319025,1040897.9452082531,0
run_20260314_IS_077,50,1.5,0.25,0.35757735239769645,1.7516408409698674,28.04005722460658,1032149.2798882483,0
run_20260314_IS_078,50,1.5,0.5,0.5138721717762863,1.9848399527801837,26.180257510729614,1046859.8958425391,0
run_20260314_IS_079,50,1.5,0.75,0.34606737220816824,1.7991888851784787,24.463519313304722,1030027.5340367557,0
run_20260314_IS_080,50,1.5,1.0,0.21558693163660017,1.5918605470249727,23.032904148783977,1018980.0772205265,0
run_20260314_IS_081,50,1.75,0.0,1.1595248941515373,2.8885876832448436,21.602288984263232,1080307.7079726914,0
run_20260314_IS_082,50,1.75,0.25,1.0371058392067873,2.7027848559177645,20.74391988555079,1071225.0504729222,0
run_20260314_IS_083,50,1.75,0.5,1.1470782014216077,2.877546932809577,19.59942775393419,1079376.8812966603,0
run_20260314_IS_084,50,1.75,0.75,0.8567169234674128,2.4102573182522407,18.454935622317596,1058116.2742067184,0
run_20260314_IS_085,50,1.75,1.0,0.7261375350253504,2.2667973153251904,17.739628040057223,1048825.8233269593,0
run_20260314_IS_086,50,2.0,0.0,1.4107728128621466,3.082940766453314,14.428571428571429,1091261.9468488016,0
run_20260314_IS_087,50,2.0,0.25,1.2797383857520062,2.8779591473736534,13.571428571428571,1082089.864693089,0
run_20260314_IS_088,50,2.0,0.5,1.184378393971623,2.730257420797399,13.142857142857142,1075510.896576871,0
run_20260314_IS_089,50,2.0,0.75,0.8791639764767377,2.2372333588780386,12.428571428571429,1054982.5730500584,0
run_20260314_IS_090,50,2.0,1.0,1.0823331769349749,2.5866663681599924,12.0,1068558.8393746612,0
run_20260314_IS_091,50,2.25,0.0,5.1139104759821095,7.361707988425462,8.428571428571429,1101403.6431458597,0
run_20260314_IS_092,50,2.25,0.25,4.686525173583322,6.806286465013564,7.571428571428571,1092146.1464664242,0
run_20260314_IS_093,50,2.25,0.5,4.686525173583322,6.806286465013564,7.571428571428571,1092146.1464664242,0
run_20260314_IS_094,50,2.25,0.75,4.2422024416689466,6.22227439337366,7.285714285714286,1082688.289774636,0
run_20260314_IS_095,50,2.25,1.0,4.894087716106753,7.14914878642429,6.857142857142857,1096621.1557937881,0
run_20260314_IS_096,50,2.5,0.0,6.818844614623567,5.880016353581656,5.714285714285714,1079011.7800000003,0
run_20260314_IS_097,50,2.5,0.25,6.637600856388226,5.736027370731397,5.142857142857143,1076911.6600000001,0
run_20260314_IS_098,50,2.5,0.5,6.637600856388226,5.736027370731397,5.142857142857143,1076911.6600000001,0
run_20260314_IS_099,50,2.5,0.75,6.637600856388226,5.736027370731397,5.142857142857143,1076911.6600000001,0
run_20260314_IS_100,50,2.5,1.0,8.384083183052846,8.584517239816945,4.714285714285714,1090769.7399999998,0
run_20260314_IS_101,60,1.5,0.0,0.21713335063963113,2.1481791982983474,26.895565092989987,1013705.7798779912,0
run_20260314_IS_102,60,1.5,0.25,0.21713335063963113,2.1481791982983474,26.895565092989987,1013705.7798779912,0
run_20260314_IS_103,60,1.5,0.5,0.07980203387397075,1.956881774023476,25.894134477825464,1005045.6047176248,0
run_20260314_IS_104,60,1.5,0.75,0.1968936488687928,2.1433274480212883,24.892703862660944,1012412.4805211691,0
run_20260314_IS_105,60,1.5,1.0,0.1258867680320781,2.0372841151232848,23.4620886981402,1008284.6130947893,0
run_20260314_IS_106,60,1.75,0.0,1.0039197249672422,2.7211513611604254,17.739628040057223,1060689.218189006,0
run_20260314_IS_107,60,1.75,0.25,1.0039197249672422,2.7211513611604254,17.739628040057223,1060689.218189006,0
run_20260314_IS_108,60,1.75,0.5,0.8613945864601096,2.513893104913008,16.738197424892704,1051628.4038818954,0
run_20260314_IS_109,60,1.75,0.75,1.0210476825659764,2.7511457523099527,15.879828326180258,1061788.284844189,0
run_20260314_IS_110,60,1.75,1.0,0.9221059620774189,2.5833000901468304,15.164520743919885,1055468.610930156,0
run_20260314_IS_111,60,2.0,0.0,1.8935855908288994,3.7553693979653207,11.142857142857142,1096872.3214970871,0
run_20260314_IS_112,60,2.0,0.25,1.8935855908288994,3.7553693979653207,11.142857142857142,1096872.3214970871,0
run_20260314_IS_113,60,2.0,0.5,1.7251293061394106,3.499191022238373,10.142857142857142,1087500.1926715178,0
run_20260314_IS_114,60,2.0,0.75,1.838408456011207,3.663481396930555,9.428571428571429,1093785.4660416723,0
run_20260314_IS_115,60,2.0,1.0,1.838408456011207,3.663481396930555,9.428571428571429,1093785.4660416723,0
run_20260314_IS_116,60,2.25,0.0,1.7383336573886985,2.9382518066757055,6.285714285714286,1049745.330384682,0
run_20260314_IS_117,60,2.25,0.25,1.7383336573886985,2.9382518066757055,6.285714285714286,1049745.330384682,0
run_20260314_IS_118,60,2.25,0.5,1.666984035169854,2.8436784449949593,5.714285714285714,1047606.300069337,0
run_20260314_IS_119,60,2.25,0.75,1.666984035169854,2.8436784449949593,5.714285714285714,1047606.300069337,0
run_20260314_IS_120,60,2.25,1.0,1.666984035169854,2.8436784449949593,5.714285714285714,1047606.300069337,0
run_20260314_IS_121,60,2.5,0.0,5.985024869105301,5.865070711386458,3.4285714285714284,1065796.7300000002,0
