Average gross exposure pct,Median gross exposure pct,95th pct gross exposure,Max gross exposure pct,Days above 80 pct gross,Days above 95 pct gross,Multi-order days,Duplicate same-series days
16.7248332347209,15.20403252923829,54.310276036058646,61.67219977838948,0,0,11,0
