version,version_role,dataset_key,dataset_label,final_value,true_pd_ratio,open_pnl_pd_ratio,activity_pct,bankrupt,source_ref,source_path
V1,asset-specific prototype,part1,PART1,998083.9547470001,-0.02488571773735467,0.2269935199976362,74.97497497497497,False,final/submission-integration,Output/coursework_1/stage_5_team01_v1_archive/matrix_summary.csv
V1,asset-specific prototype,part2,PART2,1036933.2518324994,0.48340405939147846,1.3693685184789615,84.48448448448448,False,final/submission-integration,Output/coursework_1/stage_5_team01_v1_archive/matrix_summary.csv
V1,asset-specific prototype,part3,PART3,1195196.4626874998,2.6625594853951133,3.197664436329178,88.18818818818819,False,final/submission-integration,Output/coursework_1/stage_5_team01_v1_archive/matrix_summary.csv
V2,submitted baseline,part1,part1,948298.85645718,-0.6922251545497319,-0.28409940574128434,67.26726726726727,False,final/submission-integration,Output/coursework_2/stage_4_team01_v2_archive/team01_presubmission/part1/run_summary.json
V2,submitted baseline,part2,part2,1166853.424538599,2.2440207062337763,3.3407848322005416,81.48148148148148,False,final/submission-integration,Output/coursework_2/stage_4_team01_v2_archive/team01_presubmission/part2/run_summary.json
V2,submitted baseline,part3,part3_existing,1130900.6669999976,1.3151762935104394,3.249928172271957,90.3,False,final/submission-integration,Output/coursework_2/stage_4_team01_v2_archive/team01_presubmission/part3_existing/run_summary.json
V3,CA3 refinement,part1,part1,969048.3374399992,-0.5152514404434659,-0.017201494634421558,36.93693693693694,False,final/submission-integration,Output/coursework_3/stage_2_team01_v3_final/team01_v3_final/part1
V3,CA3 refinement,part2,part2,1083657.9416200002,2.2074778266722106,3.482592415448784,46.1,False,final/submission-integration,Output/coursework_3/stage_2_team01_v3_final/team01_v3_final/part2
V3,CA3 refinement,part3,part3,1210964.7031100001,8.288420999261717,9.092636959308761,53.3,False,final/submission-integration,Output/coursework_3/stage_2_team01_v3_final/team01_v3_final/part3
