workflow_stage,evidence_type,dataset,strategy,asset,final_value,true_pd_ratio,open_pnl_pd_ratio,activity_pct,bankrupt,source_path
coursework2_stage1_generic,part1_full_generic_single,part1,tf,01,5119713.547395656,2.7616578348846286,2.9370073198198097,83.88388388388388,false,output\coursework_2_stage4_v2_archive\generic_single_strats_output\part1_full\tf_generic_v1\run_summary.json
coursework2_stage1_generic,part1_full_generic_single,part1,mr,10,1087902.3499999999,4.270006314971333,4.368207762557078,5.6,false,output\coursework_2_stage4_v2_archive\generic_single_strats_output\part1_full\mr_generic_v1\run_summary.json
coursework2_stage1_generic,part1_full_generic_single,part1,garch,07,1003531.2453592601,0.6118786972706464,2.0447625951168678,3.8,false,output\coursework_2_stage4_v2_archive\generic_single_strats_output\part1_full\garch_generic_v1\run_summary.json
coursework2_stage1_generic,part2_transfer_generic_single,part2,tf,01,2667396.067482047,0.8958936977560925,0.9913073790966249,49.549549549549546,false,output\coursework_2_stage4_v2_archive\generic_single_strats_output\part2_transfer\tf_generic_v1\run_summary.json
coursework2_stage1_generic,part2_transfer_generic_single,part2,mr,10,910043.417005035,-0.8983119392407296,-0.8492423659718483,3.9,false,output\coursework_2_stage4_v2_archive\generic_single_strats_output\part2_transfer\mr_generic_v1\run_summary.json
coursework2_stage1_generic,part2_transfer_generic_single,part2,garch,07,989246.6744887998,-0.6418936863868218,-0.5780991525373661,9.4,false,output\coursework_2_stage4_v2_archive\generic_single_strats_output\part2_transfer\garch_generic_v1\run_summary.json
coursework2_stage2_presubmission,team01_presubmission,part1,team01,01+07+10,948298.85645718,-0.6922251545497319,-0.28409940574128434,67.26726726726727,false,output\coursework_2_stage4_v2_archive\team01_presubmission\part1\run_summary.json
coursework2_stage2_presubmission,team01_presubmission,part2,team01,01+07+10,1166853.424538599,2.2440207062337763,3.3407848322005416,81.48148148148148,false,output\coursework_2_stage4_v2_archive\team01_presubmission\part2\run_summary.json
coursework2_stage2_presubmission_preserved,team01_presubmission,part3_existing,team01,01+07+10,1130900.6669999976,1.3151762935104394,3.249928172271957,90.3,false,output\coursework_2_stage4_v2_archive\team01_presubmission\part3_existing\run_summary.json
