run_dir,p_sigma_q_low,p_sigma_q_high,p_mult_mid,p_mult_high,true_pd_ratio,open_pnl_pd_ratio,activity_pct,final_value,bankrupt
run_20260314_IS_001,0.2,0.75,0.5,0.2,-0.733516263785123,-0.7164460166992289,9.0,941764.2,0
run_20260314_IS_002,0.2,0.75,0.5,0.3,-0.733516263785123,-0.7164460166992289,9.0,941764.2,0
run_20260314_IS_003,0.2,0.75,0.5,0.4,-0.733516263785123,-0.7164460166992289,9.0,941764.2,0
run_20260314_IS_004,0.2,0.75,0.5,0.5,-0.733516263785123,-0.7164460166992289,9.0,941764.2,0
run_20260314_IS_005,0.2,0.75,0.6,0.2,-0.6954231332424465,-0.6764226002786536,9.0,939400.5499999998,0
run_20260314_IS_006,0.2,0.75,0.6,0.3,-0.6954231332424465,-0.6764226002786536,9.0,939400.5499999998,0
run_20260314_IS_007,0.2,0.75,0.6,0.4,-0.6954231332424465,-0.6764226002786536,9.0,939400.5499999998,0
run_20260314_IS_008,0.2,0.75,0.6,0.5,-0.6954231332424465,-0.6764226002786536,9.0,939400.5499999998,0
run_20260314_IS_009,0.2,0.75,0.7,0.2,-0.6804187609353254,-0.6596226203964024,9.0,935230.7000000001,0
run_20260314_IS_010,0.2,0.75,0.7,0.3,-0.6804187609353254,-0.6596226203964024,9.0,935230.7000000001,0
run_20260314_IS_011,0.2,0.75,0.7,0.4,-0.6804187609353254,-0.6596226203964024,9.0,935230.7000000001,0
run_20260314_IS_012,0.2,0.75,0.7,0.5,-0.6804187609353254,-0.6596226203964024,9.0,935230.7000000001,0
run_20260314_IS_013,0.2,0.75,0.8,0.2,-0.6716982690481053,-0.6499200999774641,9.0,930061.5000000002,0
run_20260314_IS_014,0.2,0.75,0.8,0.3,-0.6716982690481053,-0.6499200999774641,9.0,930061.5000000002,0
run_20260314_IS_015,0.2,0.75,0.8,0.4,-0.6716982690481053,-0.6499200999774641,9.0,930061.5000000002,0
run_20260314_IS_016,0.2,0.75,0.8,0.5,-0.6716982690481053,-0.6499200999774641,9.0,930061.5000000002,0
run_20260314_IS_017,0.2,0.8,0.5,0.2,-0.7682596057237445,-0.7487110664513105,9.142857142857142,939172.6999999997,0
run_20260314_IS_018,0.2,0.8,0.5,0.3,-0.7682596057237445,-0.7487110664513105,9.142857142857142,939172.6999999997,0
run_20260314_IS_019,0.2,0.8,0.5,0.4,-0.7682596057237445,-0.7487110664513105,9.142857142857142,939172.6999999997,0
run_20260314_IS_020,0.2,0.8,0.5,0.5,-0.7682596057237445,-0.7487110664513105,9.142857142857142,939172.6999999997,0
run_20260314_IS_021,0.2,0.8,0.6,0.2,-0.7333471126244022,-0.7115365748972959,9.142857142857142,936312.2499999999,0
run_20260314_IS_022,0.2,0.8,0.6,0.3,-0.7333471126244022,-0.7115365748972959,9.142857142857142,936312.2499999999,0
run_20260314_IS_023,0.2,0.8,0.6,0.4,-0.7333471126244022,-0.7115365748972959,9.142857142857142,936312.2499999999,0
run_20260314_IS_024,0.2,0.8,0.6,0.5,-0.7333471126244022,-0.7115365748972959,9.142857142857142,936312.2499999999,0
