run_dir,p_ema_short,p_ema_long,p_hurst_min_soft,true_pd_ratio,open_pnl_pd_ratio,activity_pct,final_value,bankrupt
run_20260313_IS_001,8,40,0.4,1.5766771976978222,2.177537205264116,49.21316165951359,1860117.5965106227,0
run_20260313_IS_002,8,40,0.45,1.5768221154289084,2.1775581971614364,49.21316165951359,1825859.3277991042,0
run_20260313_IS_003,8,40,0.5,1.577008845092769,2.177584910907497,49.21316165951359,1784824.335796114,0
run_20260313_IS_004,8,40,0.55,1.5772633934497822,2.1776161046710425,49.21316165951359,1734626.2854050808,0
run_20260313_IS_005,8,40,0.6,1.577629529956128,2.1776579823727182,49.21316165951359,1671751.5449818233,0
run_20260313_IS_006,8,50,0.4,1.3180502443378004,1.8432440725636277,49.78540772532189,1737857.3079942502,0
run_20260313_IS_007,8,50,0.45,1.3181298841839615,1.8432299484517405,49.78540772532189,1708590.8150711674,0
run_20260313_IS_008,8,50,0.5,1.3182202019139402,1.8432043665930282,49.78540772532189,1673380.5835059956,0
run_20260313_IS_009,8,50,0.55,1.3183549687513303,1.8431655478484528,49.78540772532189,1630393.1536036264,0
run_20260313_IS_010,8,50,0.6,1.3185227015527556,1.8431052206400445,49.78540772532189,1576493.9664084967,0
run_20260313_IS_011,8,60,0.4,-0.8640304036719777,-0.49063827577793817,54.77707006369427,35884.815882757306,1
run_20260313_IS_012,8,60,0.45,-0.8234016018972048,-0.5056161573010938,55.063291139240505,42782.937821134925,1
run_20260313_IS_013,8,60,0.5,-0.9407557716351055,-0.7838302599285835,55.34591194968554,-761407.9811442941,1
run_20260313_IS_014,8,60,0.55,-0.9407583028853421,-0.7838497374453361,55.34591194968554,-655038.7739425004,1
run_20260313_IS_015,8,60,0.6,-0.940761275333032,-0.7838771081253928,55.34591194968554,-521951.2974984944,1
run_20260313_IS_016,8,70,0.4,1.241202605711468,2.878241079851099,28.898426323319025,1041834.1256312099,0
run_20260313_IS_017,8,70,0.45,1.2363860361032224,2.8660434616885944,28.898426323319025,1040093.4029418367,0
run_20260313_IS_018,8,70,0.5,1.2300046421197397,2.850003395814879,28.898426323319025,1038000.9481038523,0
run_20260313_IS_019,8,70,0.55,1.2213208903522765,2.8280698951418914,28.898426323319025,1035449.1840079837,0
run_20260313_IS_020,8,70,0.6,1.2086068405887298,2.7960419222989454,28.898426323319025,1032255.5192535585,0
run_20260313_IS_021,8,80,0.4,1.1652365127584827,2.1200430964257415,30.61516452074392,1051243.3148124516,0
run_20260313_IS_022,8,80,0.45,1.160500928823791,2.1185395199064945,30.61516452074392,1048724.7194662876,0
run_20260313_IS_023,8,80,0.5,1.1543064057002115,2.1166407549929045,30.61516452074392,1045707.7921880148,0
run_20260313_IS_024,8,80,0.55,1.1454853330976087,2.1138060429729952,30.61516452074392,1042023.2033371856,0
run_20260313_IS_025,8,80,0.6,1.132243499620499,2.109565334105403,30.61516452074392,1037423.0536798942,0
run_20260313_IS_026,10,40,0.4,1.372080902889582,1.912850241677632,49.07010014306152,1747563.470406158,0
run_20260313_IS_027,10,40,0.45,1.3721972372152986,1.9128532378560945,49.07010014306152,1717680.7417319939,0
run_20260313_IS_028,10,40,0.5,1.372351424667362,1.9128501392121693,49.07010014306152,1681927.3991137687,0
run_20260313_IS_029,10,40,0.55,1.3725621559382108,1.9128418664213476,49.07010014306152,1638130.6114840768,0
run_20260313_IS_030,10,40,0.6,1.3728588979002747,1.9128289219046097,49.07010014306152,1583356.5799773717,0
run_20260313_IS_031,10,50,0.4,-0.2907050561295239,0.6009692392624483,17.024320457796854,988546.9084787825,0
run_20260313_IS_032,10,50,0.45,-0.29663922266581416,0.5906347145739758,17.024320457796854,988792.266882235,0
run_20260313_IS_033,10,50,0.5,-0.30462529656347415,0.5761295172258745,17.024320457796854,989079.6582827396,0
run_20260313_IS_034,10,50,0.55,-0.3156514506536133,0.5514624501302763,17.024320457796854,989431.5232771863,0
