candidate_rank_final,candidate_rank_is,robust_score,metric_key,is_metric,oos_metric,full_metric,is_oos_gap,oos_activity_pct,full_activity_pct,oos_return_pct,full_return_pct,oos_bankrupt,full_bankrupt,oos_run_dir,full_run_dir,params_path,p_sigma_q_low,p_sigma_q_high,p_mult_mid,p_mult_high
1,1,1.7734760828531386,true_pd_ratio,1.167641810268997,1.9021372481205416,2.3301780413893334,0.7344954378515447,18.333333333333332,11.7,7.760299599999998,18.085333400000025,0,0,output\cross_asset_scan_v1\garch\asset04\grid_search\robust_selection\candidate_01\oos\run_20260314_30-oos,output\cross_asset_scan_v1\garch\asset04\grid_search\robust_selection\candidate_01\full\run_20260314_100-full,output\cross_asset_scan_v1\garch\asset04\grid_search\robust_selection\candidate_01\params.json,0.35,0.9,0.8,0.2
2,2,1.7734760828531386,true_pd_ratio,1.167641810268997,1.9021372481205416,2.3301780413893334,0.7344954378515447,18.333333333333332,11.7,7.760299599999998,18.085333400000025,0,0,output\cross_asset_scan_v1\garch\asset04\grid_search\robust_selection\candidate_02\oos\run_20260314_30-oos,output\cross_asset_scan_v1\garch\asset04\grid_search\robust_selection\candidate_02\full\run_20260314_100-full,output\cross_asset_scan_v1\garch\asset04\grid_search\robust_selection\candidate_02\params.json,0.35,0.9,0.8,0.3
3,3,1.7734760828531386,true_pd_ratio,1.167641810268997,1.9021372481205416,2.3301780413893334,0.7344954378515447,18.333333333333332,11.7,7.760299599999998,18.085333400000025,0,0,output\cross_asset_scan_v1\garch\asset04\grid_search\robust_selection\candidate_03\oos\run_20260314_30-oos,output\cross_asset_scan_v1\garch\asset04\grid_search\robust_selection\candidate_03\full\run_20260314_100-full,output\cross_asset_scan_v1\garch\asset04\grid_search\robust_selection\candidate_03\params.json,0.35,0.9,0.8,0.4
4,4,1.7734760828531386,true_pd_ratio,1.167641810268997,1.9021372481205416,2.3301780413893334,0.7344954378515447,18.333333333333332,11.7,7.760299599999998,18.085333400000025,0,0,output\cross_asset_scan_v1\garch\asset04\grid_search\robust_selection\candidate_04\oos\run_20260314_30-oos,output\cross_asset_scan_v1\garch\asset04\grid_search\robust_selection\candidate_04\full\run_20260314_100-full,output\cross_asset_scan_v1\garch\asset04\grid_search\robust_selection\candidate_04\params.json,0.35,0.9,0.8,0.5
5,5,1.4489884336256067,true_pd_ratio,1.1144933423073713,1.9021372481205416,1.3105590899194568,0.7876439058131703,18.333333333333332,7.6,7.760299599999998,10.171711200000022,0,0,output\cross_asset_scan_v1\garch\asset04\grid_search\robust_selection\candidate_05\oos\run_20260314_30-oos,output\cross_asset_scan_v1\garch\asset04\grid_search\robust_selection\candidate_05\full\run_20260314_100-full,output\cross_asset_scan_v1\garch\asset04\grid_search\robust_selection\candidate_05\params.json,0.35,0.85,0.8,0.2
