candidate_rank_final,candidate_rank_is,robust_score,metric_key,is_metric,oos_metric,full_metric,is_oos_gap,oos_activity_pct,full_activity_pct,oos_return_pct,full_return_pct,oos_bankrupt,full_bankrupt,oos_run_dir,full_run_dir,params_path,p_sigma_q_low,p_sigma_q_high,p_mult_mid,p_mult_high
1,1,-0.9791225043314351,true_pd_ratio,-0.5859698439352088,-0.955839492911261,-0.8485147064904817,0.36986964897605223,11.0,9.7,-5.832804999999985,-13.645105000000024,0,0,output\cross_asset_scan_v1\garch\asset10\grid_search\robust_selection\candidate_01\oos\run_20260314_30-oos,output\cross_asset_scan_v1\garch\asset10\grid_search\robust_selection\candidate_01\full\run_20260314_100-full,output\cross_asset_scan_v1\garch\asset10\grid_search\robust_selection\candidate_01\params.json,0.2,0.8,0.5,0.2
2,2,-0.9791225043314351,true_pd_ratio,-0.5859698439352088,-0.955839492911261,-0.8485147064904817,0.36986964897605223,11.0,9.7,-5.832804999999985,-13.645105000000024,0,0,output\cross_asset_scan_v1\garch\asset10\grid_search\robust_selection\candidate_02\oos\run_20260314_30-oos,output\cross_asset_scan_v1\garch\asset10\grid_search\robust_selection\candidate_02\full\run_20260314_100-full,output\cross_asset_scan_v1\garch\asset10\grid_search\robust_selection\candidate_02\params.json,0.2,0.8,0.5,0.3
3,3,-0.9791225043314351,true_pd_ratio,-0.5859698439352088,-0.955839492911261,-0.8485147064904817,0.36986964897605223,11.0,9.7,-5.832804999999985,-13.645105000000024,0,0,output\cross_asset_scan_v1\garch\asset10\grid_search\robust_selection\candidate_03\oos\run_20260314_30-oos,output\cross_asset_scan_v1\garch\asset10\grid_search\robust_selection\candidate_03\full\run_20260314_100-full,output\cross_asset_scan_v1\garch\asset10\grid_search\robust_selection\candidate_03\params.json,0.2,0.8,0.5,0.4
4,4,-0.9791225043314351,true_pd_ratio,-0.5859698439352088,-0.955839492911261,-0.8485147064904817,0.36986964897605223,11.0,9.7,-5.832804999999985,-13.645105000000024,0,0,output\cross_asset_scan_v1\garch\asset10\grid_search\robust_selection\candidate_04\oos\run_20260314_30-oos,output\cross_asset_scan_v1\garch\asset10\grid_search\robust_selection\candidate_04\full\run_20260314_100-full,output\cross_asset_scan_v1\garch\asset10\grid_search\robust_selection\candidate_04\params.json,0.2,0.8,0.5,0.5
5,5,-0.9856818252224117,true_pd_ratio,-0.6026547147835646,-0.9571779725723718,-0.874929185844768,0.3545232577888072,11.0,9.7,-7.201964999999988,-15.544495000000014,0,0,output\cross_asset_scan_v1\garch\asset10\grid_search\robust_selection\candidate_05\oos\run_20260314_30-oos,output\cross_asset_scan_v1\garch\asset10\grid_search\robust_selection\candidate_05\full\run_20260314_100-full,output\cross_asset_scan_v1\garch\asset10\grid_search\robust_selection\candidate_05\params.json,0.2,0.8,0.6,0.2
