run_dir,p_ema_short,p_ema_long,p_hurst_min_soft,true_pd_ratio,open_pnl_pd_ratio,activity_pct,final_value,bankrupt
run_20260313_IS_001,8,40,0.4,1.6759225366671373,2.0260345467647896,61.802575107296136,1095552.7234280768,0
run_20260313_IS_002,8,40,0.45,1.6778845638496707,2.0267997898055703,61.802575107296136,1091436.3193069878,0
run_20260313_IS_003,8,40,0.5,1.68013535882022,2.027677660001645,61.802575107296136,1086478.2470538355,0
run_20260313_IS_004,8,40,0.55,1.6836935828413748,2.0290654624714506,61.802575107296136,1080403.103355007,0
run_20260314_IS_005,8,40,0.6,1.6886616584576852,2.031003144744814,61.802575107296136,1072874.1938707414,0
run_20260314_IS_006,8,50,0.4,-0.36111007997681477,0.7112902184787169,11.587982832618026,980019.9371251981,0
run_20260314_IS_007,8,50,0.45,-0.3589623626990849,0.7074460916442048,11.587982832618026,981135.1435028256,0
run_20260314_IS_008,8,50,0.5,-0.35659441497888167,0.7012852921280308,11.587982832618026,982456.9707194008,0
run_20260314_IS_009,8,50,0.55,-0.35152254540646927,0.6936269826103574,11.587982832618026,984090.795133057,0
run_20260314_IS_010,8,50,0.6,-0.3395470039382222,0.6810484635312454,11.587982832618026,986101.0450000581,0
run_20260314_IS_011,8,60,0.4,1.5172577038690593,1.912172868311539,61.516452074391985,1086793.2096921257,0
run_20260314_IS_012,8,60,0.45,1.5196296647633813,1.9130979964563173,61.516452074391985,1083290.901925681,0
run_20260314_IS_013,8,60,0.5,1.522933509713351,1.914386584289497,61.516452074391985,1079058.5243562395,0
run_20260314_IS_014,8,60,0.55,1.5270904577775593,1.9160079051383399,61.516452074391985,1073886.7447091094,0
run_20260314_IS_015,8,60,0.6,1.533485973930079,1.918502327372391,61.516452074391985,1067433.5122176013,0
run_20260314_IS_016,8,70,0.4,1.3667503303202084,1.6697965428680717,64.8068669527897,1074739.3750632303,0
run_20260314_IS_017,8,70,0.45,1.3669051402280425,1.6699462222560049,64.8068669527897,1071647.699830193,0
run_20260314_IS_018,8,70,0.5,1.3672229871862296,1.6702535355205217,64.8068669527897,1067960.553024066,0
run_20260314_IS_019,8,70,0.55,1.3670976221120867,1.670132325141777,64.8068669527897,1063389.5825420932,0
run_20260314_IS_020,8,70,0.6,1.3673225842578953,1.6703498318683263,64.8068669527897,1057714.6862815258,0
run_20260314_IS_021,8,80,0.4,1.9800958172254648,2.3299319727891157,76.5379113018598,1020171.7311140301,0
run_20260314_IS_022,8,80,0.45,1.9800958172255847,2.3299319727891157,76.5379113018598,1019170.2976544695,0
