run_dir,p_lookback,p_entry_z,p_exit_z,true_pd_ratio,open_pnl_pd_ratio,activity_pct,final_value,bankrupt
run_20260314_IS_001,20,1.5,0.0,0.16338055395783505,2.7147342233921887,23.032904148783977,1006836.3672980608,0
run_20260314_IS_002,20,1.5,0.25,0.20866864580756153,2.732122161184437,21.316165951359086,1008666.7957428462,0
run_20260314_IS_003,20,1.5,0.5,-0.17611401726988735,1.3251573781003525,19.313304721030043,988805.6910508195,0
run_20260314_IS_004,20,1.5,0.75,-0.10960843412630812,1.4731457423142496,17.310443490701,992844.3541732421,0
run_20260314_IS_005,20,1.5,1.0,0.4819062087556389,2.614749902790153,13.857142857142858,1022501.7727136866,0
run_20260314_IS_006,20,1.75,0.0,4.62921390728117,4.5936608810548165,16.165951359084406,1088935.185478704,0
run_20260314_IS_007,20,1.75,0.25,4.640493986189471,4.550721727033548,14.735336194563663,1089538.158837149,0
run_20260314_IS_008,20,1.75,0.5,4.1157621245904314,4.037066712399251,13.876967095851215,1077643.8524803985,0
run_20260314_IS_009,20,1.75,0.75,4.003603100523224,3.9642072691709602,12.160228898426324,1075404.6615158748,0
run_20260314_IS_010,20,1.75,1.0,2.7619255722554357,3.304344904992267,10.142857142857142,1051249.4071025886,0
run_20260314_IS_011,20,2.0,0.0,5.723270928481275,5.32936088651369,11.301859799713878,1112609.6845999998,0
run_20260314_IS_012,20,2.0,0.25,4.955431750924555,4.608987966956442,10.157367668097281,1096447.5423999995,0
run_20260314_IS_013,20,2.0,0.5,4.753839412291368,4.383415702092561,9.585121602288984,1091008.3573999999,0
run_20260314_IS_014,20,2.0,0.75,4.709159835379931,4.364096429885909,8.726752503576538,1090075.3023999997,0
run_20260314_IS_015,20,2.0,1.0,3.583429101794805,3.873389166501664,7.285714285714286,1067681.0138000008,0
run_20260314_IS_016,20,2.25,0.0,2.4549157229311867,2.4085693381532667,6.857142857142857,1046034.9409999998,0
run_20260314_IS_017,20,2.25,0.25,2.4549157229311867,2.4085693381532667,6.857142857142857,1046034.9409999998,0
run_20260314_IS_018,20,2.25,0.5,2.4667405822878505,2.3913723814152914,6.428571428571429,1045711.2683999998,0
run_20260314_IS_019,20,2.25,0.75,2.4205494188558516,2.3713838719898654,5.571428571428571,1044816.9566,0
run_20260314_IS_020,20,2.25,1.0,1.9203978475796812,2.1933609661120275,4.571428571428571,1035893.6488000003,0
run_20260314_IS_021,20,2.5,0.0,2.0748922132693943,2.302643845190982,4.571428571428571,1045290.3861999997,0
run_20260314_IS_022,20,2.5,0.25,2.0748922132693943,2.302643845190982,4.571428571428571,1045290.3861999997,0
run_20260314_IS_023,20,2.5,0.5,2.0748922132693943,2.302643845190982,4.571428571428571,1045290.3861999997,0
run_20260314_IS_024,20,2.5,0.75,2.0356841756880817,2.282539079716058,3.7142857142857144,1044396.3624000001,0
run_20260314_IS_025,20,2.5,1.0,1.9562775293463903,2.324740935742496,3.0,1040076.4834000001,0
run_20260314_IS_026,30,1.5,0.0,0.47409694626829085,1.4783888042557054,21.0,1026669.5971234583,0
run_20260314_IS_027,30,1.5,0.25,0.28849251026401984,1.2216549202717657,20.0,1016228.7040286536,0
run_20260314_IS_028,30,1.5,0.5,0.31913547485071775,1.2593002518230811,19.142857142857142,1017952.4770388538,0
run_20260314_IS_029,30,1.5,0.75,0.12835171908991713,0.920501565897749,16.857142857142858,1009113.4484631851,0
run_20260314_IS_030,30,1.5,1.0,0.01095737172260818,0.7318494932054164,16.142857142857142,1000778.0140631852,0
run_20260314_IS_031,30,1.75,0.0,0.9453523665754526,1.8949363868412585,15.714285714285714,1048740.2774351644,0
run_20260314_IS_032,30,1.75,0.25,0.7385024357141087,1.6094538848494055,14.714285714285714,1038075.5524351643,0
run_20260314_IS_033,30,1.75,0.5,0.7726507351080139,1.6523522861381323,13.857142857142858,1039836.163235164,0
run_20260314_IS_034,30,1.75,0.75,0.1912017434670756,1.1171744473597918,12.571428571428571,1010631.0864780619,0
run_20260314_IS_035,30,1.75,1.0,0.10250011477339793,0.9867723491439151,12.0,1005699.1508780614,0
run_20260314_IS_036,30,2.0,0.0,2.7509349843625994,4.5999394416882895,10.571428571428571,1074081.4530832479,0
run_20260314_IS_037,30,2.0,0.25,2.287653696701666,3.9128237802097954,9.857142857142858,1061605.4944832476,0
run_20260314_IS_038,30,2.0,0.5,2.3611608248448395,4.020583024738054,9.142857142857142,1063585.0086832477,0
run_20260314_IS_039,30,2.0,0.75,2.2269955743730523,3.803136245863495,8.428571428571429,1059971.998283247,0
run_20260314_IS_040,30,2.0,1.0,2.0349193617793238,3.5171084031866964,7.857142857142857,1054799.471483248,0
run_20260314_IS_041,30,2.25,0.0,1.362966790735325,1.6848493804923008,3.4285714285714284,1018244.1310000003,0
run_20260314_IS_042,30,2.25,0.25,1.362966790735325,1.6848493804923008,3.4285714285714284,1018244.1310000003,0
run_20260314_IS_043,30,2.25,0.5,1.362966790735325,1.6848493804923008,3.4285714285714284,1018244.1310000003,0
run_20260314_IS_044,30,2.25,0.75,1.362966790735325,1.6848493804923008,3.4285714285714284,1018244.1310000003,0
run_20260314_IS_045,30,2.25,1.0,1.336521420553246,1.653950269233205,3.0,1017890.1438000003,0
run_20260314_IS_046,30,2.5,0.0,1.362966790735325,1.6848493804923008,3.4285714285714284,1018244.1310000003,0
run_20260314_IS_047,30,2.5,0.25,1.362966790735325,1.6848493804923008,3.4285714285714284,1018244.1310000003,0
run_20260314_IS_048,30,2.5,0.5,1.362966790735325,1.6848493804923008,3.4285714285714284,1018244.1310000003,0
run_20260314_IS_049,30,2.5,0.75,1.362966790735325,1.6848493804923008,3.4285714285714284,1018244.1310000003,0
run_20260314_IS_050,30,2.5,1.0,1.336521420553246,1.653950269233205,3.0,1017890.1438000003,0
run_20260314_IS_051,40,1.5,0.0,0.21171572351102635,1.1220046808671937,16.285714285714285,1009387.7496641255,0
run_20260314_IS_052,40,1.5,0.25,0.26996211792915087,1.2105246612165919,16.0,1011970.4703074829,0
run_20260314_IS_053,40,1.5,0.5,0.14500716898372779,1.0148937764654007,15.714285714285714,1006429.8058705681,0
run_20260314_IS_054,40,1.5,0.75,0.3497228972574199,1.3076014217628582,15.428571428571429,1015507.1666705678,0
run_20260314_IS_055,40,1.5,1.0,0.34229726615171563,1.2491656466800207,13.714285714285714,1014455.1129988171,0
run_20260314_IS_056,40,1.75,0.0,0.32089342580161173,0.8716970850740201,12.571428571428571,1011465.293568188,0
run_20260314_IS_057,40,1.75,0.25,0.3933361699856978,0.9621361542055874,12.285714285714286,1014053.6212252001,0
run_20260314_IS_058,40,1.75,0.5,0.2423378099774683,0.7712854902602398,12.142857142857142,1008658.5573609762,0
run_20260314_IS_059,40,1.75,0.75,0.4969581832487998,1.0702565725528574,11.857142857142858,1017755.9619609765,0
run_20260314_IS_060,40,1.75,1.0,0.4196215752413044,0.9738940252544646,10.857142857142858,1014992.7800348937,0
run_20260314_IS_061,40,2.0,0.0,1.36181394894888,1.765899845569547,9.428571428571429,1036494.5783120758,0
run_20260314_IS_062,40,2.0,0.25,1.4607824687041673,1.8762925891038758,9.142857142857142,1039146.7867120759,0
run_20260314_IS_063,40,2.0,0.5,1.2544852017259454,1.6433466646865211,9.0,1033618.3283120757,0
run_20260314_IS_064,40,2.0,0.75,1.6023573796642108,2.0105027246017966,8.714285714285714,1042940.7827120761,0
run_20260314_IS_065,40,2.0,1.0,1.496708517177995,1.8930383749803952,7.714285714285714,1040109.551112076,0
run_20260314_IS_066,40,2.25,0.0,2.0999846587387205,2.681642937400631,6.0,1038778.984162385,0
run_20260314_IS_067,40,2.25,0.25,2.2439292297882707,2.836669396310907,5.714285714285714,1041437.1103623852,0
run_20260314_IS_068,40,2.25,0.5,1.9438713379700412,2.508377407662407,5.571428571428571,1035896.145962385,0
run_20260314_IS_069,40,2.25,0.75,2.1421697660703587,2.689560298175397,5.428571428571429,1039557.9877623849,0
run_20260314_IS_070,40,2.25,1.0,2.099061366929807,2.657703430799041,4.571428571428571,1038761.9343623847,0
run_20260314_IS_071,40,2.5,0.0,0.5539568345323708,0.6071428571428583,1.1428571428571428,1006782.622,0
run_20260314_IS_072,40,2.5,0.25,0.5539568345323708,0.6071428571428583,1.1428571428571428,1006782.622,0
run_20260314_IS_073,40,2.5,0.5,0.5539568345323708,0.6071428571428583,1.1428571428571428,1006782.622,0
run_20260314_IS_074,40,2.5,0.75,0.5539568345323708,0.6071428571428583,1.1428571428571428,1006782.622,0
run_20260314_IS_075,40,2.5,1.0,0.5539568345323708,0.6071428571428583,1.1428571428571428,1006782.622,0
run_20260314_IS_076,50,1.5,0.0,0.28354161919119225,1.5187753563003163,15.142857142857142,1012470.566240902,0
run_20260314_IS_077,50,1.5,0.25,0.3431700035112736,1.60360259651052,14.857142857142858,1015093.1079285126,0
run_20260314_IS_078,50,1.5,0.5,0.3431700035112736,1.60360259651052,14.857142857142858,1015093.1079285126,0
run_20260314_IS_079,50,1.5,0.75,0.3708748787804165,1.6503806167439772,13.714285714285714,1016391.1049645848,0
run_20260314_IS_080,50,1.5,1.0,0.36469473338006836,1.6362374722794009,12.571428571428571,1016117.9686111963,0
run_20260314_IS_081,50,1.75,0.0,0.8659878638968055,1.3141357941613998,10.571428571428571,1032845.8808206669,0
run_20260314_IS_082,50,1.75,0.25,0.9365253070334982,1.4011508100851655,10.285714285714286,1035521.2814206671,0
run_20260314_IS_083,50,1.75,0.5,0.9365253070334982,1.4011508100851655,10.285714285714286,1035521.2814206671,0
run_20260314_IS_084,50,1.75,0.75,0.9444791204149553,1.4101745209679566,10.0,1035822.9600206668,0
run_20260314_IS_085,50,1.75,1.0,1.0553154547560484,1.54960394736009,9.142857142857142,1040026.8492206672,0
run_20260314_IS_086,50,2.0,0.0,1.303453027013768,1.6522442492278184,7.142857142857143,1037268.1783432192,0
run_20260314_IS_087,50,2.0,0.25,1.3974258116359688,1.756730845382531,6.857142857142857,1039955.0373432192,0
run_20260314_IS_088,50,2.0,0.5,1.3974258116359688,1.756730845382531,6.857142857142857,1039955.0373432192,0
run_20260314_IS_089,50,2.0,0.75,1.408027505289909,1.767572407784989,6.571428571428571,1040258.1597432188,0
run_20260314_IS_090,50,2.0,1.0,1.5556828375707068,1.934991389176602,5.714285714285714,1044479.903943219,0
run_20260314_IS_091,50,2.25,0.0,1.1676070667423697,1.4935791520241224,6.0,1033384.0863432189,0
run_20260314_IS_092,50,2.25,0.25,1.2612277584476135,1.5976544241308002,5.714285714285714,1036060.8783432192,0
run_20260314_IS_093,50,2.25,0.5,1.2612277584476135,1.5976544241308002,5.714285714285714,1036060.8783432192,0
run_20260314_IS_094,50,2.25,0.75,1.066073213512511,1.3780215526813098,5.571428571428571,1030481.042143219,0
run_20260314_IS_095,50,2.25,1.0,1.286191310642946,1.6286877462314995,4.857142857142857,1036774.633343219,0
run_20260314_IS_096,50,2.5,0.0,3.1543379757093954,2.366596007772479,3.4285714285714284,1039258.2028000001,0
run_20260314_IS_097,50,2.5,0.25,3.1543379757093954,2.366596007772479,3.4285714285714284,1039258.2028000001,0
run_20260314_IS_098,50,2.5,0.5,3.1543379757093954,2.366596007772479,3.4285714285714284,1039258.2028000001,0
run_20260314_IS_099,50,2.5,0.75,3.1543379757093954,2.366596007772479,3.4285714285714284,1039258.2028000001,0
run_20260314_IS_100,50,2.5,1.0,3.664319590364058,2.729715740251475,2.7142857142857144,1045605.3228,0
run_20260314_IS_101,60,1.5,0.0,0.17900322851288525,1.1652592562791755,13.142857142857142,1008255.7763974188,0
run_20260314_IS_102,60,1.5,0.25,0.17900322851288525,1.1652592562791755,13.142857142857142,1008255.7763974188,0
run_20260314_IS_103,60,1.5,0.5,0.17900322851288525,1.1652592562791755,13.142857142857142,1008255.7763974188,0
run_20260314_IS_104,60,1.5,0.75,0.17900322851288525,1.1652592562791755,13.142857142857142,1008255.7763974188,0
run_20260314_IS_105,60,1.5,1.0,0.3485789822551312,1.3843747562012192,11.428571428571429,1016053.0716799307,0
run_20260314_IS_106,60,1.75,0.0,0.45946911955641584,0.7871898336543375,8.285714285714286,1018388.4731869578,0
run_20260314_IS_107,60,1.75,0.25,0.45946911955641584,0.7871898336543375,8.285714285714286,1018388.4731869578,0
run_20260314_IS_108,60,1.75,0.5,0.45946911955641584,0.7871898336543375,8.285714285714286,1018388.4731869578,0
run_20260314_IS_109,60,1.75,0.75,0.45946911955641584,0.7871898336543375,8.285714285714286,1018388.4731869578,0
run_20260314_IS_110,60,1.75,1.0,0.7260094771909895,1.0985958121860657,8.0,1029055.7193869577,0
run_20260314_IS_111,60,2.0,0.0,0.4393498287060806,0.7263437460478054,7.142857142857143,1017568.964670576,0
run_20260314_IS_112,60,2.0,0.25,0.4393498287060806,0.7263437460478054,7.142857142857143,1017568.964670576,0
run_20260314_IS_113,60,2.0,0.5,0.4393498287060806,0.7263437460478054,7.142857142857143,1017568.964670576,0
run_20260314_IS_114,60,2.0,0.75,0.4393498287060806,0.7263437460478054,7.142857142857143,1017568.964670576,0
run_20260314_IS_115,60,2.0,1.0,0.7058942505317942,1.0377545984262158,6.857142857142857,1028227.6908705762,0
run_20260314_IS_116,60,2.25,0.0,0.7134266718733226,0.9857838784953463,6.0,1021262.634626164,0
run_20260314_IS_117,60,2.25,0.25,0.7134266718733226,0.9857838784953463,6.0,1021262.634626164,0
run_20260314_IS_118,60,2.25,0.5,0.7134266718733226,0.9857838784953463,6.0,1021262.634626164,0
run_20260314_IS_119,60,2.25,0.75,0.7134266718733226,0.9857838784953463,6.0,1021262.634626164,0
run_20260314_IS_120,60,2.25,1.0,1.0723539496668084,1.3619470608512638,5.714285714285714,1031959.9352261641,0
run_20260314_IS_121,60,2.5,0.0,2.8022199464945303,2.0386861167822863,4.571428571428571,1036792.7724000001,0
run_20260314_IS_122,60,2.5,0.25,2.8022199464945303,2.0386861167822863,4.571428571428571,1036792.7724000001,0
run_20260314_IS_123,60,2.5,0.5,2.8022199464945303,2.0386861167822863,4.571428571428571,1036792.7724000001,0
run_20260314_IS_124,60,2.5,0.75,2.8022199464945303,2.0386861167822863,4.571428571428571,1036792.7724000001,0
run_20260314_IS_125,60,2.5,1.0,3.116427776978867,2.2195031948269994,4.428571428571429,1041088.0060000002,0
